_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
5158,19,12,17,0,46,24,4,10,0,37,13,4,17,0,31,5,11,20,0,34,70,9,31,0,113,70,24,90,3,187,298,42,93,3,435,219,102,112,6,440,294,190,118,5,611,254,285,88,4,627,172,299,85,5,561,173,291,67,3,535,392,718,69,9,1190,239,501,25,3,771,120,303,11,3,437,44,148,7,0,202,52,205,4,0,265,185,431,84,4,694,31,15,13,0,66,2683,3584,942,51,7270
5159,44,4,16,3,60,17,9,8,0,35,14,11,22,3,49,19,4,34,0,53,121,14,45,5,192,84,37,96,7,223,465,58,110,0,635,337,95,159,14,603,416,203,151,6,781,375,329,118,14,834,232,394,95,3,722,243,378,77,5,697,537,815,94,6,1456,289,625,31,3,951,175,403,9,4,594,70,232,3,0,302,100,352,3,0,457,209,539,124,4,868,36,23,9,0,73,3777,4534,1194,85,9585
5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
5161,5,3,4,0,11,4,0,3,0,8,3,5,6,0,15,3,0,16,0,17,49,3,40,3,96,33,17,71,4,121,216,24,61,0,301,126,54,70,7,256,121,122,70,3,313,118,136,43,8,302,83,133,27,4,247,80,123,27,9,232,110,222,20,3,357,53,133,10,3,203,24,55,3,0,75,12,32,0,0,40,4,31,3,0,38,47,117,52,0,215,9,4,9,0,19,1094,1208,543,35,2877
5162,24,15,16,0,58,22,4,10,0,39,20,4,38,0,67,8,3,65,0,79,149,26,119,10,302,108,42,239,4,393,700,100,253,21,1071,383,200,257,22,859,392,337,259,25,1016,353,396,155,12,912,246,381,106,17,746,249,378,88,10,722,385,692,78,5,1164,172,407,21,6,611,62,241,12,3,321,26,88,5,3,126,31,113,3,3,145,176,371,183,11,739,69,37,43,0,149,3576,3840,1957,151,9520
5163,11,3,4,0,15,11,3,9,0,15,12,3,45,3,63,4,0,38,0,45,78,11,70,3,165,59,16,156,8,248,288,57,130,3,479,143,87,110,3,344,179,152,95,14,435,141,192,54,3,392,85,139,41,0,262,105,133,17,3,258,148,218,25,11,400,54,118,15,0,181,21,71,4,0,92,6,37,0,0,41,12,42,9,0,59,78,170,67,0,316,20,16,15,0,54,1460,1457,907,54,3881
5164,3,0,5,0,11,7,0,4,0,11,3,0,11,0,21,0,0,36,0,35,30,13,40,4,84,11,11,74,0,95,113,28,55,5,202,44,35,44,0,131,44,59,32,3,139,47,53,12,0,113,30,43,13,0,85,12,43,9,0,66,26,50,4,0,84,10,23,0,0,32,0,10,0,0,10,0,3,0,0,5,6,3,0,0,11,30,44,26,0,103,9,0,13,4,31,436,421,386,30,1272
5165,12,3,3,0,12,4,3,3,0,10,3,0,6,0,11,0,0,21,0,23,24,11,24,3,58,10,8,56,0,82,98,10,58,3,171,64,25,44,8,141,71,45,45,5,168,53,42,27,0,127,32,50,14,0,92,30,36,12,0,84,50,53,17,0,114,26,34,0,0,61,6,20,4,0,28,5,16,4,0,20,9,18,3,0,28,40,53,29,0,123,8,7,11,3,34,553,434,378,24,1396
5166,0,0,0,0,0,0,0,5,0,3,0,0,3,0,9,0,0,3,0,4,11,5,9,3,24,11,0,14,0,25,51,12,23,0,83,17,12,18,3,54,16,23,9,0,52,24,17,7,0,50,10,14,10,0,28,8,13,5,0,24,26,22,7,0,46,8,11,0,0,24,3,10,0,0,13,0,0,0,0,0,0,4,0,0,4,22,15,20,0,54,4,0,6,0,9,215,153,141,5,516
5167,8,3,3,0,12,6,0,0,0,9,3,0,5,0,9,0,0,7,0,11,30,8,17,0,53,12,8,29,7,57,104,10,27,3,146,74,28,40,4,140,66,38,32,0,133,67,65,18,4,152,40,67,28,4,139,28,51,11,4,91,68,94,13,3,179,52,75,3,3,135,17,45,0,0,61,9,19,0,0,29,6,30,0,0,33,45,87,23,0,164,10,5,4,0,20,636,625,263,29,1555
5168,10,0,3,0,14,7,0,0,0,9,6,0,13,0,22,4,3,15,0,21,31,6,41,0,81,25,9,47,4,80,85,23,48,3,155,50,28,34,8,115,61,58,27,3,154,51,68,23,0,140,34,57,13,0,108,25,57,4,0,92,75,95,10,3,185,30,55,9,0,96,10,32,4,0,43,3,19,0,0,23,8,10,0,0,18,42,62,24,0,122,12,6,10,0,27,555,584,332,26,1498
5169,15,4,12,3,34,7,0,4,3,22,11,3,20,3,33,14,3,43,0,55,70,11,68,6,154,40,10,107,0,163,304,43,121,10,478,151,78,104,13,348,204,163,106,13,480,167,212,80,0,458,109,218,48,0,369,123,209,40,4,373,232,342,30,11,611,121,241,10,0,367,51,105,5,3,171,14,48,3,0,67,26,65,0,0,96,97,220,83,3,395,28,28,23,0,81,1769,2004,921,67,4761
5170,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,3,0,6,3,3,6,0,8,19,9,4,0,29,11,7,5,0,24,15,12,11,0,39,14,11,3,3,34,8,14,0,0,21,6,9,0,0,17,20,17,3,0,34,10,17,0,0,27,0,10,0,0,15,3,4,0,0,8,4,6,0,0,8,10,17,10,0,31,0,0,0,0,0,132,131,50,5,314
5171,6,0,3,0,10,4,0,3,0,10,4,0,4,0,7,0,0,8,0,8,48,3,11,0,66,16,3,21,0,41,101,10,15,0,131,81,14,20,3,112,99,37,30,4,163,66,46,16,0,127,40,63,16,0,119,40,56,13,0,110,97,120,6,0,222,43,103,3,0,147,27,59,3,0,89,10,37,4,0,53,28,56,0,0,83,50,100,8,0,162,14,5,3,0,23,773,716,180,11,1678
5172,3,0,0,0,6,3,0,0,0,5,0,4,0,0,8,0,3,3,0,4,12,3,12,0,26,12,3,13,0,27,56,10,14,0,83,46,14,10,0,72,74,31,9,0,116,56,32,15,0,99,29,32,5,0,65,27,51,6,0,81,45,94,10,0,146,34,59,3,0,98,18,40,0,0,59,13,32,0,0,50,14,43,0,0,59,35,62,20,0,117,8,3,0,0,16,481,512,120,11,1128
5173,3,0,6,0,15,13,3,4,0,16,11,3,19,0,28,5,0,40,0,42,55,15,63,0,132,41,16,118,0,171,211,45,124,0,377,107,67,84,4,265,136,135,63,6,344,125,156,58,3,346,73,150,33,0,259,65,112,24,4,202,125,246,29,3,404,57,122,4,0,187,26,58,3,0,90,12,28,3,0,35,11,41,4,0,59,84,173,67,0,326,11,19,16,3,47,1167,1392,764,30,3358
5174,3,3,0,0,5,3,0,0,0,3,3,5,0,0,8,3,0,11,0,15,12,3,6,0,23,14,3,20,0,35,55,12,14,0,76,42,20,15,0,70,25,31,22,3,83,23,44,7,0,72,21,28,5,0,54,20,32,7,0,60,36,45,3,0,83,16,24,0,0,38,5,28,4,0,37,3,7,0,0,13,0,13,0,0,17,17,46,14,0,85,3,3,0,0,5,303,343,135,6,791
5201,3,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,6,3,10,0,14,8,0,6,0,17,20,4,9,0,36,17,9,10,0,40,26,14,5,0,56,16,17,3,0,32,20,16,3,0,37,18,29,3,0,48,30,35,0,0,73,25,24,3,0,46,12,6,0,0,21,7,3,0,0,17,10,18,0,0,26,18,42,17,0,76,4,3,0,0,12,250,237,82,9,567
5202,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,4,0,5,0,8,4,3,3,0,10,15,3,0,0,17,12,8,0,0,20,8,12,0,0,19,7,14,0,0,27,5,7,3,0,15,6,7,0,0,16,15,15,0,0,28,11,9,0,0,19,8,0,0,0,5,0,3,0,0,3,3,3,0,0,3,7,19,0,0,29,3,0,0,0,3,106,103,26,3,232
5203,3,0,0,0,8,5,0,0,0,4,0,0,0,0,0,0,0,4,0,4,14,0,0,0,16,3,3,4,0,12,31,5,0,0,34,17,5,6,0,32,13,16,9,0,34,19,16,0,0,41,6,13,0,0,27,11,16,0,0,22,15,11,0,0,27,7,7,0,0,17,0,3,0,0,3,0,4,0,0,4,8,4,0,0,15,10,9,3,0,25,8,0,0,0,5,169,112,38,3,321
5204,3,0,0,0,3,4,3,0,0,3,4,0,10,0,11,3,0,4,0,6,24,0,6,0,39,25,3,10,0,38,123,3,15,0,136,63,9,10,0,88,63,23,15,0,101,48,27,3,0,83,27,18,3,0,51,29,20,0,0,58,34,22,0,0,51,19,13,0,0,36,9,9,0,0,15,3,6,0,0,5,6,5,0,0,10,28,23,12,0,65,7,3,3,0,12,524,186,100,0,811
5210,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,11,0,7,0,19,8,0,6,0,13,21,3,6,0,31,21,3,10,0,35,32,20,4,0,55,21,29,6,0,59,16,16,0,0,34,12,24,3,0,43,24,33,0,0,66,12,20,0,0,31,7,5,0,0,16,5,5,0,0,11,0,5,0,0,8,19,33,4,0,58,3,4,0,0,8,220,223,59,0,497
5211,29,0,6,0,31,22,4,3,0,28,22,4,13,0,41,19,3,28,0,46,139,10,45,0,203,76,22,82,4,183,623,44,101,9,770,328,78,72,5,483,359,136,66,3,568,267,151,27,0,449,105,92,20,0,220,122,95,13,0,225,159,136,14,7,309,62,77,3,0,140,24,45,0,0,74,17,34,0,0,50,48,43,0,0,95,138,152,43,3,337,61,3,16,0,78,2632,1137,542,36,4344
5212,3,0,0,0,4,0,0,0,0,0,0,0,7,0,6,3,0,5,0,8,23,0,4,0,28,13,0,11,0,27,87,4,11,0,107,60,8,9,0,77,51,18,5,0,75,30,21,4,0,58,10,14,3,0,28,19,5,3,0,23,26,19,0,0,39,6,21,0,0,27,7,3,0,0,9,0,0,0,0,4,5,8,0,0,9,27,26,11,0,64,10,0,0,0,10,381,147,69,3,601
5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,0,12,0,19,13,0,3,0,21,16,5,9,0,32,25,17,0,0,42,12,16,3,0,31,8,13,0,0,20,11,9,3,0,21,17,27,3,0,46,3,5,0,0,14,6,5,0,0,6,3,3,0,0,5,5,4,0,0,12,18,15,3,0,36,0,0,0,0,0,159,122,42,0,325
5214,13,0,3,0,15,14,0,3,0,18,14,0,7,0,19,6,0,11,0,15,82,7,19,0,106,50,6,42,0,103,360,22,46,7,437,199,49,35,4,289,191,68,39,3,290,135,62,20,3,226,59,56,11,0,126,63,41,10,3,110,67,61,9,0,137,33,37,0,0,71,17,17,0,0,33,8,11,0,0,16,20,19,0,0,35,97,87,36,0,219,34,12,9,0,57,1454,562,303,30,2342
5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,5,15,15,4,0,41
5221,0,0,3,0,3,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,0,0,0,4,0,0,0,0,6,10,0,0,0,11,9,0,0,0,6,5,3,0,0,12,3,0,0,0,3,3,0,0,0,4,4,0,0,0,6,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,9,0,0,0,0,0,51,21,14,0,77
5222,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,0,0,0,11,3,0,3,0,6,17,0,0,0,22,13,5,3,0,20,11,6,0,0,22,15,5,0,0,21,3,3,0,0,7,3,6,0,0,5,3,7,0,0,9,0,3,0,0,5,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,4,0,10,0,0,3,0,7,97,47,20,0,167
5223,7,0,0,0,7,9,0,0,0,6,9,0,5,0,12,0,0,5,0,8,25,6,8,0,42,10,9,17,0,41,78,10,19,0,106,50,21,6,0,78,48,35,11,0,101,56,35,3,0,94,18,33,4,0,56,35,36,0,0,63,43,45,3,0,94,14,24,0,0,40,10,11,0,0,20,5,9,0,0,16,7,11,0,0,21,41,39,11,0,82,5,4,0,0,10,473,329,92,6,894
5231,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,8,5,0,3,0,7,19,0,3,0,22,8,0,3,0,12,11,3,0,0,17,12,16,0,0,28,14,13,0,0,24,18,12,3,0,37,21,33,3,0,54,8,21,0,0,25,5,14,0,0,20,5,10,0,0,8,10,25,0,0,34,16,25,8,0,43,3,0,0,0,3,168,169,32,0,366
5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,5,4,3,0,0,3,9,3,3,0,8,5,3,0,0,13,3,0,0,0,5,7,0,0,0,6,8,11,3,0,16,12,12,0,0,18,5,0,0,0,5,9,3,0,0,14,0,8,0,0,10,3,12,3,0,11,0,0,0,0,0,58,56,12,0,125
5233,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,11,3,0,0,14,8,0,9,0,13,30,0,3,0,33,20,3,3,0,24,20,10,5,0,40,14,13,3,0,26,12,17,3,0,31,14,18,0,0,31,14,29,0,0,45,17,18,0,0,38,4,18,0,0,21,3,13,0,0,14,6,13,0,0,17,19,30,7,0,50,0,3,0,0,4,185,190,37,5,418
5234,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,6,0,0,0,9,18,0,5,0,28,13,0,3,0,22,29,10,4,0,43,14,15,0,0,31,5,11,3,0,23,8,16,3,0,30,11,31,4,0,47,6,17,0,0,29,7,11,0,0,20,5,10,0,0,12,6,19,0,0,19,10,25,5,0,44,0,0,0,0,4,155,171,39,3,364
5235,3,3,0,0,6,7,0,0,0,8,3,3,0,0,8,4,0,7,0,15,21,4,5,0,32,3,3,11,0,21,50,9,9,0,72,34,7,8,0,54,45,23,9,0,76,28,16,11,0,56,20,21,7,0,56,30,28,3,0,56,39,37,0,0,81,19,23,0,0,43,5,15,0,0,18,8,9,0,0,21,11,11,0,0,25,22,30,4,0,60,4,0,0,0,7,362,253,77,3,700
5236,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,6,0,0,0,13,0,0,0,0,3,4,4,0,0,8,4,4,0,0,8,4,3,0,0,9,0,0,0,0,0,3,7,0,0,11,0,0,0,0,3,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,4,9,0,0,8,0,0,0,0,0,32,33,6,0,75
5237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,6,5,0,0,0,3,9,0,0,0,6,3,3,3,0,8,7,0,0,0,11,0,3,3,0,8,3,0,0,0,6,3,0,0,0,8,0,0,5,0,5,0,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,3,44,31,16,0,94
5238,4,3,0,0,7,7,3,0,0,9,4,0,11,0,12,0,0,8,3,13,43,11,18,0,65,28,5,28,0,60,159,15,22,0,196,80,22,19,0,112,76,31,17,0,125,57,28,12,0,102,38,27,6,0,74,28,28,5,0,55,32,44,4,0,71,12,25,0,0,37,9,13,0,0,20,8,0,0,0,12,3,9,0,0,13,41,40,15,0,104,14,0,3,4,17,638,297,164,9,1113
5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,4,0,0,7,7,3,0,0,8,7,0,0,0,9,6,4,3,0,15,6,8,4,0,17,8,3,0,0,14,3,6,0,0,9,15,11,0,0,26,3,11,0,0,10,3,4,0,0,9,0,7,0,0,5,0,5,0,0,4,3,4,0,0,10,0,0,0,0,3,62,64,18,0,143
5241,0,0,0,0,0,3,0,7,0,6,0,0,3,0,5,0,0,0,0,3,11,0,5,0,17,10,0,10,0,23,47,6,11,3,66,26,8,18,0,54,40,18,7,0,72,32,31,12,0,71,16,35,3,0,47,22,25,0,0,45,34,54,3,0,92,25,46,0,0,67,8,19,0,3,32,4,6,0,0,9,7,16,0,0,23,19,30,8,0,58,7,3,0,0,10,297,299,98,9,710
5242,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,0,0,0,3,7,0,3,0,12,21,0,4,0,28,21,3,9,0,34,23,9,8,0,33,14,16,3,0,32,18,14,3,0,35,15,15,3,0,28,20,29,6,3,60,16,22,4,0,38,5,15,0,0,27,3,10,0,0,14,8,34,0,0,42,11,28,10,0,52,4,3,0,0,4,192,202,53,4,461
5243,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,13,9,3,8,0,14,6,6,0,0,10,15,3,5,0,20,5,3,0,0,12,5,3,0,0,12,4,3,0,0,12,10,11,4,0,26,5,10,0,0,18,0,3,0,0,12,5,4,0,0,12,16,21,0,0,36,13,17,10,0,35,3,0,0,0,3,116,95,38,3,247
5244,3,0,0,0,11,3,0,0,0,3,0,0,0,0,3,3,3,6,0,11,10,0,14,0,29,16,0,13,0,31,55,12,14,0,84,46,25,13,3,82,54,27,15,0,91,41,44,19,0,109,20,37,8,0,65,30,44,3,0,77,53,92,11,0,159,30,85,3,0,122,15,38,0,0,51,10,26,0,0,32,10,32,0,0,41,31,80,9,0,120,11,4,3,0,19,446,540,127,15,1132
5245,3,0,0,0,3,4,0,0,0,4,0,0,0,0,4,0,0,0,0,3,11,0,0,0,15,7,3,12,0,17,36,3,10,0,44,44,5,10,0,56,42,17,12,0,68,30,17,11,0,56,23,13,5,0,47,22,16,4,0,48,43,55,6,0,103,33,47,0,0,81,19,34,0,0,49,7,20,3,0,35,25,53,0,0,71,22,46,12,0,80,7,3,0,0,6,376,332,95,0,812
5250,6,3,0,0,11,3,0,0,0,3,3,0,3,0,8,0,0,3,0,3,15,0,3,0,15,4,4,20,0,28,32,3,13,0,44,30,11,12,0,51,35,25,14,0,74,24,30,11,3,68,20,27,3,0,55,20,44,16,0,74,48,86,9,0,149,40,79,6,0,121,15,54,0,0,68,3,37,0,0,36,10,52,0,0,65,30,70,19,0,122,6,3,0,0,8,346,520,128,6,995
5251,7,0,5,0,11,11,4,3,0,17,10,8,17,0,38,6,0,26,0,33,53,11,41,0,108,33,13,83,3,133,186,21,85,0,293,144,60,69,4,273,149,128,78,7,368,127,137,56,6,330,93,142,48,8,293,120,163,31,4,316,209,278,28,3,515,94,200,8,3,303,55,115,4,0,177,30,84,7,0,120,58,136,6,0,199,101,209,81,0,393,24,8,9,0,38,1514,1732,673,46,3963
5252,3,0,3,0,7,3,3,0,0,4,3,0,6,0,6,3,0,5,0,11,17,5,14,0,29,16,8,15,3,42,84,16,38,0,139,41,30,31,0,107,60,71,39,0,169,63,85,20,3,169,37,89,15,0,153,58,103,10,0,171,94,148,16,4,260,54,119,3,0,179,22,67,3,3,95,16,20,0,0,37,25,30,0,0,54,48,106,19,0,177,5,4,8,0,15,648,896,259,15,1820
5253,22,10,7,0,39,17,0,7,0,27,5,3,27,0,38,10,0,56,0,64,117,22,78,7,225,62,39,136,3,243,457,64,125,5,650,205,126,114,10,450,229,189,111,9,540,201,207,63,8,472,142,161,41,0,340,138,145,27,3,311,196,241,20,5,467,82,120,9,0,209,32,68,3,0,103,24,32,3,0,49,18,47,6,0,67,126,207,70,4,405,47,20,26,0,92,2105,1692,926,69,4795
5254,4,0,0,0,3,3,0,3,0,3,3,3,0,0,8,0,0,0,0,0,16,4,3,0,22,8,6,12,0,23,37,8,9,3,60,29,19,12,0,51,34,19,14,0,69,47,23,7,4,80,20,30,5,0,54,15,23,8,0,42,33,46,0,0,82,15,28,3,0,48,5,7,0,0,21,3,3,0,0,7,0,11,0,0,10,15,37,8,0,61,8,0,0,0,10,296,273,86,8,664
5255,6,3,5,0,18,10,3,3,0,17,10,3,11,0,25,4,0,16,0,20,48,6,23,3,78,37,9,40,4,85,193,16,50,0,260,129,37,30,0,205,146,77,31,6,256,116,110,34,0,260,69,106,19,0,189,67,72,16,3,155,118,190,14,0,328,52,98,5,0,161,36,65,4,0,101,19,34,0,0,54,27,40,0,0,64,91,157,42,0,293,18,4,8,0,31,1180,1035,362,22,2603
5256,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,4,0,8,16,0,4,0,20,5,0,10,0,18,48,4,8,0,61,23,8,3,0,35,21,13,5,0,38,16,11,8,0,36,7,14,4,0,22,10,15,0,0,19,12,12,0,0,29,3,3,0,0,9,3,0,0,0,9,5,3,0,0,12,0,0,0,0,4,15,6,11,0,35,3,0,0,0,3,197,98,56,3,360
5259,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,9,0,9,11,0,3,0,15,0,0,3,0,6,19,4,4,0,31,18,9,8,0,31,15,17,3,0,33,13,8,0,0,29,9,6,0,0,15,8,3,0,0,15,7,12,0,0,23,6,7,0,0,14,3,0,0,0,3,0,0,0,0,0,3,4,0,0,9,12,15,3,0,30,3,4,0,0,10,142,96,34,5,285
5260,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,3,0,4,0,9,14,0,4,0,19,7,3,19,0,32,57,8,13,0,75,29,9,9,0,48,32,28,18,3,79,19,20,8,0,46,5,8,3,3,22,16,9,0,0,28,15,19,4,0,38,5,4,0,0,12,4,5,0,0,6,0,3,0,0,4,7,4,0,0,6,13,21,8,3,44,3,5,0,0,8,243,146,93,8,493
5261,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,6,0,9,3,0,0,0,3,3,0,0,0,7,0,4,0,0,4,7,5,0,0,12,0,8,0,0,9,4,11,0,0,15,3,3,0,0,10,3,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,47,37,14,0,98
5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,0,0,0,3,3,0,0,0,9,5,0,0,0,6,10,4,0,0,15,3,5,3,0,14,0,6,0,0,3,0,7,0,0,7,6,12,0,0,22,3,7,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,7,3,0,0,0,5,55,49,14,0,110
5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,15,16,0,0,39
5264,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,3,12,0,3,0,17,5,0,3,0,4,33,6,6,0,49,15,9,9,0,34,21,9,5,0,38,20,11,3,0,38,6,14,0,0,16,12,6,0,0,23,12,3,0,0,12,3,3,0,0,14,6,3,0,0,8,0,0,0,0,3,0,8,0,0,7,21,9,0,0,39,6,0,3,0,13,183,93,45,8,330
5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,0,0,5,0,4,6,0,0,0,9,5,3,0,0,10,8,10,3,3,17,3,4,0,0,4,3,4,0,0,9,12,4,0,0,18,5,3,0,0,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,10,0,0,0,0,0,47,45,16,3,112
5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,8,0,0,0,0,3,6,0,0,0,6,3,8,0,0,12,11,12,0,0,25,17,7,0,0,19,3,9,0,0,11,9,3,0,0,19,12,10,0,0,23,4,3,0,0,9,0,3,0,0,3,0,0,0,0,3,3,3,0,0,5,3,3,0,0,7,3,0,0,0,5,83,64,7,0,161
5267,5,0,0,0,8,0,0,3,0,4,0,10,3,0,15,0,0,3,0,3,16,4,4,0,15,3,0,3,0,9,31,7,0,0,40,22,11,11,0,41,37,18,3,0,55,30,26,0,0,57,20,20,4,0,43,26,20,3,0,47,24,18,0,0,48,12,21,0,0,39,3,7,0,0,13,3,3,0,0,4,6,12,0,0,13,21,29,5,0,57,8,0,0,0,8,256,217,46,3,515
