_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
5015,7,3,3,0,10,4,0,4,0,7,3,5,10,0,17,0,0,17,0,17,21,4,20,3,50,16,3,28,0,57,72,20,37,0,121,41,12,44,4,110,54,45,56,3,153,59,29,30,0,118,31,30,28,5,90,39,43,15,4,94,87,80,15,6,193,67,64,12,0,139,31,40,0,0,74,15,26,4,0,48,20,18,0,0,34,49,64,28,3,141,6,0,9,0,21,628,473,356,27,1488
5016,5,3,3,0,16,3,0,3,0,8,3,3,14,0,26,0,0,14,0,14,33,5,16,3,57,21,6,48,0,72,103,17,46,8,167,68,15,55,7,149,89,37,49,3,181,82,49,36,4,173,48,69,28,3,153,68,89,30,7,191,126,154,26,0,305,86,142,8,3,238,61,79,3,0,146,10,38,6,0,59,37,89,3,0,138,89,118,35,0,239,27,11,3,0,42,969,939,425,46,2382
5017,4,3,7,0,14,3,0,3,0,9,5,3,15,0,17,0,0,23,0,24,33,6,26,0,65,12,3,41,3,67,112,17,46,3,178,33,26,50,3,111,47,41,45,10,142,40,43,38,3,122,20,25,16,0,63,20,42,13,0,73,54,93,14,3,164,20,52,3,0,73,9,19,0,0,34,3,5,0,0,12,8,18,0,0,28,33,61,32,0,128,6,0,13,3,28,466,461,380,32,1340
5018,7,0,3,0,13,6,0,3,4,9,4,0,4,0,8,4,0,3,0,6,20,8,11,0,36,23,3,20,0,50,104,16,17,0,139,64,12,14,0,93,76,38,36,6,153,68,40,18,0,128,46,43,15,0,100,66,50,17,0,133,74,108,26,0,213,56,82,9,0,141,37,81,4,0,123,20,31,0,0,55,28,56,0,0,84,50,88,18,0,160,10,0,7,0,22,763,672,212,22,1669
5019,5,0,8,0,16,7,0,0,0,8,3,0,7,0,15,0,0,15,0,25,41,3,38,3,88,18,12,52,7,80,106,8,51,6,172,84,18,36,4,142,81,42,57,4,191,94,45,45,3,183,44,65,24,4,138,54,58,25,3,135,123,146,37,3,311,83,145,11,0,242,48,73,0,0,122,28,59,4,0,95,50,88,3,0,141,64,91,47,4,200,19,8,18,0,44,961,868,477,49,2353
5020,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,7,0,5,0,18,43,0,15,0,61,43,4,14,0,55,56,19,11,0,86,39,18,15,3,74,30,29,7,0,67,24,16,3,0,48,42,51,7,0,99,30,63,4,3,104,17,44,0,0,64,3,22,0,0,32,19,49,5,0,73,29,51,14,0,93,4,4,0,0,8,410,378,102,5,905
5021,5,3,3,0,15,8,0,0,0,10,5,3,5,0,14,3,0,8,0,9,41,6,6,0,52,16,4,11,0,36,120,10,17,0,148,93,12,17,3,125,115,21,18,3,160,89,27,29,0,145,47,37,22,0,107,46,41,9,0,95,81,80,16,3,177,50,75,10,0,137,45,52,0,0,97,27,44,3,0,77,50,107,4,0,164,48,83,16,3,149,17,3,0,0,19,925,602,189,22,1741
5022,16,3,10,0,25,6,3,0,0,9,4,3,21,4,31,5,3,15,0,19,55,5,16,7,77,41,14,36,3,93,203,16,38,8,272,127,32,54,8,214,173,61,54,7,299,112,79,53,8,253,104,75,55,4,237,100,105,33,4,242,200,254,40,12,492,155,230,13,0,402,89,203,5,0,292,64,144,8,0,219,151,361,10,0,532,119,267,57,0,446,20,9,8,0,40,1745,1871,521,68,4199
5023,25,5,14,0,41,12,3,6,3,26,5,10,28,3,49,8,5,36,0,49,104,22,66,3,200,44,34,91,8,170,284,52,118,12,458,131,94,131,21,376,141,121,116,17,403,134,184,89,15,422,80,142,58,11,289,72,141,37,7,254,188,269,67,10,533,114,192,26,9,339,50,105,4,0,159,16,66,4,3,94,27,63,4,0,91,99,171,91,3,366,44,22,25,0,93,1584,1703,1002,121,4416
5024,25,7,4,0,40,12,0,0,0,17,4,7,11,0,28,3,3,19,0,25,66,10,24,3,101,32,18,33,3,84,255,32,33,6,323,159,42,52,7,258,198,87,62,6,344,142,100,47,8,298,84,97,33,3,226,75,123,29,0,222,162,266,40,8,479,118,213,11,0,342,62,150,6,0,221,40,112,0,0,160,70,240,4,5,324,105,200,36,0,338,17,10,7,0,33,1621,1719,471,51,3868
5025,14,3,3,0,17,7,0,3,0,11,6,3,4,0,21,3,0,6,0,7,51,4,21,0,78,31,19,29,4,79,158,17,24,3,211,79,40,40,4,165,97,69,39,4,207,79,72,29,3,180,31,78,28,0,141,57,73,22,0,154,75,155,20,10,268,78,147,19,0,241,42,94,11,0,143,26,55,0,0,78,30,91,6,0,126,67,104,34,0,212,10,6,7,0,21,947,1040,331,39,2354
5031,21,6,5,5,33,11,3,7,0,22,3,11,11,0,21,4,7,5,0,14,42,8,36,3,95,16,15,33,4,70,100,25,37,9,171,51,38,47,14,155,59,63,44,10,170,65,73,44,17,197,56,72,25,0,150,44,57,32,5,132,124,129,43,9,294,91,126,14,5,236,56,77,8,3,139,34,46,8,0,91,48,100,3,0,156,52,98,36,7,185,11,3,4,0,17,889,946,436,95,2361
5032,18,11,3,4,35,12,0,4,0,13,4,8,12,0,27,10,8,4,0,18,62,13,19,3,94,29,14,34,4,79,159,50,53,11,269,113,58,51,6,226,128,112,63,10,312,116,110,47,4,275,63,99,40,9,207,72,116,27,9,225,153,223,36,8,430,94,183,15,7,300,42,116,3,0,164,28,89,6,0,124,57,162,3,0,223,90,159,46,0,293,30,6,3,0,36,1268,1547,467,71,3358
5033,13,9,6,0,26,7,0,9,0,15,8,4,9,4,19,5,0,7,0,19,34,7,31,0,74,28,18,23,0,69,115,28,47,7,193,51,41,36,12,140,66,63,44,16,184,56,83,43,8,184,32,85,26,5,150,45,62,23,9,136,98,143,14,5,268,59,65,9,0,129,40,47,3,3,87,16,30,3,0,46,20,38,4,0,61,48,74,25,0,147,12,0,4,0,16,734,801,365,66,1967
5034,13,5,14,3,33,9,4,3,3,17,3,0,3,3,9,4,8,3,0,10,24,11,4,0,39,25,7,16,3,51,72,16,27,6,115,56,24,21,8,109,82,44,26,7,151,86,37,28,8,158,59,38,23,3,132,55,60,21,0,143,115,126,34,6,284,81,138,17,3,237,78,117,3,0,202,62,81,3,0,148,126,330,5,0,455,68,151,35,3,259,3,4,3,0,20,1025,1196,288,52,2561
5035,13,11,3,3,27,8,3,0,0,15,3,3,5,0,20,0,0,8,0,10,19,0,8,0,35,16,3,20,0,40,64,20,30,0,119,50,16,20,4,89,66,37,27,9,140,60,37,24,3,124,51,39,11,0,103,36,51,8,3,94,76,86,9,9,184,50,60,6,3,116,27,64,0,0,92,19,45,3,0,60,22,90,0,0,113,42,66,20,0,132,8,3,3,0,12,625,651,211,37,1522
5037,29,8,5,0,48,5,0,6,0,15,10,0,7,5,25,3,3,9,0,13,38,11,12,5,72,25,17,41,4,92,150,29,20,6,208,108,46,38,13,201,100,82,51,10,247,97,90,26,3,220,53,82,40,13,192,53,80,16,5,158,117,184,28,5,332,75,136,12,3,225,40,97,7,0,149,23,51,0,0,70,15,95,0,0,119,79,122,38,3,240,14,3,4,0,19,1035,1157,372,74,2645
5038,29,10,5,0,47,12,3,0,0,16,11,3,14,6,35,13,4,19,0,41,64,16,35,7,119,48,37,49,9,134,199,43,55,9,309,131,82,63,9,284,168,131,61,10,372,137,125,62,16,347,131,127,56,8,317,99,141,31,9,276,221,255,36,9,524,113,186,22,4,332,63,133,3,0,202,37,58,7,0,97,40,84,5,0,124,125,161,47,4,335,19,13,10,3,48,1646,1612,581,107,3948
5039,11,7,9,0,28,7,3,3,3,14,8,4,7,3,28,9,3,10,0,23,21,9,24,0,55,25,13,33,4,71,103,22,33,8,158,52,48,54,6,156,77,60,38,9,178,58,62,28,12,162,34,79,32,3,152,48,67,30,3,149,111,152,29,11,304,62,142,6,3,224,38,89,4,0,130,24,56,0,0,75,26,89,4,0,118,53,92,38,0,181,14,5,3,0,25,768,990,395,64,2213
5040,7,3,0,0,9,0,0,0,0,0,3,0,4,0,3,0,3,3,0,6,13,3,3,0,18,10,0,8,0,25,29,9,9,0,46,24,10,10,0,46,42,6,10,0,61,29,17,9,0,50,10,18,3,0,25,21,17,3,0,50,29,41,11,3,84,28,43,4,0,72,22,26,0,0,54,5,19,0,0,26,16,30,0,0,43,16,29,17,0,58,8,3,0,0,6,314,268,94,3,682
5041,9,5,0,3,17,13,0,5,0,14,9,5,11,0,23,5,4,6,0,21,39,7,12,0,61,29,11,32,4,73,114,19,45,4,178,80,36,49,10,178,126,58,57,10,253,127,74,50,7,255,72,72,34,3,182,60,96,34,6,192,147,247,33,0,429,81,249,19,0,352,65,229,9,0,300,41,140,8,0,191,87,347,8,0,445,77,214,50,0,340,8,12,4,0,20,1186,1830,460,47,3520
5042,25,7,8,3,45,6,7,9,0,19,7,8,15,3,30,10,7,6,0,24,45,20,19,3,86,36,39,40,0,116,154,37,40,6,238,110,57,38,9,210,125,109,48,11,293,127,83,39,9,258,58,90,37,3,184,58,92,31,3,181,115,164,21,5,305,69,109,6,0,182,41,69,5,0,115,17,31,0,0,45,25,67,5,0,97,63,118,28,0,211,15,9,9,3,29,1101,1102,411,60,2680
5043,31,12,12,0,58,16,10,8,3,32,16,4,28,4,50,5,5,34,0,49,73,23,51,7,160,38,34,102,12,182,286,63,115,13,476,186,94,109,29,417,211,124,104,18,458,179,166,86,21,457,110,136,51,10,309,94,141,52,4,296,227,270,44,12,554,130,185,21,9,335,56,118,4,3,181,25,51,8,3,86,41,86,5,0,128,99,154,84,3,340,23,15,15,0,56,1849,1683,942,163,4636
