_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
5302,16,0,0,0,0,0,0,3,21,9,0,0,0,0,0,0,0,9,8,8,3,0,0,0,0,4,17,0,3,9,0,0,0,3,5,20,3,3,7,10,0,0,0,0,25,4,0,13,3,3,0,0,5,24,3,0,9,7,0,0,0,0,27,11,0,8,10,5,0,0,3,25,0,3,9,11,0,0,0,3,29,5,0,5,10,6,0,0,0,24,8,0,6,12,0,0,0,4,31,0,0,3,7,4,0,0,7,23,4,0,0,8,6,3,3,3,23,0,0,3,4,8,0,4,3,22,0,0,3,4,3,3,0,3,20,67,22,85,89,40,11,10,40,356
5303,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,6,4,0,3,3,0,0,0,3,12,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,4,0,0,0,3,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,12,14,5,0,0,11,72
5304,11,0,0,0,0,0,0,7,20,14,0,0,0,0,0,0,3,21,7,4,3,0,0,0,0,3,19,4,3,4,6,0,0,0,0,20,6,0,7,6,0,0,0,5,25,3,3,8,3,0,0,0,0,17,6,0,3,3,0,0,0,0,19,4,3,10,11,6,0,0,0,35,0,0,9,5,3,0,0,3,28,0,0,8,8,3,4,0,3,29,3,0,9,3,4,0,0,0,22,0,0,0,7,3,0,0,0,13,0,0,0,4,3,3,0,0,16,0,0,0,0,7,0,0,0,13,3,0,4,0,3,0,6,0,18,65,13,61,70,39,11,10,27,304
5306,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,3,0,0,25
5307,15,0,0,0,0,0,0,0,16,10,0,3,0,0,0,0,0,9,9,3,0,0,0,0,0,0,12,0,0,3,5,0,0,0,0,5,0,0,5,7,3,0,0,0,14,0,0,6,5,0,0,0,0,8,4,0,8,3,0,0,0,0,12,0,0,7,6,3,0,0,0,25,3,0,5,9,4,0,0,0,22,0,0,8,7,5,0,0,0,18,0,3,9,5,0,3,0,3,22,0,0,9,8,0,0,0,0,14,0,0,3,11,0,0,0,0,17,0,0,8,5,0,3,0,6,18,0,4,0,4,6,5,3,0,20,39,14,70,67,27,15,5,13,243
5308,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,0,0,0,3,3,0,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,19,12,0,0,3,52
5309,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,4,5,0,0,0,4,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,14,10,10,0,3,10,57
5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,6,3,0,0,3,24
5311,16,0,0,0,0,0,0,6,24,4,3,0,0,0,0,0,0,9,7,4,0,3,0,0,0,0,12,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,8,0,5,4,3,3,0,0,0,11,0,0,8,8,3,0,0,5,23,4,0,3,3,6,0,0,0,17,0,0,3,4,3,0,0,0,12,0,0,6,7,5,0,0,0,19,0,0,0,9,0,0,0,0,13,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,28,42,25,0,3,12,163
5320,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,9,0,3,3,0,0,0,0,0,10,0,0,3,3,0,0,0,0,8,3,0,9,7,0,0,0,0,23,4,0,8,8,3,0,0,0,24,0,0,7,7,3,0,0,0,25,0,3,13,10,0,0,0,0,30,0,4,15,10,0,0,0,0,41,3,0,15,3,4,0,0,3,31,4,3,9,6,8,3,3,3,37,3,0,3,0,4,0,0,0,16,0,0,6,3,6,0,0,0,14,0,0,3,0,0,0,0,3,7,35,29,94,56,27,8,10,21,277
5321,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,4,0,0,5,4,3,0,0,0,15,0,0,0,3,0,0,0,3,10,0,3,8,3,0,3,0,0,15,3,4,7,4,6,0,0,3,28,0,3,6,3,0,0,0,0,20,4,3,10,3,3,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,27,17,45,28,11,12,0,9,139
5322,16,0,0,0,0,0,0,3,25,12,0,0,0,0,0,0,3,14,6,4,4,0,0,0,0,0,19,3,4,9,3,3,0,0,0,27,3,0,4,7,0,0,0,0,22,0,3,10,4,3,0,0,3,25,4,0,19,7,3,0,0,3,34,10,11,15,5,4,0,0,3,47,5,4,12,7,0,0,0,5,38,0,4,12,7,6,0,0,3,33,4,3,18,12,6,0,0,3,40,3,3,12,10,0,4,3,4,35,0,0,3,6,3,0,0,0,14,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,3,71,35,124,83,27,3,9,36,390
5330,84,3,0,0,0,0,0,14,100,42,10,6,0,0,0,0,4,66,32,11,23,7,4,0,0,3,77,10,7,18,10,4,3,0,0,59,12,14,42,24,5,0,0,5,101,3,6,28,25,4,9,4,7,90,6,10,65,15,12,0,0,6,114,16,13,32,34,14,3,0,11,118,8,5,41,24,15,0,3,5,107,3,16,64,34,11,3,0,5,145,10,4,53,36,15,3,3,11,132,6,4,31,26,17,4,0,9,90,4,4,25,17,12,4,3,5,71,4,0,14,14,16,10,0,3,66,3,0,14,17,13,3,4,21,77,252,116,449,278,133,39,27,121,1420
5331,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,13,0,0,5,0,0,0,0,0,12,3,0,3,6,3,0,0,0,10,3,0,3,3,0,0,0,0,6,3,0,4,3,0,0,0,0,14,0,0,3,4,3,0,0,3,16,0,0,4,3,0,0,0,0,13,0,0,4,0,3,0,0,0,12,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,17,9,36,24,14,4,0,12,121
5332,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,3,16,0,3,3,6,3,0,0,0,15,0,3,4,3,0,0,0,3,12,0,0,9,0,0,0,0,0,12,3,0,9,3,0,0,0,3,23,0,0,3,0,0,0,0,0,14,4,0,5,3,4,0,0,3,15,0,0,3,3,3,0,0,4,13,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,24,11,42,34,11,7,3,16,159
5333,151,7,0,0,0,0,0,11,167,104,24,3,0,0,0,0,9,140,60,26,27,15,3,0,0,3,138,30,24,41,27,10,0,0,4,133,11,19,59,40,9,3,3,4,149,23,19,72,38,12,8,5,9,191,29,9,72,47,22,6,4,8,203,25,12,81,63,21,3,3,8,214,20,16,70,47,22,9,6,10,194,18,8,74,50,23,5,0,17,194,15,10,72,56,23,4,3,11,202,7,8,51,44,24,10,8,10,171,4,11,27,35,30,11,7,8,123,8,4,10,23,13,5,9,6,87,6,9,17,32,23,18,15,28,143,510,202,685,520,225,87,61,151,2440
5340,30,0,0,0,0,0,0,3,28,24,4,0,0,0,0,0,3,30,32,10,4,3,3,0,0,8,67,6,9,5,5,0,0,0,3,36,5,3,9,9,0,0,0,8,34,8,3,23,8,0,0,0,0,43,6,7,21,15,3,3,4,0,51,10,3,16,9,3,0,0,4,40,13,4,15,10,8,0,0,4,59,4,0,22,15,3,0,0,11,62,5,3,16,14,8,5,0,3,51,0,0,12,13,5,3,3,3,45,0,0,7,4,3,0,3,0,21,0,0,4,7,3,0,0,0,12,0,0,0,3,3,0,0,0,7,134,49,154,118,43,12,10,52,576
5341,195,6,0,0,0,0,0,40,245,152,23,10,4,0,0,0,18,197,90,36,34,19,4,3,0,24,198,56,56,65,30,10,7,3,15,239,22,30,72,43,23,3,0,17,217,28,17,89,46,17,3,5,17,224,25,29,88,58,23,7,3,14,249,20,33,91,63,18,8,6,16,257,29,21,109,64,21,8,3,15,269,11,16,102,66,21,4,3,19,250,16,17,96,77,25,9,8,20,262,12,10,67,46,26,5,7,19,175,11,9,46,45,19,16,9,26,170,3,9,19,25,21,10,5,16,110,11,4,19,38,24,14,8,42,159,680,321,900,604,244,85,60,327,3223
5342,43,0,0,0,0,0,0,3,45,18,0,0,0,0,0,0,0,24,12,0,3,0,0,0,0,0,21,7,5,6,4,0,0,0,4,27,3,0,12,7,0,0,0,0,20,9,4,17,14,4,0,0,3,50,9,0,20,7,5,0,0,3,43,12,4,13,11,7,6,0,0,53,8,3,26,12,4,0,0,0,56,0,4,19,12,0,0,0,3,39,0,3,16,15,0,0,0,0,33,0,0,10,7,0,0,0,0,23,0,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,3,7,0,0,0,0,4,0,0,3,10,106,34,146,102,33,11,4,33,465
5343,113,0,0,0,0,0,0,14,132,104,11,11,3,0,0,0,13,136,74,28,25,13,8,0,0,8,149,46,25,44,16,3,3,3,7,149,24,16,41,23,13,4,0,9,133,13,18,51,31,8,7,0,10,138,16,28,42,27,13,7,8,12,147,17,17,40,47,8,7,3,4,147,11,20,65,40,18,3,3,9,175,22,10,77,26,16,7,3,16,182,15,10,61,43,15,0,3,11,164,11,0,34,29,12,6,4,10,105,6,3,27,22,18,3,3,17,102,4,8,16,13,21,11,6,10,88,5,9,22,15,11,12,14,20,101,473,205,564,351,160,64,46,177,2046
5344,23,0,0,0,0,0,0,4,29,16,0,0,0,0,0,0,0,22,7,0,3,3,0,0,0,0,18,0,4,3,4,0,0,0,0,15,3,6,8,9,3,0,0,9,36,3,5,14,13,3,0,0,0,29,4,4,15,16,7,0,0,8,47,3,12,17,9,4,4,0,4,44,0,0,12,9,6,0,0,3,31,0,0,10,18,0,0,0,0,27,0,6,9,8,8,3,0,0,29,0,0,11,9,6,0,0,3,23,0,0,5,3,0,0,0,0,17,0,0,0,3,0,3,0,0,9,0,0,0,3,0,0,0,0,4,66,38,103,99,34,11,3,34,384
5345,85,0,0,0,0,0,0,11,94,50,16,4,3,0,0,0,4,80,34,14,12,5,0,0,0,3,67,27,13,29,10,6,0,0,3,95,17,12,16,19,7,3,5,6,83,3,8,37,23,8,3,5,0,93,13,12,31,21,8,7,3,13,114,12,15,48,28,9,0,3,13,131,19,8,40,41,10,4,0,11,126,14,5,48,30,23,4,0,12,140,9,12,47,38,18,0,0,9,144,3,10,28,20,9,3,0,15,94,6,7,27,32,14,4,3,0,96,5,6,5,18,23,8,3,10,79,3,3,12,22,21,9,11,3,87,300,151,395,306,160,51,44,113,1516
5346,8,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,3,5,4,0,0,0,0,11,0,0,3,3,0,0,0,0,6,0,0,3,6,5,0,0,0,19,0,0,6,0,5,0,0,0,14,3,3,4,7,3,0,0,0,22,0,0,0,3,0,0,0,0,13,0,0,8,0,3,0,0,0,9,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,26,12,40,34,21,3,7,14,153
5350,20,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,13,0,0,9,4,0,0,0,3,12,3,0,8,9,0,0,0,0,21,0,3,10,8,0,3,0,0,23,3,3,14,4,0,0,0,0,24,8,0,8,7,0,0,0,3,24,0,3,0,3,0,0,0,0,12,0,0,4,3,0,0,0,3,12,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,53,39,4,0,0,15,179
5351,174,0,0,0,0,0,0,26,202,110,11,3,0,0,0,0,17,140,53,27,17,3,8,0,0,9,113,43,23,61,27,4,0,0,9,167,17,30,75,36,13,6,3,14,185,32,32,70,50,15,3,0,10,219,23,31,90,50,21,5,3,14,238,18,24,88,51,15,9,0,14,225,33,12,81,56,17,4,3,10,232,24,13,78,44,17,0,0,9,194,8,9,71,46,17,0,0,7,161,6,12,48,26,9,3,0,4,109,3,4,17,23,12,0,4,10,72,3,4,11,8,12,4,0,5,48,4,5,22,4,5,3,3,0,50,564,244,734,421,156,39,22,170,2345
5352,121,0,0,0,0,0,0,18,140,77,5,0,0,0,0,0,0,90,65,14,8,4,0,0,0,3,94,44,25,39,19,3,0,0,0,133,20,15,59,36,4,0,0,8,148,22,20,62,39,11,0,0,7,167,19,24,73,43,7,0,0,14,186,26,14,82,39,10,3,3,8,189,23,22,81,55,15,3,3,17,217,27,6,66,58,18,3,0,13,201,20,23,57,50,22,3,3,6,185,3,8,51,35,13,4,0,7,112,10,6,35,28,15,4,10,10,119,12,0,26,25,20,7,3,12,106,20,17,23,33,28,10,5,20,156,517,200,666,468,166,45,29,150,2238
5353,100,0,0,0,0,0,0,15,117,55,6,0,0,0,0,0,6,69,42,11,13,10,3,0,0,7,76,23,17,27,17,0,0,0,10,88,20,23,29,31,12,0,0,3,113,10,22,54,35,3,0,0,6,132,28,17,49,32,10,0,0,3,142,23,21,62,29,13,7,3,10,165,20,15,46,46,13,3,0,19,169,12,15,57,30,8,4,3,8,130,11,14,53,32,18,9,0,9,138,8,0,30,18,11,6,4,3,80,5,0,13,14,14,7,0,6,63,0,3,8,6,0,3,3,0,31,0,0,10,9,8,7,3,0,28,366,154,447,300,109,45,21,101,1538
5354,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,3,10,3,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,11,0,0,7,0,3,0,0,0,10,5,4,5,4,0,3,0,4,21,0,0,3,3,0,0,0,3,6,0,0,5,7,4,0,0,0,20,0,0,3,3,0,0,0,3,12,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,39,15,37,19,14,6,5,15,149
5355,204,0,0,0,0,0,0,26,232,127,6,5,0,0,0,0,4,147,107,43,25,4,3,0,0,6,197,54,45,81,25,13,3,0,8,239,23,21,87,58,11,3,0,10,214,33,27,101,55,14,7,3,11,244,23,25,111,59,14,4,8,9,246,27,29,87,54,16,3,4,6,230,27,22,105,62,24,9,0,10,247,27,19,116,84,18,4,3,17,283,22,8,116,57,24,4,0,8,240,18,12,84,62,25,7,3,12,219,17,3,31,51,31,8,13,3,160,10,11,28,30,26,15,4,3,125,7,12,34,26,17,19,23,13,145,724,282,999,638,224,86,61,149,3166
5356,25,0,0,0,0,0,0,3,26,20,0,0,0,0,0,0,0,17,12,3,5,0,0,0,0,0,25,6,3,8,5,0,0,0,0,28,0,7,5,10,0,0,0,0,20,3,3,3,5,0,0,0,3,17,8,6,8,3,8,0,0,0,35,3,6,10,10,0,0,3,4,36,0,3,5,15,5,0,0,0,27,7,0,3,9,0,0,0,5,25,0,3,10,3,0,0,3,0,19,0,0,6,5,3,0,0,3,12,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,86,29,73,65,18,7,5,22,315
5357,13,0,0,0,0,0,0,0,13,4,3,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,11,3,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,5,0,0,3,4,3,0,0,0,15,0,7,5,0,0,0,0,0,14,0,0,8,4,0,0,0,0,21,3,0,4,7,0,0,0,3,19,0,4,3,4,0,0,0,5,11,0,0,0,3,3,0,0,3,14,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,8,28,15,42,32,17,4,3,17,159
5360,35,0,0,0,0,0,0,3,37,17,0,0,0,0,0,0,0,19,13,4,5,0,0,0,0,0,25,9,7,16,8,0,0,0,5,40,7,4,9,6,0,0,0,6,35,11,3,18,8,3,0,0,0,52,3,3,18,12,3,0,0,0,42,9,0,25,4,0,0,0,0,39,4,7,24,12,0,0,0,3,51,0,3,10,3,8,0,0,6,34,0,0,8,5,9,0,0,0,22,6,0,4,3,0,0,0,0,17,0,0,4,0,3,0,0,0,8,0,0,3,5,0,0,0,0,10,0,0,0,0,3,0,0,0,11,106,40,152,70,27,9,3,30,436
5371,59,0,0,0,0,0,0,6,63,27,7,0,0,0,0,0,0,30,15,3,3,0,0,0,0,3,27,3,7,12,6,0,0,0,0,37,4,5,22,10,5,0,0,0,39,3,0,22,10,9,0,0,5,56,0,3,21,15,5,0,0,0,47,4,3,19,11,9,0,0,0,52,0,4,21,6,4,0,0,4,41,4,4,14,6,0,0,0,0,30,4,3,4,5,3,0,0,4,26,0,0,5,8,3,0,0,0,17,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,0,6,124,48,154,87,30,5,3,25,480
5372,49,0,0,0,0,0,0,9,58,61,4,5,0,0,0,0,6,73,36,13,14,3,0,0,0,4,70,18,19,37,11,3,3,0,3,93,6,6,30,20,0,5,0,3,74,13,6,26,20,8,0,0,3,78,16,4,25,9,13,0,0,5,71,11,3,37,23,8,0,0,5,84,11,8,30,14,9,0,3,4,71,3,5,32,12,6,0,0,4,68,0,0,27,5,8,0,0,3,45,3,3,12,9,8,0,0,3,30,0,0,3,7,0,0,0,0,14,0,3,3,3,5,0,0,0,18,0,0,6,13,3,4,4,0,30,230,72,284,159,58,22,12,46,876
5373,95,0,0,0,0,0,0,4,95,48,5,3,0,0,0,0,3,68,44,10,16,3,0,0,0,7,80,15,8,44,14,0,0,0,3,92,10,9,35,33,9,0,0,3,98,9,7,34,20,5,4,5,5,97,14,12,47,18,4,3,3,6,110,13,22,67,19,15,3,4,7,152,7,16,43,28,16,4,3,8,122,13,17,50,36,13,4,3,5,136,9,9,36,20,7,5,3,10,102,10,15,33,25,14,6,3,3,103,0,3,20,13,17,5,4,0,68,3,3,10,3,8,3,0,0,38,3,0,8,9,4,3,3,0,34,308,154,430,240,115,49,31,69,1399
5374,33,0,0,0,0,0,0,4,34,13,5,3,0,0,0,0,0,23,7,7,3,4,0,0,0,0,27,11,3,7,5,0,0,0,0,23,3,0,19,9,3,3,0,5,44,3,8,19,0,5,0,0,0,42,7,4,18,13,3,0,0,4,52,6,10,18,16,3,4,0,0,58,4,10,26,17,9,4,0,7,71,4,0,15,22,11,0,0,5,55,9,0,12,9,5,3,0,0,44,3,0,22,5,8,0,0,0,45,0,3,11,7,6,4,0,0,34,0,0,3,6,4,5,4,3,19,5,3,3,9,9,4,0,3,29,103,51,168,131,65,33,15,32,599
5381,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,3,0,3,5,0,0,0,0,16,0,0,4,0,0,0,0,0,11,3,0,4,4,3,0,0,3,18,4,0,7,5,3,3,0,0,18,3,0,4,4,0,0,0,0,14,0,0,4,4,0,0,0,3,13,0,0,0,3,0,0,3,0,7,0,0,0,3,0,0,0,3,8,0,0,0,3,3,0,0,0,8,0,0,3,0,0,0,0,0,0,31,7,35,37,17,11,6,15,147
5400,34,0,0,0,0,0,0,0,32,68,3,0,0,0,0,0,7,79,21,12,4,0,0,0,0,0,39,6,0,10,3,0,0,0,3,29,5,0,4,11,0,0,0,3,20,3,0,10,4,0,0,0,3,25,10,3,7,5,0,0,0,0,26,8,0,14,9,3,0,0,4,38,3,5,13,9,3,0,0,3,35,3,0,6,3,3,0,0,0,23,0,0,4,0,3,0,0,0,10,0,0,5,3,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,157,29,82,51,20,9,3,21,370
