_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
5238,92,3,0,0,0,0,0,13,104,48,8,6,0,0,0,0,7,68,25,13,13,4,3,0,0,0,65,29,20,20,15,3,4,0,12,98,5,17,26,6,4,0,0,3,66,14,15,37,20,15,0,3,4,115,18,5,35,34,6,6,3,6,116,28,17,52,23,13,3,0,13,150,11,14,58,31,9,3,0,16,151,20,18,66,48,17,3,3,19,195,21,23,75,44,19,3,0,12,197,7,11,45,52,17,3,3,11,155,8,7,31,36,11,4,3,18,121,3,0,6,17,6,5,4,6,48,5,7,20,13,14,3,8,13,88,339,184,509,336,141,41,32,141,1729
5240,14,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,9,4,3,6,0,0,0,0,0,15,0,3,0,0,0,0,0,0,10,0,0,4,3,0,0,0,0,9,6,3,3,5,3,0,0,0,17,8,3,9,0,0,0,0,3,23,3,3,5,5,0,0,0,0,14,3,4,10,4,0,0,0,0,25,0,0,9,3,0,0,0,0,16,0,0,0,5,0,0,0,0,7,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,53,16,67,31,13,0,0,13,186
5241,69,0,0,0,0,0,0,11,77,60,0,0,0,0,0,0,10,66,34,5,10,4,0,0,0,3,63,14,17,24,12,3,3,0,3,83,13,6,17,15,8,3,3,0,65,8,8,32,14,6,0,0,4,67,8,19,43,14,5,5,3,4,99,16,10,32,19,7,0,0,3,90,14,21,30,26,5,6,3,8,101,10,6,34,14,10,0,0,0,76,6,0,37,13,3,0,0,3,66,4,7,21,17,11,0,0,0,63,3,0,21,17,15,3,0,3,58,3,0,3,10,8,4,3,3,36,0,3,11,17,12,0,3,3,55,263,112,310,184,90,29,22,56,1066
5242,49,0,0,0,0,0,0,9,59,37,0,0,0,0,0,0,5,49,20,9,3,0,0,0,0,0,32,14,16,10,8,0,0,0,0,47,7,8,16,11,0,0,0,3,47,13,9,16,11,5,0,0,0,47,5,10,40,13,7,0,0,3,84,9,10,17,8,4,0,0,0,48,16,7,30,18,4,0,0,4,79,6,9,25,9,8,0,0,3,57,9,8,32,18,3,0,0,0,64,0,3,9,9,3,4,3,5,34,4,0,11,7,3,0,3,0,29,0,0,8,8,3,0,0,3,17,0,0,3,7,0,0,0,0,19,197,83,206,113,39,16,9,47,709
5243,28,0,0,0,0,0,0,3,32,17,0,0,0,0,0,0,0,21,12,3,0,0,0,0,0,0,13,10,9,7,0,0,0,0,0,24,4,6,3,3,0,0,0,0,16,3,6,12,7,0,0,0,0,24,3,6,12,6,7,0,0,3,37,5,9,16,10,0,3,0,0,45,4,0,23,3,3,0,0,7,41,0,3,4,7,4,0,0,3,31,0,0,10,7,5,0,0,3,35,0,0,7,9,0,3,0,0,19,0,0,7,0,0,0,0,0,14,0,0,4,0,0,0,0,3,5,0,0,0,0,0,3,0,0,5,96,45,111,57,20,9,0,29,359
5244,113,0,0,0,0,0,0,23,137,81,3,3,0,0,0,0,7,100,43,10,11,0,0,0,0,4,73,29,17,32,5,4,0,0,8,96,19,15,41,30,4,0,0,0,114,16,20,71,33,13,3,0,5,174,23,12,65,24,6,0,0,5,142,26,25,62,45,20,3,4,8,188,27,15,55,40,16,0,0,5,161,20,12,54,31,10,0,0,13,143,9,9,61,32,6,7,0,11,135,7,9,37,31,8,0,0,8,103,5,0,18,17,9,3,0,7,56,4,0,3,18,5,8,3,6,47,5,3,15,8,11,9,6,7,61,425,168,526,309,102,35,14,125,1719
5245,94,0,0,0,0,0,0,4,95,36,0,0,0,0,0,0,5,43,35,6,3,0,0,0,0,0,46,20,8,28,3,3,0,0,5,66,12,12,28,20,0,0,0,8,76,19,9,47,19,5,0,0,9,105,11,11,41,26,10,0,0,6,101,8,8,49,18,3,0,4,9,102,21,16,39,26,5,0,0,9,122,16,20,48,30,16,0,0,6,137,12,7,46,22,8,0,0,9,99,13,7,38,18,9,0,0,7,96,4,7,17,29,15,0,0,11,82,3,0,15,16,11,6,3,3,55,7,14,33,29,12,13,4,8,116,299,130,425,255,99,20,13,90,1344
5250,116,0,0,0,0,0,0,18,130,69,4,3,0,0,0,0,8,89,39,23,7,3,0,0,0,4,80,21,11,29,20,3,0,0,4,91,17,11,59,29,11,0,0,0,131,18,12,54,32,13,0,4,7,144,14,15,74,23,10,0,4,10,155,22,18,52,28,5,4,0,7,133,6,13,51,28,6,0,0,7,112,18,14,46,30,7,0,3,3,117,7,10,39,28,10,0,0,5,105,6,12,25,23,0,4,3,4,79,4,0,7,11,9,0,0,0,31,0,0,6,3,9,0,0,0,19,0,3,0,3,4,0,0,0,13,364,149,463,250,81,14,17,81,1422
5251,423,3,0,0,0,0,0,52,473,413,28,8,3,0,0,0,26,481,271,82,55,19,3,0,0,27,457,145,92,164,63,12,4,4,33,514,81,73,186,89,33,7,3,24,494,69,72,202,109,49,11,4,27,542,67,84,191,91,42,9,12,22,516,49,66,180,92,45,11,7,24,470,52,55,184,93,41,8,14,30,477,44,38,163,102,43,3,7,21,422,40,41,151,101,41,0,3,19,404,21,31,117,102,32,9,3,16,326,13,16,81,59,37,10,10,16,236,5,13,34,43,26,21,11,17,174,9,14,47,36,38,19,14,28,207,1713,701,1762,1003,434,117,93,378,6196
5252,192,6,0,0,0,0,0,23,219,161,16,3,0,0,0,0,7,191,115,45,38,13,4,0,0,10,225,48,64,79,26,3,0,0,9,227,38,43,71,46,12,0,0,16,239,56,33,94,56,23,6,3,13,279,41,34,106,47,26,0,0,17,270,24,30,85,63,18,3,0,8,236,23,23,78,37,14,5,0,15,204,22,23,67,38,10,0,0,12,182,11,16,51,42,11,3,0,11,148,6,5,31,16,12,4,0,12,85,3,0,14,11,14,3,0,3,46,0,0,5,3,3,0,3,3,26,0,0,0,4,0,0,4,0,18,745,346,720,408,153,41,21,162,2594
5253,475,15,3,0,0,0,0,59,556,455,76,52,9,3,0,0,48,650,297,113,107,31,19,0,0,40,612,125,104,135,72,24,13,3,35,512,67,53,164,89,34,12,10,30,460,60,67,199,96,52,17,5,30,525,90,76,219,134,52,10,14,41,629,86,57,186,137,46,31,14,40,607,54,63,229,122,59,19,12,34,589,56,50,192,123,53,17,14,29,532,39,51,204,157,55,19,10,57,588,31,29,146,133,71,35,15,30,485,17,21,86,110,59,23,17,22,355,15,6,56,65,39,32,35,24,267,17,22,59,74,53,35,30,18,309,1873,797,2034,1361,631,255,188,524,7666
5254,68,0,0,0,0,0,0,7,75,51,3,0,0,0,0,0,4,61,31,17,9,4,0,0,0,3,61,13,9,20,9,5,0,0,7,63,11,12,28,14,0,0,0,3,60,14,11,25,23,4,0,0,9,80,12,7,25,19,11,8,3,7,96,11,11,36,22,15,3,3,9,116,14,8,32,16,8,0,5,4,85,12,11,21,15,3,0,0,5,74,3,7,25,11,4,0,3,5,60,3,4,15,6,9,0,0,0,38,0,3,9,0,3,4,0,3,23,0,0,4,6,5,0,3,3,20,0,0,3,0,4,3,0,0,17,241,100,252,152,77,25,17,69,932
5255,257,3,0,0,0,0,0,29,293,168,17,13,0,0,0,0,15,207,97,51,33,9,0,0,0,16,215,57,39,80,30,4,0,0,17,232,33,40,91,52,17,8,3,14,240,45,46,131,58,28,3,3,20,336,49,41,119,71,15,17,5,25,338,42,42,124,64,30,12,3,14,328,49,36,138,81,20,10,3,15,347,46,33,113,67,28,5,0,25,317,37,27,151,99,21,6,3,26,372,28,19,98,63,37,13,3,15,273,19,12,37,43,35,8,8,24,185,4,3,19,34,20,14,7,10,114,6,13,26,24,14,12,10,36,138,924,406,1175,699,274,98,44,302,3924
5256,26,3,0,0,0,0,0,5,32,21,5,3,0,0,0,0,0,32,20,4,8,0,0,0,0,3,38,0,4,3,6,0,0,0,5,21,4,3,6,7,0,0,0,0,25,11,4,10,4,3,0,0,3,36,3,4,12,8,3,0,0,0,39,3,4,29,8,5,0,0,3,56,8,8,10,15,9,0,0,3,52,16,8,27,16,5,0,0,3,71,13,10,23,20,5,0,0,14,83,13,3,13,5,0,0,0,3,41,0,4,3,7,3,0,3,0,20,0,0,5,6,3,0,3,7,29,0,0,3,4,0,0,0,0,7,139,72,156,103,40,7,9,52,578
5259,26,0,0,0,0,0,0,5,30,16,0,0,0,0,0,0,0,18,4,4,0,0,0,0,0,3,18,7,3,13,10,0,0,0,0,31,4,3,7,6,0,4,3,7,25,10,4,10,5,3,0,3,3,37,3,4,11,5,3,0,0,3,31,6,4,23,12,8,0,0,4,57,4,4,16,10,3,0,0,4,40,4,4,6,11,3,0,3,7,38,0,0,13,6,7,0,0,4,37,0,5,5,7,6,0,5,6,34,0,0,0,5,0,0,0,3,20,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,90,34,120,74,42,11,12,47,427
5260,36,0,0,0,0,0,0,6,44,29,12,3,0,0,0,0,3,44,21,7,3,3,3,0,0,3,40,9,0,9,10,0,0,0,3,33,3,9,17,11,3,4,0,3,49,3,10,22,9,3,0,0,3,48,5,3,15,16,4,0,0,0,51,8,9,26,21,6,5,3,3,81,9,4,23,18,8,4,0,0,68,5,3,29,7,6,3,0,0,57,3,3,23,17,4,0,3,3,59,7,0,19,24,10,5,6,3,70,3,3,9,4,11,9,0,3,42,3,0,0,7,6,5,3,0,31,0,0,6,3,4,0,3,0,24,137,62,196,167,73,37,24,44,741
5261,16,0,0,0,0,0,0,6,20,7,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,15,0,0,0,3,0,0,0,0,11,0,0,10,7,3,0,0,0,15,0,0,5,3,0,0,0,0,11,3,0,4,7,7,0,0,0,20,0,0,4,4,0,0,0,0,12,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,43,31,16,3,0,15,141
5262,9,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,3,7,0,0,0,0,3,21,0,4,7,0,0,0,0,0,14,0,0,3,0,3,0,0,0,8,0,4,8,0,0,0,0,0,21,3,0,3,6,0,0,0,0,17,0,4,3,3,0,0,0,0,17,0,0,6,3,0,0,0,0,19,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,13,55,33,13,0,0,12,143
5263,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,4,5,3,0,11,58
5264,19,0,0,0,0,0,0,3,17,22,3,3,0,0,0,0,0,27,12,10,10,0,0,0,0,3,30,6,3,10,3,0,0,0,3,30,3,3,6,8,5,0,0,4,34,0,0,4,7,3,0,3,3,22,3,3,9,9,4,0,3,0,31,11,0,13,18,4,0,0,0,48,3,0,18,20,5,3,0,4,54,8,0,24,18,5,4,0,3,58,3,0,21,13,3,4,0,3,49,3,0,10,11,11,0,3,9,46,3,3,5,8,9,3,5,0,34,3,0,6,3,0,0,3,4,17,5,3,4,7,7,0,3,3,28,102,35,144,122,59,21,19,39,535
5265,5,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,0,5,7,0,0,0,0,3,12,0,0,4,0,0,0,3,0,10,0,6,6,3,3,0,0,4,23,0,0,3,0,0,0,0,0,6,0,0,6,10,0,0,0,0,19,3,0,3,0,0,0,0,0,15,0,0,0,4,0,0,0,0,15,0,0,4,6,6,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,11,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,18,18,39,35,14,4,7,18,157
5266,17,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,9,8,0,5,7,0,0,0,3,22,5,3,4,3,0,0,0,0,20,3,4,8,4,0,3,0,0,23,0,3,3,3,0,0,0,0,12,0,0,6,0,0,0,0,0,12,3,0,9,3,3,0,0,0,21,0,0,4,7,0,0,0,0,9,0,0,4,3,3,0,0,0,15,0,0,3,6,0,0,0,0,18,0,0,9,5,0,0,0,3,12,0,0,4,7,0,0,0,0,14,0,0,3,0,4,0,0,0,8,0,0,3,0,0,0,0,0,11,43,14,64,50,22,13,3,9,222
5267,40,0,0,0,0,0,0,3,44,20,4,0,0,0,0,0,0,24,28,4,0,0,0,0,0,5,38,11,6,12,12,3,0,0,8,56,11,7,14,22,7,3,0,3,65,7,8,29,24,5,0,0,0,66,3,0,18,18,14,0,0,4,55,3,7,16,19,7,0,3,3,48,3,4,29,15,11,3,0,9,68,4,3,25,21,6,0,0,5,70,3,4,22,19,7,3,0,11,60,0,0,12,9,7,4,0,8,36,0,0,3,9,0,4,3,0,19,0,0,0,6,6,0,3,0,15,0,0,7,11,5,3,0,3,36,132,45,188,188,80,20,15,56,726
5268,95,0,0,0,0,0,0,19,116,48,9,11,0,0,0,0,6,76,48,12,20,3,0,0,0,14,98,21,23,32,15,3,3,0,9,114,15,11,37,22,7,0,3,5,95,9,10,31,37,4,3,0,6,94,11,8,34,38,16,4,3,9,128,12,8,28,23,10,4,3,12,101,9,9,31,32,12,3,0,7,90,4,7,39,27,15,0,0,8,93,4,4,33,33,13,0,0,8,95,8,4,22,27,11,0,0,11,87,0,4,16,14,11,11,0,6,65,0,0,8,15,9,3,3,9,44,0,4,11,13,7,6,7,33,81,289,101,351,292,126,43,17,158,1381
5269,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,7,0,0,4,3,0,0,0,0,14,0,0,3,4,3,0,0,0,9,0,0,4,3,0,0,0,0,7,5,0,3,4,0,0,0,0,13,0,0,3,0,0,0,0,3,7,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,28,14,7,3,3,10,92
5270,23,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,8,3,3,3,0,0,0,0,0,9,3,3,5,3,0,0,0,0,17,0,0,6,0,4,0,0,0,12,0,3,0,9,5,3,0,0,15,3,5,11,10,3,0,0,0,28,0,3,9,7,5,0,0,3,30,0,3,10,6,0,3,0,0,19,0,0,7,3,5,0,0,0,14,0,0,8,12,3,0,0,0,21,0,0,3,3,0,0,0,0,7,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,43,17,60,56,24,6,3,11,231
5271,155,0,0,0,0,0,0,18,182,118,26,15,3,0,0,0,10,173,106,33,37,3,3,0,0,17,200,63,43,66,25,8,0,6,10,224,36,18,87,68,21,0,0,5,240,41,22,83,50,16,3,3,13,236,21,21,96,54,22,3,3,11,230,19,24,100,60,18,4,0,13,222,28,17,96,47,25,5,3,20,242,10,15,76,54,27,4,3,10,209,12,14,80,55,21,4,3,11,197,13,3,60,59,28,7,3,6,183,7,9,28,46,20,11,3,11,135,9,4,16,28,26,4,12,4,110,6,3,16,25,22,16,4,26,128,632,252,855,581,261,70,49,196,2901
5272,20,0,0,0,0,0,0,3,22,10,4,0,0,0,0,0,0,18,9,4,0,0,0,0,0,3,11,4,3,3,6,0,0,0,0,15,0,3,9,7,0,0,0,0,22,0,0,10,7,0,0,0,4,20,4,0,13,11,3,0,0,0,33,0,0,15,12,0,3,0,0,34,0,5,13,15,0,0,0,3,42,3,0,7,5,3,0,0,0,24,0,0,12,10,3,0,0,0,25,0,0,3,3,5,0,0,0,19,0,0,0,3,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,8,3,3,0,15,49,22,91,77,31,9,6,21,305
5273,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,5,4,0,0,4,46
5275,44,0,0,0,0,0,0,14,54,26,7,6,0,0,0,0,4,43,27,12,10,3,3,0,0,3,51,13,10,19,17,0,0,0,7,61,4,6,13,12,3,0,0,4,44,9,4,23,15,6,0,3,3,71,14,4,13,16,3,0,0,4,58,11,8,27,17,13,3,0,11,89,3,9,27,32,4,5,0,3,82,11,8,32,29,8,3,0,5,98,3,3,44,35,11,3,0,10,108,3,3,21,26,15,3,3,6,73,3,6,17,25,11,3,4,11,74,3,3,5,13,12,5,3,6,50,4,0,9,8,3,3,7,8,47,173,94,261,245,94,41,18,87,1007
5276,19,0,0,0,0,0,0,5,24,21,3,0,0,0,0,0,0,24,13,5,6,0,0,0,0,0,24,7,3,9,6,0,0,0,3,29,9,3,13,3,3,0,0,3,37,8,0,10,0,0,0,0,0,27,6,4,14,9,3,0,0,3,35,3,10,17,8,0,0,0,5,44,4,3,17,11,0,3,0,5,47,6,3,26,11,8,0,0,3,53,9,5,24,12,6,4,0,3,56,0,3,16,12,5,0,0,7,43,0,0,12,4,8,0,0,3,28,0,0,0,15,3,0,0,0,24,0,0,0,9,3,0,0,0,14,102,45,158,101,41,13,0,53,514
5277,56,3,0,0,0,0,0,3,64,41,8,5,0,7,0,0,3,68,19,10,17,8,0,0,0,3,55,13,22,12,19,9,0,3,0,75,9,8,31,29,6,0,0,3,85,13,16,38,19,10,0,0,5,99,10,10,42,28,7,0,3,3,111,9,12,40,17,4,0,4,8,90,12,10,27,21,19,0,0,9,107,11,6,41,30,11,3,0,9,106,8,8,27,15,10,0,3,4,74,4,0,18,25,10,3,3,7,72,0,0,15,13,11,3,4,5,54,5,0,3,14,3,3,3,3,28,4,3,14,4,9,3,3,8,50,220,124,332,245,117,23,23,65,1137
5278,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,12,3,0,3,3,0,0,0,0,10,0,4,5,4,0,0,0,0,11,3,0,4,8,0,0,0,0,21,6,0,3,0,3,0,0,3,13,6,7,5,5,3,0,0,0,30,0,3,4,3,0,0,0,3,20,3,0,4,6,0,0,0,0,17,0,3,9,0,3,0,0,0,15,0,0,4,3,0,3,0,0,18,0,0,3,0,0,0,0,0,11,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30,24,61,41,21,7,3,8,201
5279,16,0,0,0,0,0,0,3,23,3,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,13,4,3,3,0,0,0,0,0,8,0,0,5,4,0,0,0,4,22,3,3,6,3,3,0,0,3,16,4,0,6,4,0,0,0,0,16,0,3,3,5,3,0,0,0,16,3,4,16,9,0,0,0,3,36,0,3,6,11,9,0,0,0,26,0,3,0,10,4,0,0,0,16,0,0,0,6,3,0,4,0,16,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,45,17,50,54,30,3,8,18,218
5280,180,0,0,0,0,0,0,23,205,121,10,9,3,0,0,0,16,156,69,36,31,11,0,0,0,8,152,32,28,58,25,14,3,0,10,169,12,28,54,60,21,4,8,8,184,24,16,62,54,21,6,12,7,200,29,23,96,65,11,10,3,12,243,30,26,103,72,22,3,0,27,293,23,28,103,76,28,4,7,20,297,23,17,94,83,33,12,3,15,283,13,13,87,84,22,8,6,17,250,16,7,54,73,31,7,8,18,215,8,10,41,38,26,11,10,16,157,0,3,16,23,25,10,10,21,114,4,6,12,30,18,11,13,50,149,584,260,814,700,273,90,84,266,3080
5290,709,15,3,0,0,0,0,90,818,513,108,52,8,3,0,0,56,744,362,168,144,45,22,5,0,43,797,203,149,236,116,41,6,7,40,796,105,104,265,154,43,24,3,41,741,90,93,297,157,60,28,8,42,784,98,98,316,200,52,32,19,33,852,108,111,300,195,73,18,16,51,872,90,85,299,215,84,27,12,44,862,59,57,325,190,91,20,13,46,796,59,51,281,196,76,30,11,66,766,43,27,173,170,81,22,18,51,586,36,29,99,133,97,47,22,50,512,14,13,83,93,45,46,32,35,363,20,16,88,84,56,54,55,48,428,2523,1130,2958,1953,829,364,219,736,10715
5291,254,0,0,0,0,0,0,35,289,131,8,3,3,0,0,0,23,163,65,31,41,14,0,0,0,6,162,39,38,82,32,13,3,5,15,216,26,33,103,64,12,5,4,16,260,18,25,132,72,19,7,0,7,290,29,33,148,105,32,12,5,22,378,42,32,108,85,27,3,5,18,322,24,29,128,82,45,14,7,16,340,17,30,107,76,30,5,4,21,285,10,14,101,71,27,11,0,18,248,6,6,45,55,20,10,7,11,151,4,4,15,24,26,7,0,13,94,3,0,6,16,9,10,9,7,50,0,7,15,17,11,0,10,11,70,663,286,1028,711,273,75,56,240,3331
5301,13,0,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,3,7,3,0,0,0,3,21,0,0,5,3,3,0,3,0,13,0,0,3,7,0,0,0,0,8,0,3,9,5,5,0,0,0,21,3,0,3,11,5,0,0,5,23,3,0,11,8,4,4,0,0,31,0,0,12,0,3,0,0,3,24,5,0,5,7,0,0,0,3,22,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,33,16,57,52,32,9,8,19,216
