_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
5131,..,0,9,32,61,66,45,19,0,237,..,0,4,5,10,10,0,0,0,24,..,0,0,0,0,0,0,0,0,5,76,..,..,..,..,..,..,..,..,76,..,27,..,..,..,..,..,..,..,27,..,33,10,4,0,4,0,0,0,52,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,3,3,0,20,0,3,3,0,0,3,0,0,0,7,76,70,24,40,80,85,52,26,0,459,..,0,12,43,69,60,48,11,0,243,..,0,4,8,13,3,0,0,0,22,..,0,0,3,5,0,0,4,0,16,73,..,..,..,..,..,..,..,..,73,..,33,..,..,..,..,..,..,..,33,..,15,6,0,0,0,0,0,0,25,..,5,0,0,0,0,6,3,0,13,..,0,7,0,0,0,0,0,0,8
5132,..,0,7,14,25,18,28,7,0,102,..,0,0,4,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,12,..,..,..,..,..,..,..,12,..,13,6,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,35,27,11,25,31,23,36,8,0,199,..,0,5,21,27,20,25,3,0,105,..,0,0,3,5,0,0,0,0,11,..,5,0,0,0,0,0,0,3,8,46,..,..,..,..,..,..,..,..,46,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0
5133,..,3,3,11,17,21,17,9,0,84,..,0,0,4,7,7,0,0,0,20,..,0,0,0,0,0,0,0,0,0,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,3,6,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,29,20,9,18,33,30,20,7,3,172,..,3,4,18,21,19,19,0,0,89,..,4,3,3,6,3,0,0,0,17,..,0,0,0,0,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,16,..,..,..,..,..,..,..,16,..,8,0,4,6,0,0,0,0,12,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0
5134,..,0,4,9,20,22,14,14,4,85,..,0,0,9,3,10,4,0,0,22,..,0,0,0,3,0,0,0,0,3,42,..,..,..,..,..,..,..,..,42,..,9,..,..,..,..,..,..,..,9,..,11,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,4,0,3,0,13,0,0,0,0,0,3,0,0,0,5,38,19,5,24,35,35,23,12,6,196,..,0,3,21,18,23,11,14,0,85,..,0,3,4,8,3,4,0,0,20,..,0,0,0,9,0,0,0,0,11,31,..,..,..,..,..,..,..,..,31,..,12,..,..,..,..,..,..,..,12,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4
5136,..,0,5,12,34,17,26,5,3,101,..,0,0,4,8,0,0,0,0,11,..,0,0,3,3,0,0,0,0,8,58,..,..,..,..,..,..,..,..,58,..,16,..,..,..,..,..,..,..,16,..,5,6,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,3,0,0,0,9,3,3,3,0,0,0,0,0,0,12,62,27,20,24,49,26,25,9,4,247,..,0,8,18,33,28,15,4,0,107,..,0,9,5,5,0,0,0,0,15,..,0,0,0,3,0,0,0,0,11,42,..,..,..,..,..,..,..,..,42,..,19,..,..,..,..,..,..,..,19,..,5,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,3,0,11,..,0,0,0,0,0,0,0,0,0
5137,..,0,7,10,24,34,31,9,4,122,..,0,0,11,3,3,4,0,0,20,..,0,0,0,3,0,0,0,0,3,51,..,..,..,..,..,..,..,..,51,..,21,..,..,..,..,..,..,..,21,..,18,6,0,4,0,0,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,4,..,0,0,0,3,4,6,4,0,19,0,5,0,0,0,0,0,0,0,3,51,39,22,28,37,46,40,10,4,271,..,0,12,16,29,38,30,9,0,126,..,0,5,6,6,4,0,0,0,21,..,0,0,3,0,0,0,0,4,11,48,..,..,..,..,..,..,..,..,48,..,18,..,..,..,..,..,..,..,18,..,8,6,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5138,..,0,3,8,20,18,11,4,0,73,..,0,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,3,29,20,6,17,26,27,14,13,0,150,..,0,3,16,15,21,16,3,0,66,..,0,4,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,7,..,..,..,..,..,..,..,7,..,5,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5139,..,0,4,5,7,10,6,3,0,35,..,0,0,0,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,7,23,..,..,..,..,..,..,..,..,23,..,4,..,..,..,..,..,..,..,4,..,3,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,23,12,14,5,19,16,10,3,0,104,..,0,3,8,13,9,3,0,0,43,..,0,3,0,3,3,0,0,0,14,..,0,0,0,0,4,0,0,0,4,25,..,..,..,..,..,..,..,..,25,..,6,..,..,..,..,..,..,..,6,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5140,..,0,12,24,26,15,20,3,0,86,..,0,7,8,3,6,0,0,0,15,..,0,0,0,4,3,0,0,0,8,49,..,..,..,..,..,..,..,..,49,..,24,..,..,..,..,..,..,..,24,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,49,29,16,32,38,18,27,3,0,208,..,0,11,30,23,15,10,0,0,91,..,0,6,3,3,0,0,0,0,15,..,0,0,0,3,3,0,0,0,5,41,..,..,..,..,..,..,..,..,41,..,15,..,..,..,..,..,..,..,15,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5141,..,0,6,29,40,37,26,7,0,145,..,0,3,4,3,6,0,0,0,18,..,0,0,0,3,3,0,0,0,3,53,..,..,..,..,..,..,..,..,53,..,22,..,..,..,..,..,..,..,22,..,8,11,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,5,..,4,3,3,3,4,3,4,3,26,0,0,0,0,0,3,0,0,0,4,53,39,21,39,48,61,32,12,7,312,..,0,6,35,37,43,21,7,0,148,..,0,5,4,4,10,4,0,0,27,..,0,0,0,0,7,0,0,0,10,62,..,..,..,..,..,..,..,..,62,..,30,..,..,..,..,..,..,..,30,..,9,12,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5142,..,0,8,20,30,28,24,6,4,111,..,0,6,3,9,5,0,0,0,28,..,0,0,0,0,0,0,0,0,0,44,..,..,..,..,..,..,..,..,44,..,12,..,..,..,..,..,..,..,12,..,8,7,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,8,0,0,3,22,0,0,0,0,0,0,0,0,0,0,44,31,30,27,39,45,23,8,7,242,..,0,14,21,21,29,15,8,0,111,..,4,8,10,5,8,3,0,0,27,..,0,0,3,6,3,0,0,0,8,60,..,..,..,..,..,..,..,..,60,..,10,..,..,..,..,..,..,..,10,..,10,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5144,..,0,0,12,18,33,20,5,0,93,..,3,3,0,3,5,3,0,0,19,..,0,0,0,4,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,11,..,..,..,..,..,..,..,11,..,6,0,4,0,0,0,0,0,14,..,0,0,0,5,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,8,5,0,0,15,0,0,0,0,0,0,0,0,0,6,25,26,10,16,28,47,29,5,0,193,..,0,6,18,28,32,18,3,3,93,..,3,0,7,3,8,3,0,0,17,..,0,0,0,0,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,15,..,..,..,..,..,..,..,15,..,9,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5150,..,0,0,0,3,0,3,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,6,5,0,27,..,0,0,0,3,3,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5151,..,0,9,7,23,17,18,4,0,80,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,4,0,0,0,9,33,..,..,..,..,..,..,..,..,33,..,11,..,..,..,..,..,..,..,11,..,5,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,5,..,0,0,0,3,4,3,0,0,12,0,4,0,0,0,0,0,0,0,3,33,30,12,13,31,30,20,5,0,171,..,0,8,14,25,14,11,3,0,79,..,0,3,0,4,0,0,0,0,10,..,0,0,0,3,0,0,0,0,5,36,..,..,..,..,..,..,..,..,36,..,10,..,..,..,..,..,..,..,10,..,6,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5152,..,0,66,236,319,289,263,114,23,1307,..,11,30,33,56,30,27,4,0,198,..,0,0,3,19,11,0,0,0,34,607,..,..,..,..,..,..,..,..,607,..,199,..,..,..,..,..,..,..,199,..,92,48,19,15,8,0,0,0,172,..,9,6,4,3,3,3,4,4,34,..,4,4,3,0,3,0,0,0,11,..,3,0,0,3,3,3,5,0,21,..,9,6,21,24,40,49,18,14,181,4,3,4,4,6,8,0,3,0,32,609,323,163,325,445,398,361,139,42,2801,..,0,103,299,325,290,242,75,11,1357,..,4,41,50,50,37,22,3,0,204,..,0,5,30,47,33,9,10,3,141,588,..,..,..,..,..,..,..,..,588,..,193,..,..,..,..,..,..,..,193,..,46,36,7,4,0,0,0,0,89,..,6,0,0,7,11,5,4,0,37,..,3,3,0,4,0,0,0,0,9
5153,..,0,91,209,337,344,222,65,16,1286,..,12,51,47,72,65,36,0,0,277,..,0,0,12,18,3,4,0,3,48,567,..,..,..,..,..,..,..,..,567,..,226,..,..,..,..,..,..,..,226,..,122,59,14,18,3,0,0,0,215,..,5,5,3,5,3,3,0,5,31,..,12,13,4,6,3,0,0,0,36,..,5,10,6,8,5,4,0,0,43,..,10,6,18,33,63,48,16,10,199,3,15,9,8,3,7,6,3,0,47,573,403,238,320,503,496,328,88,31,2978,..,0,123,271,365,337,175,46,10,1326,..,8,52,67,86,56,17,0,0,286,..,6,5,21,44,27,8,5,5,130,529,..,..,..,..,..,..,..,..,529,..,217,..,..,..,..,..,..,..,217,..,96,38,5,4,7,0,0,0,155,..,3,3,3,3,3,4,7,3,32,..,5,0,0,0,0,0,0,0,17
5154,..,0,17,132,178,181,182,56,9,763,..,3,9,18,23,30,10,4,0,94,..,0,0,0,4,3,0,0,0,11,317,..,..,..,..,..,..,..,..,317,..,101,..,..,..,..,..,..,..,101,..,62,34,6,4,0,0,0,0,105,..,7,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,8,..,3,5,4,6,3,3,0,0,21,..,3,5,4,13,18,13,3,0,62,4,3,3,6,4,0,5,0,0,27,323,184,76,174,234,235,212,68,11,1526,..,0,35,176,182,192,157,29,3,775,..,3,15,24,22,31,7,0,0,101,..,0,0,17,22,12,13,5,6,71,335,..,..,..,..,..,..,..,..,335,..,117,..,..,..,..,..,..,..,117,..,26,17,5,3,0,3,0,0,55,..,7,0,0,0,4,3,3,3,24,..,3,0,0,0,0,0,0,0,5
5155,..,0,75,178,152,156,113,29,11,705,..,4,42,40,30,29,11,0,0,149,..,0,5,9,15,9,9,0,0,54,374,..,..,..,..,..,..,..,..,374,..,99,..,..,..,..,..,..,..,99,..,51,33,14,7,3,0,0,0,115,..,4,0,4,0,0,0,0,0,16,..,3,5,3,0,0,0,0,0,17,..,4,6,7,6,3,3,4,0,33,..,4,5,19,39,38,24,15,3,145,0,6,6,4,4,8,0,0,0,34,374,171,178,278,254,250,162,49,16,1735,..,4,96,201,171,145,98,24,4,735,..,8,43,38,38,25,8,0,0,171,..,0,14,26,44,20,5,5,5,125,390,..,..,..,..,..,..,..,..,390,..,115,..,..,..,..,..,..,..,115,..,38,27,3,3,0,0,0,0,69,..,3,0,0,0,4,3,3,0,25,..,6,3,0,0,0,0,0,0,12
5156,..,0,17,36,40,50,45,11,0,199,..,0,9,8,13,9,3,0,0,39,..,0,0,0,4,3,0,0,0,14,97,..,..,..,..,..,..,..,..,97,..,32,..,..,..,..,..,..,..,32,..,25,9,3,0,0,0,0,0,44,..,0,4,0,0,0,0,0,0,7,..,0,0,3,0,0,0,0,0,3,..,0,0,3,0,3,0,0,0,7,..,0,3,0,12,10,5,0,0,35,0,0,0,0,0,3,3,0,0,5,97,59,36,54,74,75,66,11,5,472,..,0,20,47,45,50,27,7,0,206,..,3,7,11,14,7,0,0,0,40,..,0,0,6,7,8,0,0,0,20,89,..,..,..,..,..,..,..,..,89,..,24,..,..,..,..,..,..,..,24,..,12,3,0,0,0,0,0,0,16,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5157,..,0,19,96,159,170,150,38,8,640,..,0,10,22,37,33,5,7,0,110,..,0,0,3,6,7,0,0,0,14,210,..,..,..,..,..,..,..,..,210,..,84,..,..,..,..,..,..,..,84,..,62,31,6,5,3,0,0,0,106,..,6,3,0,3,0,7,4,0,22,..,3,0,0,4,0,4,0,0,9,..,0,0,0,3,9,0,0,0,14,..,0,5,13,18,20,21,3,0,87,3,6,3,5,5,6,5,0,0,28,216,157,75,149,232,246,191,49,11,1334,..,5,31,116,174,188,123,24,3,655,..,3,12,22,32,31,5,0,0,101,..,0,7,15,17,3,3,6,0,53,233,..,..,..,..,..,..,..,..,233,..,93,..,..,..,..,..,..,..,93,..,57,21,7,4,0,0,0,0,89,..,0,0,0,0,3,6,3,3,16,..,0,0,0,0,0,3,0,0,12
5158,..,5,552,1092,1208,1254,767,253,62,5182,..,52,302,196,166,96,39,7,0,854,..,6,11,54,60,28,6,5,7,178,2369,..,..,..,..,..,..,..,..,2369,..,657,..,..,..,..,..,..,..,657,..,590,282,85,22,12,4,0,0,1001,..,40,30,16,7,15,3,9,8,125,..,30,22,15,14,0,0,0,0,88,..,38,87,20,16,28,14,3,3,198,..,15,110,123,132,161,100,51,25,717,25,44,45,24,18,20,18,3,3,198,2393,1492,1444,1622,1640,1606,955,324,99,11579,..,26,764,1204,1223,1256,588,183,33,5276,..,87,323,206,152,92,26,3,0,886,..,19,85,218,242,128,46,16,16,771,2202,..,..,..,..,..,..,..,..,2202,..,765,..,..,..,..,..,..,..,765,..,392,211,32,20,18,3,0,0,672,..,36,10,8,9,27,24,26,12,160,..,40,14,11,4,4,0,0,0,79
5159,..,22,614,1267,1524,1675,1245,443,130,6917,..,74,338,274,216,146,43,14,0,1106,..,3,13,59,78,58,13,13,3,234,2923,..,..,..,..,..,..,..,..,2923,..,979,..,..,..,..,..,..,..,979,..,770,411,99,40,11,0,0,0,1336,..,69,21,17,9,13,16,7,3,163,..,43,34,20,12,9,5,0,0,123,..,43,83,29,21,18,24,6,5,228,..,25,122,137,212,188,162,70,56,971,36,54,53,42,29,16,18,12,0,262,2958,2079,1688,1944,2132,2143,1529,569,195,15239,..,31,837,1437,1631,1691,1035,340,64,7068,..,105,381,257,223,117,43,6,0,1135,..,13,114,256,305,176,54,33,16,964,2688,..,..,..,..,..,..,..,..,2688,..,1098,..,..,..,..,..,..,..,1098,..,489,261,35,22,12,3,0,0,809,..,65,29,4,10,55,48,33,18,266,..,44,10,9,0,0,3,0,0,72
5160,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5161,..,12,255,331,298,371,356,162,53,1829,..,38,180,77,67,27,20,4,0,410,..,0,6,23,32,24,4,3,3,102,933,..,..,..,..,..,..,..,..,933,..,211,..,..,..,..,..,..,..,211,..,214,127,53,25,8,0,0,0,430,..,19,27,9,9,9,3,3,0,81,..,15,9,3,7,0,0,0,0,36,..,41,48,16,13,14,0,3,3,145,..,12,79,92,105,81,68,37,28,501,11,16,29,20,11,4,6,3,0,96,941,573,760,621,569,548,465,214,82,4779,..,14,332,332,345,380,297,128,25,1855,..,66,178,88,53,24,19,0,0,430,..,12,57,110,121,79,34,13,5,435,800,..,..,..,..,..,..,..,..,800,..,229,..,..,..,..,..,..,..,229,..,151,53,13,7,3,0,0,0,233,..,22,12,3,12,14,17,8,11,94,..,16,6,0,3,0,0,0,0,37
5162,..,30,640,1016,1167,1186,1093,529,111,5778,..,162,520,293,224,135,60,19,4,1415,..,9,26,100,109,62,20,9,4,336,3055,..,..,..,..,..,..,..,..,3055,..,831,..,..,..,..,..,..,..,831,..,740,415,151,85,23,6,0,0,1420,..,88,64,31,28,32,27,6,3,274,..,61,47,24,20,16,3,3,0,181,..,90,114,58,70,47,34,4,3,418,..,49,255,265,314,318,251,130,51,1632,42,72,70,44,34,20,23,7,4,318,3096,2131,2157,1981,2052,1839,1514,710,176,15661,..,59,850,1078,1278,1157,1026,363,63,5878,..,258,522,290,206,131,61,13,0,1481,..,77,265,458,421,217,108,50,22,1620,2822,..,..,..,..,..,..,..,..,2822,..,839,..,..,..,..,..,..,..,839,..,466,194,74,34,13,3,0,0,783,..,80,34,12,25,62,44,41,16,318,..,66,16,5,10,4,0,0,0,109
5163,..,12,239,362,448,533,473,181,29,2271,..,67,175,132,94,63,18,5,0,551,..,3,14,50,41,34,16,4,3,159,1233,..,..,..,..,..,..,..,..,1233,..,270,..,..,..,..,..,..,..,270,..,336,186,87,35,3,0,0,0,652,..,46,25,11,13,8,12,5,4,118,..,22,31,13,6,9,0,0,0,76,..,30,73,28,30,28,13,3,0,206,..,10,85,108,151,135,108,52,16,659,42,40,37,39,16,21,9,3,3,204,1267,845,859,825,837,826,648,254,55,6405,..,24,304,392,491,541,421,112,21,2304,..,97,209,115,85,53,18,7,0,579,..,41,155,205,186,78,60,9,7,751,1190,..,..,..,..,..,..,..,..,1190,..,329,..,..,..,..,..,..,..,329,..,180,83,30,20,3,4,0,0,315,..,34,10,4,11,21,22,7,4,115,..,31,8,6,4,0,3,0,0,56
5164,..,11,61,105,94,111,168,66,14,624,..,16,73,52,29,10,16,3,0,201,..,4,10,22,22,14,3,4,0,77,450,..,..,..,..,..,..,..,..,450,..,101,..,..,..,..,..,..,..,101,..,74,63,32,16,6,0,0,0,195,..,19,11,5,4,11,3,4,0,53,..,18,11,6,5,4,0,0,0,34,..,34,11,15,14,13,8,3,0,106,..,14,34,59,89,58,52,39,11,368,7,13,17,5,6,3,5,0,0,68,460,298,294,306,288,232,255,123,24,2279,..,14,91,110,99,130,151,41,6,636,..,37,75,37,39,15,8,4,0,210,..,34,73,76,61,42,18,10,4,309,436,..,..,..,..,..,..,..,..,436,..,87,..,..,..,..,..,..,..,87,..,53,18,12,7,0,0,0,0,89,..,23,4,3,8,15,5,11,3,72,..,9,3,0,3,0,0,0,0,16
5165,..,15,68,106,127,129,133,94,43,714,..,35,85,47,41,16,11,3,0,226,..,0,10,22,24,13,8,3,0,89,434,..,..,..,..,..,..,..,..,434,..,90,..,..,..,..,..,..,..,90,..,118,51,16,20,13,3,0,0,212,..,19,11,4,6,8,6,0,3,50,..,15,10,3,7,6,0,0,0,43,..,30,29,23,11,18,5,4,0,115,..,14,45,58,88,61,61,32,21,367,17,11,13,9,10,3,5,4,0,79,450,334,314,284,340,272,223,136,64,2420,..,14,106,104,129,136,133,82,20,732,..,58,88,51,29,16,9,7,0,253,..,23,54,74,73,25,11,17,15,292,382,..,..,..,..,..,..,..,..,382,..,86,..,..,..,..,..,..,..,86,..,63,24,3,9,3,0,0,0,103,..,9,4,3,11,6,4,6,3,48,..,12,5,0,4,0,0,0,0,22
