_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
5045,..,93,102,28,12,29,22,0,3,286,..,61,171,129,149,249,278,237,192,1464,16,37,45,10,10,16,20,10,6,179,903,823,1030,920,940,1074,817,473,276,7251,..,31,524,963,1022,1172,922,416,100,5143,..,126,517,259,175,156,83,17,9,1337,..,5,51,120,172,106,32,30,20,531,1843,..,..,..,..,..,..,..,..,1843,..,632,..,..,..,..,..,..,..,632,..,278,175,50,44,26,3,0,0,584,..,118,59,17,17,26,11,14,21,287,..,32,35,7,5,3,6,0,0,80,..,193,218,68,44,55,41,3,3,630,..,107,318,284,349,460,433,321,252,2528,35,57,93,37,34,33,31,14,15,336,1871,1584,1991,1804,1859,2036,1555,814,410,13935
5046,..,107,60,8,15,20,14,4,0,230,..,29,50,64,77,148,164,139,106,773,5,25,10,10,12,7,13,3,8,99,593,591,620,516,527,560,462,297,186,4350,..,39,444,575,519,522,467,260,104,2929,..,84,261,129,76,71,49,8,0,680,..,5,36,96,118,85,22,23,25,405,1149,..,..,..,..,..,..,..,..,1149,..,368,..,..,..,..,..,..,..,368,..,219,104,47,40,20,3,0,0,440,..,106,45,4,10,13,14,10,7,214,..,72,52,5,6,8,6,0,0,144,..,198,136,26,27,42,23,6,0,466,..,60,136,131,163,258,238,187,134,1312,23,40,33,23,19,16,20,3,12,184,1174,1182,1245,1037,971,1039,839,503,295,8286
5047,..,111,65,16,24,17,5,4,0,245,..,13,49,49,66,129,113,103,71,599,9,26,9,6,9,10,5,3,0,83,583,520,657,531,480,510,403,251,118,4053,..,18,474,588,478,442,488,258,67,2819,..,50,193,102,71,57,32,17,0,520,..,5,50,99,117,83,28,29,14,420,1218,..,..,..,..,..,..,..,..,1218,..,350,..,..,..,..,..,..,..,350,..,184,156,44,35,19,0,0,0,442,..,71,47,16,19,19,17,11,3,205,..,48,46,21,7,4,3,0,0,130,..,202,160,48,50,26,8,8,0,508,..,33,96,112,131,189,172,142,95,978,24,41,29,16,18,14,9,9,4,154,1246,1017,1248,1045,923,862,760,467,192,7753
5048,..,57,65,22,18,20,15,4,6,208,..,26,79,60,111,210,253,258,212,1200,3,27,23,13,17,16,11,10,9,127,972,693,733,827,938,956,785,551,329,6790,..,10,505,935,1004,1065,908,493,174,5097,..,56,274,203,150,153,64,8,3,910,..,7,42,133,191,111,38,31,29,582,2042,..,..,..,..,..,..,..,..,2042,..,690,..,..,..,..,..,..,..,690,..,336,183,64,49,27,3,0,0,672,..,66,27,15,18,30,26,22,17,223,..,32,25,13,13,5,0,0,0,83,..,120,144,37,41,46,31,8,5,427,..,43,127,136,219,341,346,333,272,1822,13,44,40,25,27,30,27,16,9,233,2059,1409,1371,1563,1710,1799,1436,916,515,12779
5049,..,27,36,6,10,18,14,9,3,125,..,8,37,37,39,89,111,87,69,475,19,12,16,8,13,9,5,5,4,89,784,461,540,644,669,687,549,262,116,4712,..,6,331,764,788,904,746,328,53,3920,..,52,225,171,167,109,55,6,0,796,..,0,34,101,118,70,29,22,16,389,1566,..,..,..,..,..,..,..,..,1566,..,464,..,..,..,..,..,..,..,464,..,246,184,46,35,21,3,0,0,528,..,69,22,9,13,15,17,15,14,169,..,35,13,7,3,9,3,0,0,69,..,57,79,20,37,38,22,12,3,262,..,32,86,78,108,143,190,124,103,862,27,29,32,19,14,27,11,3,4,173,1596,987,997,1218,1280,1326,1083,508,196,9186
5050,..,25,23,4,4,10,4,0,0,69,..,9,9,7,17,35,70,61,45,261,3,13,3,4,3,7,5,3,0,38,415,322,244,308,361,358,351,212,72,2654,..,3,153,391,458,457,489,286,42,2286,..,21,82,90,74,58,29,4,0,363,..,5,6,39,60,41,21,9,7,191,821,..,..,..,..,..,..,..,..,821,..,347,..,..,..,..,..,..,..,347,..,157,93,30,29,8,0,0,0,317,..,31,12,7,0,6,12,9,7,84,..,33,31,3,8,4,0,0,0,80,..,42,60,17,17,13,7,3,0,157,..,10,27,23,41,74,109,89,70,448,8,21,9,3,9,7,7,8,4,79,830,671,470,607,688,681,666,421,135,5174
5051,..,19,24,13,16,15,9,4,0,101,..,16,27,33,60,127,125,111,73,569,11,36,15,8,8,11,20,3,0,117,1298,768,613,1010,1058,914,698,287,125,6760,..,19,519,1355,1382,1251,1005,359,91,5976,..,38,226,278,209,128,66,10,0,956,..,6,30,95,172,93,28,22,12,458,2695,..,..,..,..,..,..,..,..,2695,..,931,..,..,..,..,..,..,..,931,..,421,202,45,35,13,3,0,0,726,..,56,15,9,11,23,21,11,11,152,..,44,22,8,15,4,0,0,0,86,..,32,57,31,29,36,23,8,0,212,..,34,63,81,121,204,184,146,99,927,29,57,40,16,24,22,37,15,3,232,2718,1637,1166,1913,2006,1765,1374,566,213,13361
5052,..,12,9,0,9,9,7,0,0,39,..,7,4,8,22,51,70,60,57,284,3,8,4,10,5,11,11,3,0,45,525,332,222,380,484,405,386,188,85,3008,..,3,184,505,632,532,556,272,39,2721,..,33,102,121,96,69,30,4,0,462,..,0,10,32,74,34,10,10,3,179,1035,..,..,..,..,..,..,..,..,1035,..,433,..,..,..,..,..,..,..,433,..,172,78,29,16,8,0,0,0,310,..,15,10,7,0,0,8,9,8,54,..,7,12,5,6,0,0,0,0,36,..,20,24,6,12,13,12,0,0,89,..,15,14,32,52,74,100,81,76,454,12,25,12,11,7,18,16,4,0,101,1045,733,452,758,897,753,734,385,133,5876
5061,..,94,90,14,8,12,0,0,0,225,..,32,57,63,55,111,120,101,71,608,8,14,21,4,6,10,9,6,5,84,766,651,529,614,682,637,507,231,114,4724,..,15,287,711,881,777,676,243,52,3654,..,60,206,108,92,99,40,6,0,617,..,3,17,65,109,64,24,28,17,334,1493,..,..,..,..,..,..,..,..,1493,..,615,..,..,..,..,..,..,..,615,..,180,126,40,40,20,4,0,0,405,..,60,42,10,12,13,16,4,3,164,..,37,34,8,7,4,0,0,0,92,..,163,192,33,27,19,14,3,0,448,..,47,125,133,122,179,179,133,98,1013,18,35,39,14,16,13,20,6,5,153,1506,1213,1067,1124,1301,1189,971,435,173,8972
5062,..,48,54,7,5,16,19,0,0,151,..,33,55,61,79,162,196,163,145,889,13,34,21,11,11,18,11,8,8,125,1213,956,699,902,1074,1007,770,379,220,7221,..,5,473,1165,1415,1320,1004,389,143,5912,..,58,202,165,144,106,62,15,0,754,..,3,18,97,186,103,34,26,20,489,2471,..,..,..,..,..,..,..,..,2471,..,1119,..,..,..,..,..,..,..,1119,..,338,268,46,37,25,3,0,0,714,..,89,41,7,9,30,17,15,16,227,..,52,47,7,6,0,0,0,0,110,..,84,118,21,22,22,31,4,5,313,..,47,123,109,151,264,295,230,195,1417,25,56,37,28,22,26,26,7,8,244,2504,1864,1335,1651,1998,1904,1473,683,376,13779
5063,..,119,114,20,14,12,14,6,0,291,..,25,107,93,112,191,199,174,103,1003,12,19,23,11,11,8,16,6,0,105,947,666,826,829,787,721,535,324,153,5788,..,5,464,962,905,725,552,256,73,3946,..,75,346,188,130,117,50,8,0,913,..,3,25,104,160,84,23,19,19,428,1866,..,..,..,..,..,..,..,..,1866,..,643,..,..,..,..,..,..,..,643,..,188,152,40,33,21,8,0,0,435,..,69,46,9,7,17,17,11,4,180,..,33,46,4,0,0,0,0,0,87,..,224,241,40,34,29,19,11,0,598,..,52,190,182,230,306,288,227,137,1609,24,35,51,20,17,13,30,4,4,204,1893,1329,1563,1540,1524,1312,985,529,239,10903
5064,..,36,33,8,10,4,9,0,3,100,..,17,23,16,33,85,151,153,161,641,6,14,12,3,4,7,12,6,3,62,740,578,361,567,665,614,587,367,231,4711,..,5,248,759,906,857,724,404,102,4015,..,16,106,80,102,94,50,12,0,454,..,3,16,66,98,47,26,17,13,278,1507,..,..,..,..,..,..,..,..,1507,..,749,..,..,..,..,..,..,..,749,..,168,143,33,29,10,3,0,0,380,..,53,25,10,9,13,12,16,18,154,..,53,15,4,3,3,3,0,0,85,..,59,68,18,14,13,17,3,3,183,..,23,47,46,71,135,205,195,207,919,17,29,17,13,13,16,14,7,6,127,1526,1158,675,1015,1238,1180,1057,653,349,8857
5065,..,43,45,8,5,5,13,7,0,125,..,17,62,65,64,139,184,196,211,941,8,21,18,7,12,13,20,6,5,98,869,580,465,675,690,646,591,352,281,5157,..,12,325,837,913,737,708,291,122,3944,..,34,139,89,88,60,42,3,0,458,..,5,19,77,117,55,15,15,12,322,1734,..,..,..,..,..,..,..,..,1734,..,697,..,..,..,..,..,..,..,697,..,141,129,26,19,9,4,0,0,329,..,50,23,3,7,26,18,17,5,142,..,25,20,10,3,0,0,0,0,56,..,111,92,18,20,18,20,6,3,288,..,39,124,130,123,203,250,247,257,1376,16,35,25,9,10,21,24,9,5,155,1749,1149,900,1199,1304,1137,1068,588,407,9506
5066,..,26,20,5,8,3,13,0,0,74,..,11,10,23,40,102,138,128,106,564,9,14,12,5,8,9,11,6,3,70,1062,744,385,749,894,804,643,356,156,5796,..,11,311,1020,1300,1106,909,441,115,5208,..,26,82,81,132,88,40,13,3,458,..,0,11,79,114,78,31,26,14,353,2115,..,..,..,..,..,..,..,..,2115,..,995,..,..,..,..,..,..,..,995,..,270,210,57,25,11,0,0,0,576,..,57,24,3,9,21,20,13,6,148,..,43,35,8,6,0,3,0,0,95,..,66,44,10,18,17,16,6,3,184,..,26,45,56,87,168,196,179,136,893,8,25,18,16,17,19,19,6,3,132,2127,1513,780,1322,1701,1511,1234,679,287,11161
5067,..,163,169,22,12,15,10,4,0,401,..,26,98,82,100,172,205,140,71,892,11,29,33,4,18,10,5,10,3,123,618,538,804,634,569,627,515,279,91,4680,..,10,378,711,525,582,516,226,42,2994,..,67,330,142,136,113,64,7,0,870,..,0,17,82,115,72,28,21,10,350,1207,..,..,..,..,..,..,..,..,1207,..,406,..,..,..,..,..,..,..,406,..,109,132,30,33,16,0,0,0,321,..,73,52,17,7,18,17,8,4,199,..,12,26,7,3,3,0,0,0,50,..,291,370,53,35,31,21,7,0,807,..,55,205,198,227,316,299,184,100,1584,29,47,66,26,32,22,8,12,3,248,1231,1063,1581,1277,1114,1175,961,460,156,9020
5068,..,102,72,13,6,14,6,0,0,222,..,31,76,75,95,193,232,235,213,1149,10,22,16,14,15,9,15,10,10,117,848,810,652,730,837,772,640,464,274,6029,..,16,440,899,952,818,668,418,96,4311,..,57,234,98,114,112,50,14,3,677,..,3,25,106,163,98,30,24,13,461,1734,..,..,..,..,..,..,..,..,1734,..,817,..,..,..,..,..,..,..,817,..,240,164,37,40,12,3,0,0,495,..,92,45,17,5,23,14,12,12,219,..,56,20,5,6,3,0,0,0,100,..,184,154,24,11,24,21,3,8,425,..,61,153,168,202,297,328,297,261,1770,24,39,30,27,21,14,23,14,9,207,1756,1557,1267,1387,1519,1393,1144,781,405,11201
5069,..,93,75,13,5,11,5,3,0,207,..,17,62,39,69,102,145,83,61,574,10,7,14,3,10,8,6,6,3,68,626,461,535,504,600,496,370,223,106,3926,..,15,340,629,707,582,393,218,59,2948,..,37,220,104,118,79,28,3,0,584,..,10,14,54,90,51,9,28,19,281,1257,..,..,..,..,..,..,..,..,1257,..,451,..,..,..,..,..,..,..,451,..,152,97,24,25,28,0,0,0,331,..,47,35,8,9,15,10,10,12,146,..,30,32,6,3,5,0,0,0,80,..,179,197,33,19,23,12,9,0,473,..,37,117,111,139,172,202,116,79,983,24,28,36,11,17,22,6,12,3,144,1282,982,1092,977,1136,971,667,394,177,7680
5070,..,170,98,30,19,30,12,7,0,367,..,36,133,81,117,201,240,266,213,1298,12,31,31,5,10,13,16,16,12,138,946,850,1079,904,840,757,680,583,331,6969,..,26,812,1098,919,768,666,509,173,4979,..,122,342,128,117,96,26,10,3,844,..,3,42,112,159,82,48,49,36,528,1958,..,..,..,..,..,..,..,..,1958,..,661,..,..,..,..,..,..,..,661,..,275,204,89,85,30,5,0,0,683,..,107,82,19,38,36,19,32,11,343,..,74,63,12,10,0,0,3,0,167,..,320,261,66,41,55,29,19,3,796,..,66,245,176,246,333,357,362,271,2049,26,42,68,20,24,25,23,30,11,274,1984,1698,2114,1725,1634,1419,1180,1008,514,13272
5072,..,108,68,19,16,18,12,5,0,238,..,28,61,65,66,132,180,188,131,851,5,36,14,3,9,18,13,4,5,112,958,770,746,814,849,746,659,428,215,6181,..,21,563,1033,1022,881,778,433,128,4868,..,57,216,138,117,67,33,11,0,640,..,4,25,102,172,97,43,36,28,505,1980,..,..,..,..,..,..,..,..,1980,..,773,..,..,..,..,..,..,..,773,..,280,250,68,62,33,9,0,0,691,..,68,52,17,14,30,26,19,17,224,..,69,46,13,7,3,4,0,0,143,..,186,144,39,37,26,23,9,3,462,..,44,127,137,155,214,262,227,170,1331,23,54,30,15,25,20,22,15,8,212,2005,1547,1452,1562,1611,1376,1186,744,349,11829
5073,..,73,55,13,17,17,5,13,0,196,..,28,52,55,86,148,209,235,133,940,7,26,26,9,13,12,20,16,3,126,1136,893,937,979,1053,806,801,635,222,7472,..,27,753,1307,1359,899,938,713,160,6160,..,69,267,145,112,75,27,15,0,708,..,7,56,124,201,129,40,57,38,650,2463,..,..,..,..,..,..,..,..,2463,..,961,..,..,..,..,..,..,..,961,..,403,286,101,106,45,4,0,0,946,..,86,62,13,22,43,32,26,15,307,..,76,55,14,8,4,3,0,0,161,..,151,134,38,41,45,12,13,3,434,..,53,125,141,187,235,280,316,185,1522,15,39,50,20,21,22,27,27,6,220,2473,1864,1792,1898,2068,1495,1362,1171,401,14529
5074,..,35,39,17,14,18,7,4,0,136,..,19,56,55,96,122,184,240,146,910,8,16,18,13,11,5,17,15,3,112,972,649,839,801,833,656,673,522,215,6163,..,32,738,1031,977,742,743,537,115,4905,..,67,210,132,92,52,26,14,0,592,..,10,55,126,165,93,50,42,29,561,2019,..,..,..,..,..,..,..,..,2019,..,645,..,..,..,..,..,..,..,645,..,349,264,87,81,30,3,0,0,819,..,90,61,22,44,43,22,16,15,307,..,64,50,21,3,4,0,0,0,137,..,97,127,48,41,41,23,7,0,385,..,31,116,149,205,219,256,334,188,1504,24,48,37,25,24,14,25,28,4,236,2049,1439,1654,1638,1636,1231,1148,977,349,12110
5075,..,41,27,6,8,17,7,3,0,115,..,7,30,30,58,111,136,144,59,577,12,15,9,3,4,8,9,8,0,69,821,602,614,629,642,682,615,368,107,5082,..,21,522,849,835,821,814,457,67,4386,..,39,154,111,80,48,32,3,0,461,..,6,54,89,129,78,29,25,16,427,1657,..,..,..,..,..,..,..,..,1657,..,569,..,..,..,..,..,..,..,569,..,323,235,78,42,14,3,0,0,692,..,61,44,21,16,27,18,8,13,207,..,58,44,13,5,0,6,0,0,127,..,114,77,19,16,24,14,8,3,282,..,18,85,82,154,179,200,191,73,970,17,26,34,18,16,17,22,9,0,158,1675,1234,1243,1281,1291,1214,1139,704,171,9950
5076,..,8,13,11,5,3,5,0,0,49,..,12,21,26,31,70,101,86,26,368,6,13,9,7,5,7,9,3,4,62,697,592,456,580,710,669,502,235,51,4485,..,7,376,753,1045,1009,714,309,45,4255,..,26,117,84,89,48,23,3,0,390,..,0,26,72,102,49,28,15,10,303,1446,..,..,..,..,..,..,..,..,1446,..,672,..,..,..,..,..,..,..,672,..,379,273,66,33,15,4,0,0,764,..,41,23,6,11,14,17,16,9,131,..,29,17,3,3,4,6,0,0,66,..,29,29,18,18,13,13,6,3,124,..,16,42,62,92,114,140,117,40,620,15,30,21,16,13,16,15,6,4,131,1462,1225,915,1083,1395,1280,944,480,102,8891
5081,..,79,61,14,8,3,10,4,0,176,..,25,55,43,56,104,120,136,90,633,5,12,13,4,3,7,3,3,3,64,682,515,508,495,596,590,471,301,137,4275,..,9,328,609,770,794,598,306,94,3512,..,58,187,87,64,48,30,10,0,491,..,3,10,52,94,47,21,29,11,265,1327,..,..,..,..,..,..,..,..,1327,..,537,..,..,..,..,..,..,..,537,..,135,150,37,31,20,0,0,0,379,..,53,38,5,3,14,10,15,6,145,..,37,25,3,0,0,0,0,0,60,..,184,143,37,20,19,18,5,0,427,..,47,131,124,134,193,186,178,123,1124,10,26,31,15,14,18,10,3,4,127,1339,1095,1036,977,1132,1157,874,546,245,8402
5082,..,152,130,27,21,23,7,8,0,374,..,29,82,62,108,168,158,153,81,836,20,24,30,12,21,12,12,5,6,149,1122,893,1050,924,992,882,508,308,142,6824,..,43,835,1201,1166,1053,560,273,66,5192,..,106,355,204,177,147,44,11,0,1043,..,5,36,86,153,95,21,23,29,454,2375,..,..,..,..,..,..,..,..,2375,..,776,..,..,..,..,..,..,..,776,..,322,262,59,56,33,4,0,0,736,..,103,47,19,15,25,30,21,13,276,..,80,60,18,3,3,3,3,0,175,..,384,360,87,64,51,17,12,3,976,..,55,194,174,239,279,248,206,102,1509,42,59,55,37,34,17,17,11,13,290,2413,1937,2204,1891,1904,1698,957,552,231,13793
5083,..,31,53,11,8,21,11,0,0,137,..,25,47,48,64,97,102,103,95,581,8,18,13,10,0,9,12,3,0,79,608,385,606,490,482,433,279,177,130,3588,..,23,515,634,542,489,266,139,51,2653,..,42,214,95,79,59,21,3,0,515,..,4,20,66,66,46,19,11,12,242,1240,..,..,..,..,..,..,..,..,1240,..,325,..,..,..,..,..,..,..,325,..,172,103,48,17,12,3,0,0,356,..,57,40,14,21,19,15,4,10,186,..,30,28,5,3,3,0,0,0,69,..,124,139,35,30,30,11,3,0,382,..,42,107,109,131,189,161,132,123,987,18,30,41,26,11,18,15,3,7,163,1257,853,1216,1028,901,860,504,302,202,7119
5084,..,70,93,17,17,18,14,7,0,227,..,13,34,38,96,88,103,73,72,511,12,26,18,4,13,16,5,3,4,110,816,607,775,574,530,442,285,188,119,4340,..,87,644,687,469,390,248,158,46,2737,..,41,161,103,73,40,19,6,3,440,..,11,75,115,148,89,39,29,22,532,1648,..,..,..,..,..,..,..,..,1648,..,526,..,..,..,..,..,..,..,526,..,250,185,82,31,36,3,0,0,586,..,95,74,38,33,47,22,18,13,341,..,65,88,29,23,20,3,0,0,230,..,205,330,161,111,66,36,9,0,923,..,38,92,109,216,225,186,108,92,1060,28,47,61,31,35,33,15,8,5,255,1675,1364,1712,1354,1145,938,569,333,188,9279
5085,..,80,124,32,35,25,14,5,0,315,..,21,130,105,128,207,182,132,126,1034,22,32,36,25,6,19,9,4,0,154,1803,1005,1912,1377,949,830,576,334,209,8986,..,102,1861,1726,1008,796,606,336,101,6532,..,162,554,256,160,87,16,0,0,1241,..,22,115,234,216,122,38,42,34,827,3529,..,..,..,..,..,..,..,..,3529,..,878,..,..,..,..,..,..,..,878,..,380,245,92,62,31,13,0,0,825,..,167,140,36,40,85,49,29,11,554,..,99,123,35,15,12,3,0,0,283,..,261,347,111,97,64,29,6,3,920,..,75,270,258,290,380,299,196,167,1943,43,75,84,52,25,38,13,3,3,346,3575,2221,3737,2796,1915,1603,1076,615,324,17866
5086,..,83,108,34,28,29,16,7,5,306,..,16,96,96,137,200,252,189,109,1095,15,17,33,12,21,14,23,5,0,137,1348,894,1371,1139,972,892,667,387,176,7841,..,71,1236,1427,1015,872,653,328,91,5696,..,88,388,193,143,95,29,8,3,946,..,16,88,184,251,131,50,34,30,781,2741,..,..,..,..,..,..,..,..,2741,..,794,..,..,..,..,..,..,..,794,..,385,263,83,59,31,8,0,0,834,..,119,88,27,32,40,28,23,9,373,..,81,72,12,18,6,3,0,0,189,..,202,226,77,63,60,37,13,5,680,..,43,185,196,275,350,355,230,145,1779,30,47,62,30,42,28,36,9,3,289,2771,1849,2619,2223,1896,1620,1194,639,281,15100
5087,..,95,104,19,19,11,6,0,3,257,..,23,84,83,88,157,135,134,60,770,12,25,17,14,5,12,4,5,3,116,867,635,1126,770,603,566,462,340,110,5486,..,49,1023,963,585,513,493,344,61,4033,..,73,306,150,100,70,15,3,0,732,..,11,49,107,165,76,37,40,26,506,1758,..,..,..,..,..,..,..,..,1758,..,426,..,..,..,..,..,..,..,426,..,200,175,63,52,26,0,0,0,517,..,99,79,13,19,43,28,19,12,306,..,102,73,14,4,0,0,0,0,203,..,215,225,59,38,39,12,0,3,601,..,41,187,155,229,284,198,185,91,1384,32,51,39,32,23,21,11,8,6,225,1791,1267,2170,1568,1218,1069,807,601,201,10688
5088,..,4,12,8,13,7,3,0,0,50,..,0,18,11,29,61,45,42,18,220,3,7,9,7,3,5,8,4,0,45,261,171,256,213,198,206,152,106,30,1590,..,16,233,237,180,165,168,105,19,1116,..,25,82,52,34,22,9,0,0,229,..,7,21,43,46,33,10,6,3,171,524,..,..,..,..,..,..,..,..,524,..,118,..,..,..,..,..,..,..,118,..,104,65,30,18,3,0,0,0,226,..,18,11,10,9,13,9,7,3,74,..,18,12,9,0,3,3,0,0,41,..,17,39,19,23,13,7,0,0,122,..,5,44,45,80,97,68,60,19,422,11,18,12,18,9,5,6,6,0,94,537,348,523,449,406,361,277,191,45,3132
5089,..,8,8,3,0,0,7,0,0,25,..,3,9,9,31,35,41,27,21,175,7,11,4,3,3,3,3,0,0,38,521,387,333,401,518,416,372,118,39,3099,..,8,323,539,666,611,598,179,21,2937,..,31,112,98,106,53,13,0,0,408,..,0,19,40,87,49,24,15,7,233,1124,..,..,..,..,..,..,..,..,1124,..,427,..,..,..,..,..,..,..,427,..,231,164,49,27,7,0,0,0,478,..,14,11,5,4,12,16,9,4,71,..,10,12,8,3,3,0,0,0,32,..,26,18,7,11,0,12,3,0,73,..,14,33,26,69,69,81,47,32,379,9,17,17,4,15,4,6,5,0,83,1134,772,703,779,985,815,746,256,66,6265
5090,..,16,19,6,13,11,6,0,0,67,..,4,34,36,33,57,150,191,141,659,12,12,19,13,3,7,3,3,5,78,545,352,466,406,427,437,479,380,208,3698,..,12,372,487,506,545,561,362,127,2976,..,46,149,77,80,49,32,5,3,429,..,4,40,76,96,44,17,9,9,301,1055,..,..,..,..,..,..,..,..,1055,..,330,..,..,..,..,..,..,..,330,..,208,143,41,20,12,7,0,0,427,..,44,21,12,16,16,10,8,5,124,..,14,14,6,7,0,3,0,0,47,..,32,41,27,19,12,13,3,0,147,..,20,68,97,92,122,199,240,186,1018,24,16,29,24,11,8,7,8,7,139,1074,727,884,833,849,806,856,644,343,7006
5091,..,6,11,6,12,10,7,3,0,48,..,3,21,30,25,52,101,73,20,336,7,12,17,4,8,3,8,4,3,64,601,406,426,476,512,451,498,209,45,3616,..,18,364,580,632,574,698,279,36,3183,..,42,171,143,125,58,16,5,0,564,..,7,22,57,94,49,23,13,9,273,1212,..,..,..,..,..,..,..,..,1212,..,435,..,..,..,..,..,..,..,435,..,245,142,54,28,10,3,0,0,476,..,26,17,6,6,10,10,6,6,82,..,16,16,3,4,0,0,0,0,52,..,20,21,5,14,18,4,7,0,96,..,12,48,73,84,95,141,94,41,591,9,26,20,16,14,8,13,10,3,124,1226,846,815,949,1004,828,906,423,95,7085
5092,..,50,56,17,19,24,5,6,0,173,..,15,62,60,82,164,199,193,87,860,31,23,29,15,5,14,27,9,6,164,1470,944,1181,1126,1042,1135,894,485,148,8426,..,46,1003,1393,1208,1417,1202,511,95,6880,..,126,375,247,209,111,34,8,0,1120,..,20,97,207,220,133,68,39,24,817,2945,..,..,..,..,..,..,..,..,2945,..,832,..,..,..,..,..,..,..,832,..,591,347,129,75,25,7,0,0,1177,..,80,51,27,33,56,37,16,9,311,..,55,42,11,18,9,0,0,0,135,..,112,161,61,42,41,19,7,0,439,..,43,147,165,228,287,304,281,118,1563,53,53,61,52,29,23,44,16,11,336,3001,1957,2284,2288,2063,2100,1708,893,258,16549
