POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_persons_private_dwgs_M,Count_persons_private_dwgs_F,Count_persons_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spo_home_Eng_only_M,Lang_spo_home_Eng_only_F,Lang_spo_home_Eng_only_P,Lang_spo_home_Oth_Lang_M,Lang_spo_home_Oth_Lang_F,Lang_spo_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_instit_0_4_M,Age_per_att_educ_instit_0_4_F,Age_per_att_educ_instit_0_4_P,Age_per_att_educ_insti_5_14_M,Age_per_att_educ_insti_5_14_F,Age_per_att_educ_insti_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_instit_25_M,Age_per_att_educ_instit_25_F,Age_per_att_educ_instit_25_P,High_yr_sch_com_Yr_12_equiv_M,High_yr_sch_com_Yr_12_equiv_F,High_yr_sch_com_Yr_12_equiv_P,High_yr_sch_com_Yr_11_equiv_M,High_yr_sch_com_Yr_11_equiv_F,High_yr_sch_com_Yr_11_equiv_P,High_yr_sch_com_Yr_10_equiv_M,High_yr_sch_com_Yr_10_equiv_F,High_yr_sch_com_Yr_10_equiv_P,High_yr_sch_comp_Yr_9_equiv_M,High_yr_sch_comp_Yr_9_equiv_F,High_yr_sch_comp_Yr_9_equiv_P,High_yr_sch_comp_Yr_8_below_M,High_yr_sch_comp_Yr_8_below_F,High_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
POA5242,742,809,1559,33,40,79,107,91,198,56,56,112,37,45,83,62,82,144,99,94,189,115,132,244,93,132,229,82,89,174,40,39,81,18,16,28,3,4,8,742,811,1549,5,3,7,3,0,7,0,0,5,0,0,0,4,0,6,597,668,1260,105,108,214,692,756,1443,21,27,46,680,743,1426,10,18,27,101,77,183,41,50,87,20,16,32,16,35,53,309,367,678,120,128,248,93,90,183,27,32,59,20,20,41,0,0,0
POA5243,392,420,815,23,12,34,37,52,86,26,32,59,26,26,48,36,45,79,44,40,84,60,76,141,67,67,131,60,44,105,22,17,35,3,5,9,3,4,9,392,420,815,0,0,0,0,8,10,0,0,0,0,0,0,0,8,10,324,343,664,47,44,93,361,383,745,7,11,14,359,380,743,11,0,8,34,50,86,22,24,46,12,13,16,4,16,16,181,214,396,67,54,125,46,37,84,17,18,32,5,6,10,0,0,0
POA5244,2076,2046,4117,118,96,213,250,281,531,167,139,298,163,95,265,211,166,372,244,275,522,293,316,611,292,294,585,206,220,420,92,103,197,42,65,103,7,3,14,1912,1974,3888,159,68,233,11,8,26,0,0,0,3,0,3,17,8,24,1698,1698,3392,206,210,421,1874,1892,3764,47,52,103,1859,1892,3748,24,13,39,235,269,500,114,106,224,27,37,66,32,53,86,676,824,1498,361,298,666,322,254,575,100,77,179,63,81,148,0,3,4
POA5245,1524,1592,3112,68,51,114,186,183,376,97,101,195,75,43,110,95,109,207,143,180,326,216,219,438,229,260,490,210,195,402,117,134,251,76,112,188,0,6,11,1378,1428,2799,146,167,315,12,6,17,0,0,0,0,0,0,12,6,17,1169,1201,2368,257,284,538,1338,1389,2730,90,100,185,1344,1407,2755,12,13,19,177,172,349,79,81,159,35,18,54,29,48,81,623,681,1299,234,205,432,182,195,372,69,71,143,62,76,141,5,3,8
POA5250,1675,1767,3448,125,104,230,289,276,566,126,127,254,104,87,186,141,165,315,224,263,487,247,282,528,207,217,428,156,174,328,47,51,94,12,14,26,0,5,5,1675,1767,3448,0,0,0,12,11,28,0,0,0,0,0,0,12,11,28,1409,1434,2842,209,258,466,1594,1633,3227,46,60,105,1576,1639,3217,24,16,44,276,260,533,93,108,198,28,43,77,34,79,109,643,784,1433,270,246,522,208,172,377,66,65,131,32,32,69,0,3,3
POA5251,6801,7606,14401,496,466,962,987,997,1987,511,476,991,429,482,916,889,968,1863,886,1019,1908,849,970,1818,734,893,1630,607,715,1316,291,405,700,112,199,312,17,35,54,6737,7485,14220,61,123,178,85,89,180,12,4,12,0,3,8,96,102,198,5430,5943,11374,998,1187,2181,6153,6809,12956,341,409,752,6174,6814,12987,81,80,156,904,924,1828,377,371,748,116,193,305,154,367,514,2441,3132,5579,1088,1036,2129,858,967,1823,326,305,627,224,239,456,11,16,29
POA5252,3150,3238,6391,243,244,493,511,450,955,248,228,478,190,195,386,407,438,847,438,508,943,473,485,957,330,372,705,228,226,457,72,69,148,14,18,34,8,7,13,3145,3238,6381,6,0,6,33,36,68,3,0,0,0,3,0,36,43,80,2609,2659,5271,361,391,749,2906,2989,5897,83,99,183,2885,2966,5850,38,40,78,478,423,896,173,171,338,40,74,119,71,133,202,1044,1325,2371,521,492,1009,493,393,881,120,109,230,60,45,110,3,0,6
POA5253,9223,9249,18469,503,554,1054,1094,1036,2135,588,565,1156,676,663,1338,1371,1156,2529,1083,984,2067,1165,1225,2394,1065,1109,2174,944,1031,1978,564,610,1174,173,306,480,93,74,165,8745,9085,17832,476,163,639,483,428,909,8,5,16,3,3,4,497,438,934,7049,7143,14193,1452,1382,2831,7207,7685,14893,1058,960,2015,7414,7879,15297,88,79,164,951,925,1875,374,390,761,77,147,218,132,264,394,2215,2666,4877,1421,1431,2852,1587,1547,3134,628,577,1203,652,701,1355,54,51,105
POA5254,1226,1126,2356,54,57,110,163,143,307,102,78,180,60,60,119,121,124,247,139,139,279,184,209,392,196,149,349,141,99,238,52,50,106,9,19,29,5,3,9,1220,1123,2345,7,5,9,18,19,46,0,0,0,0,0,0,25,19,42,999,922,1924,114,117,231,1106,1034,2144,28,25,59,1099,1015,2118,8,15,31,149,133,277,70,55,125,10,13,23,14,28,43,294,381,678,241,191,425,216,164,382,74,67,144,75,44,123,5,0,5
POA5255,4351,4710,9063,246,245,486,622,602,1220,300,292,590,206,216,424,393,444,840,464,578,1039,597,659,1257,630,646,1275,539,598,1141,274,296,570,83,141,226,7,15,25,4301,4603,8908,49,109,154,66,83,143,0,3,3,0,0,0,66,82,151,3556,3788,7351,507,597,1103,4049,4331,8376,74,115,194,3973,4270,8249,41,54,95,558,546,1110,192,221,416,42,55,100,55,136,192,1304,1679,2985,773,745,1519,715,714,1434,224,205,429,188,178,365,9,4,15
POA5256,659,666,1326,32,32,58,55,69,119,21,35,57,31,28,61,57,61,118,59,56,113,87,94,182,121,129,248,138,115,258,41,52,90,14,7,19,0,0,0,659,666,1326,0,0,0,12,7,20,0,0,0,0,0,0,12,7,20,485,501,989,113,108,215,591,592,1179,17,26,47,573,579,1156,0,3,6,46,56,104,16,20,35,5,8,10,6,15,23,195,212,408,106,133,240,131,113,247,48,38,84,34,26,63,0,0,5
POA5259,578,491,1064,28,26,49,83,49,130,29,38,63,32,23,54,60,54,113,42,60,104,95,83,181,89,73,169,83,63,150,26,22,47,8,0,8,4,5,12,577,486,1068,0,0,3,66,71,134,0,0,0,0,0,0,66,71,134,463,399,861,59,45,104,473,394,859,56,54,108,504,423,924,0,4,11,77,42,120,15,24,42,4,7,11,6,13,21,133,145,273,105,79,182,97,84,184,46,39,86,34,17,53,0,0,0
POA5260,879,885,1764,41,52,95,91,94,190,66,44,108,55,50,99,68,70,140,80,96,177,122,126,247,145,132,269,135,119,257,72,72,142,17,20,43,7,3,7,844,866,1716,33,16,49,26,30,55,0,0,0,0,0,0,31,27,58,740,744,1482,59,73,137,820,824,1645,8,11,19,806,814,1620,4,9,16,85,86,171,47,33,77,0,3,6,4,22,27,140,197,341,155,158,311,204,161,365,81,64,146,84,72,155,3,3,3
POA5261,188,162,350,13,7,19,32,19,52,10,20,25,9,3,15,13,12,25,26,22,47,39,21,64,23,30,54,20,11,30,11,7,17,3,0,3,0,0,0,188,162,350,0,0,0,0,3,4,0,0,0,0,0,0,3,3,9,173,145,312,10,13,23,178,153,334,0,3,3,179,151,330,4,0,7,27,18,47,5,17,23,0,0,0,0,5,5,39,61,97,40,31,71,27,19,48,17,8,26,17,4,17,0,0,0
POA5262,222,174,397,20,15,34,34,29,58,11,4,18,7,3,10,22,26,49,28,17,46,29,34,69,40,30,67,24,13,31,4,6,11,0,0,0,0,0,0,220,174,390,3,0,3,3,8,5,0,0,0,0,0,3,3,9,11,193,147,336,20,8,30,212,156,372,0,0,0,201,147,350,3,3,5,31,24,46,4,7,13,0,0,3,0,5,10,58,69,122,36,32,76,42,17,64,16,3,19,5,0,5,0,0,0
POA5263,71,55,129,3,3,3,8,4,12,3,4,9,3,0,3,3,3,6,9,8,17,16,12,27,16,12,26,11,9,15,0,4,7,0,0,0,0,0,0,66,53,122,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,60,45,104,3,6,6,66,52,111,3,0,3,65,50,115,0,0,0,10,3,9,4,3,3,0,0,0,0,0,3,32,30,64,16,4,15,5,3,11,4,3,3,0,0,0,0,0,0
POA5264,604,620,1225,29,46,73,61,67,131,23,24,44,32,23,58,63,49,112,49,60,108,74,77,154,106,100,205,103,84,186,54,54,108,19,25,43,7,3,4,580,594,1166,27,26,52,52,71,126,0,4,4,0,0,0,52,75,129,482,502,979,57,57,118,529,532,1068,24,35,56,537,548,1080,4,11,12,47,59,107,19,14,30,0,3,7,3,10,15,134,175,310,102,82,182,116,95,214,44,42,83,60,56,117,0,0,3
POA5265,239,204,445,10,5,19,38,40,72,16,7,21,9,3,15,33,29,60,28,29,54,36,29,66,33,22,60,23,19,47,6,11,25,0,3,6,0,0,0,239,204,445,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,201,165,365,18,14,26,213,177,386,7,3,5,212,181,394,8,0,8,33,35,64,9,7,11,0,0,0,3,9,14,54,56,111,32,40,69,51,29,79,22,7,25,11,7,17,0,0,0
POA5266,332,266,595,34,22,58,41,34,78,17,14,32,20,4,28,49,36,84,42,38,81,43,30,74,37,25,60,29,28,63,18,19,36,3,12,13,0,0,0,321,262,583,11,0,11,7,3,6,0,0,0,0,0,0,7,3,6,282,214,495,24,30,53,296,235,538,14,10,24,290,230,522,6,3,8,40,30,70,4,7,14,0,0,0,0,9,9,93,90,179,45,34,86,60,44,102,16,5,22,10,16,24,0,0,0
POA5267,988,935,1922,41,51,92,152,165,318,64,46,109,51,28,71,95,97,196,139,131,272,129,104,240,146,135,287,113,94,206,41,41,80,15,37,55,3,4,8,973,911,1883,16,22,42,10,7,15,0,0,0,0,0,0,12,7,21,844,782,1628,49,64,110,892,859,1757,9,8,24,888,841,1728,13,10,16,141,147,289,35,34,68,3,10,14,4,20,27,264,318,582,174,120,288,170,131,298,57,36,89,50,44,90,0,0,3
POA5268,1831,1653,3486,104,110,213,207,199,407,115,106,217,127,84,203,227,207,438,217,187,405,299,222,525,217,183,400,147,171,313,115,108,222,59,86,146,5,11,16,1766,1595,3357,67,61,132,17,16,30,0,3,8,0,0,0,20,18,37,1325,1263,2589,293,200,490,1399,1353,2754,233,132,365,1431,1366,2795,18,16,33,192,184,374,66,69,138,10,14,26,17,37,59,417,508,922,319,266,588,296,234,529,115,75,187,114,91,203,51,11,55
POA5269,134,106,244,3,3,9,20,13,40,13,6,17,3,6,6,9,4,19,13,21,29,26,20,47,27,17,43,16,11,28,6,6,14,0,0,0,0,0,0,134,106,244,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,114,86,204,7,7,18,125,102,227,3,0,3,115,97,212,0,0,0,20,13,35,5,3,12,0,0,0,0,3,3,38,38,76,18,18,39,16,9,26,13,6,17,15,3,17,0,0,0
POA5270,313,274,582,16,19,38,44,35,80,25,23,43,17,8,25,35,26,60,25,31,57,58,58,115,44,40,79,34,26,63,14,6,17,3,5,7,0,0,0,313,274,582,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,282,248,531,14,14,29,298,264,561,0,0,0,285,255,545,0,4,7,34,33,71,20,11,29,0,0,0,4,9,14,77,99,175,71,60,129,64,32,90,11,9,20,17,6,21,0,0,0
POA5271,3816,3552,7372,229,213,437,529,464,999,212,178,392,229,179,408,487,443,927,508,472,985,527,447,978,480,439,915,353,352,709,186,233,418,75,128,204,51,30,77,3708,3441,7146,114,113,219,65,58,119,0,0,3,0,0,0,62,54,120,2889,2870,5760,635,449,1088,3107,3061,6165,486,298,787,3159,3081,6242,43,38,85,482,434,916,134,117,250,22,28,49,46,100,149,927,1134,2063,654,622,1276,631,480,1116,225,173,398,201,175,375,130,28,159
POA5272,399,345,742,14,11,25,67,48,114,22,20,47,18,9,31,33,29,68,44,40,82,64,60,124,74,62,132,42,32,74,17,14,30,5,13,22,0,0,0,393,340,730,6,9,13,6,8,12,0,0,0,0,0,0,8,8,11,366,303,667,27,26,48,373,315,693,13,12,29,379,321,701,3,0,3,61,39,101,19,17,32,3,3,3,0,14,12,120,126,251,66,61,129,71,46,118,24,14,43,19,15,29,0,0,0
POA5273,59,44,105,9,5,11,10,4,15,0,3,3,4,0,4,3,9,13,11,6,14,8,12,19,6,5,13,3,5,6,0,0,0,0,0,0,0,0,0,59,44,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,93,4,3,11,53,45,99,0,0,0,48,41,90,0,0,0,10,4,15,0,3,3,0,0,0,0,3,6,14,28,38,11,5,18,4,4,10,0,0,0,3,0,3,0,0,0
POA5275,1199,1131,2329,65,55,120,145,101,252,52,59,106,54,46,99,123,117,235,124,113,234,135,147,277,207,178,377,166,168,338,98,119,220,29,40,69,4,10,18,1180,1101,2287,13,29,42,23,12,38,0,0,0,4,3,8,27,16,40,1050,945,1998,68,93,156,1109,1045,2157,20,16,33,1111,1027,2134,10,5,12,128,94,222,36,41,79,7,5,13,10,19,28,262,351,608,215,195,405,246,204,451,101,68,170,81,74,153,0,4,4
POA5276,630,601,1227,32,27,59,58,50,109,16,22,33,40,30,67,49,66,115,77,61,137,88,81,170,109,107,211,94,99,198,41,46,88,23,11,33,15,23,45,584,542,1129,45,57,100,5,3,7,0,0,0,0,0,0,6,7,12,501,456,952,57,52,114,552,505,1053,16,14,37,555,507,1060,7,4,9,50,40,89,14,13,20,4,3,11,5,18,19,186,224,412,110,108,223,108,77,186,35,22,54,39,15,56,3,0,3
POA5277,1500,1382,2880,99,87,190,203,176,374,85,66,148,82,75,153,149,130,281,197,182,372,220,209,433,193,200,391,194,140,333,64,73,138,19,52,71,32,16,41,1458,1332,2794,41,51,88,27,31,54,0,0,3,0,0,0,31,31,60,1240,1171,2406,127,122,254,1353,1277,2631,48,39,90,1347,1276,2614,14,13,24,181,166,346,52,45,94,15,19,33,21,29,53,355,442,793,227,238,465,277,195,469,90,77,166,132,84,212,0,7,9
POA5278,277,224,501,21,17,37,32,20,59,20,7,28,19,12,27,25,20,48,23,38,61,47,37,83,37,37,77,32,20,56,10,10,26,3,0,3,4,0,4,276,220,499,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,233,187,421,20,20,44,254,215,465,0,0,3,252,211,460,4,0,10,34,18,50,13,5,13,8,0,3,0,9,9,69,72,138,47,35,85,42,43,85,21,19,36,23,10,38,0,0,0
POA5279,250,266,513,12,14,29,37,35,67,13,23,36,12,3,8,14,20,35,29,38,64,35,31,67,46,58,106,37,34,68,11,9,24,0,3,4,0,0,0,250,266,513,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,198,214,409,26,31,53,224,236,464,6,6,12,220,242,458,0,0,3,29,27,59,10,12,26,0,0,0,0,11,11,37,60,98,51,38,84,37,48,88,21,22,44,23,24,52,0,0,0
POA5280,3524,3569,7092,167,184,356,476,438,914,222,202,419,180,154,341,295,335,630,384,372,764,525,529,1048,565,534,1101,406,416,825,210,258,472,88,149,236,9,14,20,3450,3467,6922,70,104,169,82,65,146,3,0,8,0,0,3,84,69,154,3015,2989,6000,249,325,576,3219,3209,6427,81,114,199,3253,3281,6530,19,42,67,440,396,830,158,143,300,23,33,55,25,104,133,737,1033,1773,719,653,1371,676,531,1209,229,199,424,248,214,464,3,8,14
POA5290,12231,12902,25131,826,788,1614,1732,1640,3371,795,811,1607,745,731,1479,1509,1571,3079,1437,1523,2961,1625,1687,3310,1525,1605,3136,1136,1271,2405,636,845,1486,255,428,687,53,48,98,11797,12511,24309,426,394,827,270,279,549,10,14,20,9,5,11,289,298,585,10187,10606,20792,1287,1462,2742,10845,11337,22189,719,851,1569,10991,11626,22615,140,132,269,1584,1499,3083,533,576,1108,116,178,296,191,457,654,2990,3900,6891,2247,2175,4420,1984,1920,3906,791,717,1506,794,810,1601,67,56,126
POA5291,4893,4107,8993,275,222,493,680,627,1307,303,290,592,224,169,391,523,384,909,655,537,1188,845,691,1534,696,593,1290,478,363,845,174,152,324,45,70,119,11,10,23,4351,4041,8397,536,65,598,83,39,124,3,0,3,0,0,0,82,38,123,4220,3515,7730,354,296,653,4070,3770,7843,95,104,202,4047,3765,7816,54,35,93,633,572,1203,193,218,410,27,47,78,47,126,170,994,1379,2373,890,747,1636,772,522,1291,270,205,472,249,163,411,10,0,9
POA5301,304,255,557,21,16,36,43,31,74,13,17,31,12,7,16,26,21,50,31,27,59,42,44,79,67,54,123,39,32,65,18,9,25,0,0,0,0,3,7,304,255,557,0,0,0,12,11,15,0,0,0,0,0,0,12,11,15,268,221,495,12,15,27,281,238,521,0,3,7,284,234,517,8,4,10,43,30,75,12,8,17,0,0,0,3,5,13,58,82,135,59,44,104,51,48,99,27,13,40,23,12,34,0,0,0
POA5302,409,415,819,20,24,47,48,45,94,25,16,43,10,7,16,41,43,82,53,54,102,58,57,116,63,57,117,56,51,106,31,35,63,5,14,21,0,0,0,395,391,785,7,20,32,13,8,18,0,0,0,0,0,0,13,8,18,315,334,652,52,34,88,356,372,723,22,10,35,351,358,711,3,3,4,47,45,85,17,12,26,0,0,0,0,4,5,97,132,223,55,72,124,95,61,156,30,15,44,27,31,56,0,0,0
POA5303,121,100,221,4,9,10,14,11,33,5,3,10,7,9,15,27,18,46,13,22,30,15,7,24,5,10,21,9,7,17,5,0,10,0,0,3,10,11,21,107,79,192,16,21,36,3,0,3,0,0,0,0,0,0,3,0,3,81,58,134,19,24,46,93,65,157,16,9,26,85,61,149,0,0,0,14,8,20,3,0,6,0,0,0,3,0,0,24,30,59,23,20,43,22,13,32,9,0,9,6,7,13,3,0,3
POA5304,422,392,816,20,23,40,43,51,94,21,18,37,29,25,62,56,56,118,44,37,83,64,56,122,62,57,112,55,23,75,22,23,50,8,20,27,8,23,37,408,373,782,18,15,39,4,3,8,0,0,0,0,0,0,4,3,8,331,304,631,39,43,82,357,325,680,24,26,50,346,317,660,0,0,0,42,45,88,6,10,17,0,3,3,4,7,9,105,114,222,64,50,115,75,47,125,36,26,61,21,34,53,3,0,3
POA5306,43,29,79,0,0,0,11,7,11,3,3,8,3,0,3,0,3,3,5,3,6,6,9,9,5,9,13,9,3,13,0,0,0,3,0,0,0,0,0,43,29,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,65,5,3,8,43,29,79,0,0,0,43,28,72,0,0,0,11,0,10,0,0,3,0,0,0,0,0,0,15,11,24,5,7,8,8,6,12,8,0,8,5,3,5,0,0,0
POA5307,277,289,564,14,20,29,33,33,71,12,12,31,9,15,25,21,23,40,28,24,48,36,37,77,39,45,82,37,32,71,22,30,58,20,20,38,0,0,0,265,279,541,12,13,26,4,3,10,0,0,0,0,0,0,4,0,7,244,256,499,12,21,32,257,270,521,6,11,16,255,269,524,0,3,3,33,28,59,11,13,27,0,3,3,4,6,10,49,82,126,50,44,91,52,49,101,18,15,28,41,32,78,0,0,0
POA5308,78,63,141,3,5,7,18,3,21,0,8,7,0,0,3,3,4,13,12,10,22,11,15,30,15,11,21,3,11,17,3,0,4,0,0,0,0,0,0,78,63,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,52,121,5,4,6,74,60,138,0,0,0,79,56,138,0,3,4,16,3,23,0,6,3,0,0,0,0,0,0,15,18,28,14,14,26,15,14,26,4,8,14,8,6,10,0,0,0
POA5309,78,62,143,0,6,10,11,10,16,3,5,11,3,0,3,6,7,17,13,4,17,15,10,23,9,11,19,9,13,24,6,0,6,0,0,0,0,0,0,78,62,143,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,66,45,112,3,4,9,67,54,124,3,0,3,70,56,121,0,0,0,11,10,15,3,6,9,0,0,0,0,0,0,15,25,39,11,6,19,17,9,26,11,3,14,6,0,8,0,0,0
POA5310,32,27,56,0,0,0,0,5,7,0,0,0,0,0,5,4,0,3,4,6,11,3,3,11,4,3,10,8,3,10,0,0,0,0,0,0,0,0,0,32,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,46,3,3,6,27,25,54,0,0,0,24,29,56,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,3,7,13,3,0,10,9,3,14,0,0,0,3,0,4,0,0,0
POA5311,216,181,397,11,7,18,28,22,53,15,21,35,20,5,26,16,16,35,14,19,40,44,35,74,40,31,69,25,13,42,6,5,10,3,0,0,0,0,0,216,181,397,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,193,163,352,6,10,22,195,168,364,8,3,11,198,169,369,0,0,0,29,23,53,10,13,22,0,0,3,0,3,3,52,62,119,32,30,64,55,30,83,12,5,19,16,13,25,0,0,0
POA5320,332,294,628,11,13,27,17,21,41,10,7,22,8,6,10,26,27,55,25,29,53,54,43,93,72,58,133,63,59,126,33,25,59,6,5,10,0,0,0,331,292,625,4,4,7,9,3,8,0,0,0,0,0,0,9,3,8,268,232,497,44,38,88,305,278,581,16,11,21,306,264,574,3,3,4,16,24,38,3,9,15,0,0,0,8,8,9,64,84,152,61,36,97,89,68,159,35,30,65,33,22,47,0,0,3
POA5321,396,147,547,0,0,0,19,10,27,13,4,20,27,3,31,72,12,83,87,15,104,62,23,85,57,40,96,41,29,68,12,8,22,0,0,3,3,0,3,188,147,337,211,0,211,24,0,25,0,0,0,0,0,0,24,0,25,329,112,447,50,19,67,173,134,310,0,0,0,164,136,299,0,0,0,12,9,21,11,0,10,0,0,0,0,3,3,38,38,77,31,33,66,40,33,74,15,7,25,18,5,27,0,0,0
POA5322,535,472,1007,27,21,48,55,48,100,41,24,67,22,20,43,53,45,98,59,48,105,71,88,160,87,73,157,92,69,162,27,22,52,3,7,13,9,3,16,535,472,1007,0,0,0,4,6,14,0,0,4,0,0,0,3,7,14,436,376,814,41,40,87,459,406,865,25,20,45,461,414,877,0,3,6,50,46,95,25,20,45,3,3,4,0,7,12,122,128,248,83,79,164,118,100,212,37,29,63,48,22,65,0,5,5
POA5330,1689,1698,3394,103,77,182,215,200,414,95,98,193,74,70,149,150,153,300,189,185,376,213,242,450,266,250,511,223,224,446,106,131,239,60,76,137,7,10,16,1654,1655,3304,43,46,91,47,34,84,0,0,0,0,0,0,52,39,85,1381,1378,2758,168,180,346,1456,1466,2925,102,99,198,1493,1518,3009,16,7,19,190,179,371,63,71,140,11,13,21,23,35,56,372,457,826,275,287,563,283,292,574,138,112,253,132,102,236,13,6,19
POA5331,175,156,329,11,9,18,19,20,43,7,10,14,12,4,15,9,12,24,20,25,44,20,19,43,28,29,50,25,25,51,14,9,29,4,3,5,4,3,12,164,152,321,7,8,15,3,0,5,0,0,0,0,0,0,5,0,9,131,119,255,22,20,38,149,130,280,9,8,13,149,135,284,3,5,4,20,15,35,4,10,12,0,0,0,0,3,8,48,35,78,31,46,76,27,21,47,14,12,25,10,11,21,0,0,0
POA5332,197,190,389,7,8,21,25,36,63,12,5,11,4,7,10,15,8,23,17,28,48,39,27,60,42,37,81,27,23,47,9,14,26,3,0,5,0,0,0,197,190,389,0,0,0,3,9,10,0,0,0,0,0,0,3,9,10,164,155,328,17,15,33,176,166,336,12,9,24,175,169,351,4,0,3,21,38,55,7,3,12,0,0,3,3,4,6,38,42,74,35,37,69,49,36,82,16,9,27,10,7,20,0,0,0
POA5333,2840,2941,5782,182,177,364,344,339,681,202,170,374,149,156,306,290,281,571,292,335,623,392,404,797,401,374,767,345,351,701,179,207,381,74,146,215,20,22,39,2753,2825,5574,88,119,202,55,86,138,0,3,4,0,0,3,58,88,144,2465,2512,4975,179,239,419,2599,2683,5279,103,118,219,2635,2689,5320,26,31,52,324,326,645,142,132,273,14,25,39,24,70,96,654,872,1524,523,514,1039,507,439,945,193,147,346,234,234,468,3,6,10
POA5340,891,774,1660,29,51,75,87,80,175,35,36,66,93,56,147,176,147,322,89,79,170,123,88,206,107,108,210,101,91,197,38,26,68,10,5,17,126,73,193,712,661,1378,176,112,281,10,10,22,0,0,0,0,0,0,10,12,22,582,535,1122,115,109,227,629,567,1195,72,86,158,626,583,1208,5,3,9,79,73,151,16,18,41,9,4,15,13,15,29,190,242,433,140,98,239,152,109,262,51,34,84,32,30,62,5,3,13
POA5341,3871,3848,7720,210,205,411,467,428,899,233,234,465,249,200,449,450,463,919,451,438,887,521,504,1023,552,507,1058,438,439,874,213,274,488,93,154,244,42,41,87,3739,3727,7467,136,122,256,92,121,211,0,0,0,6,3,5,95,121,217,2935,2942,5873,530,537,1071,2927,3015,5939,611,543,1152,3309,3372,6689,36,31,73,421,391,811,140,154,298,25,34,59,48,99,149,927,994,1930,633,596,1226,643,655,1299,269,227,496,283,297,587,61,54,112
POA5342,550,546,1103,14,19,36,86,76,155,39,42,82,25,17,48,37,45,78,68,69,134,82,103,181,109,91,202,68,57,123,22,25,48,5,8,10,4,0,7,550,546,1103,0,0,0,6,12,21,0,0,0,0,0,0,6,12,21,479,472,952,49,48,96,484,471,952,54,52,107,519,510,1031,0,3,6,77,71,147,26,32,59,3,6,7,9,7,19,138,174,311,105,102,207,107,92,204,42,19,60,37,21,55,0,4,5
POA5343,2469,2514,4978,145,134,275,329,285,615,161,138,298,147,158,300,287,315,605,260,274,532,308,296,605,358,352,716,274,262,543,140,188,332,56,108,166,34,27,62,2389,2424,4813,76,87,164,138,129,271,3,0,3,5,0,5,148,132,280,1930,1949,3879,287,319,604,2029,2064,4096,207,219,424,2146,2201,4351,21,27,45,295,258,552,107,92,196,15,25,33,41,67,104,632,727,1356,379,361,736,394,383,771,159,144,303,166,179,346,10,16,26
