"","POA_CODE_2016","M_0_149_CFNC","M_0_149_CF_C_und15","M_0_149_CFNC_und15","M_0_149_1PF_C_und15","M_0_149_1PFNC_und15","M_0_149_OthF","M_0_149_Tot","M_150_299_CFNC","M_150_299_CF_C_und15","M_150_299_CFNC_und15","M_150_299_1PF_C_und15","M_150_299_1PFNC_und15","M_150_299_OthF","M_150_299_Tot","M_300_449_CFNC","M_300_449_CF_C_und15","M_300_449_CFNC_und15","M_300_449_1PF_C_und15","M_300_449_1PFNC_und15","M_300_449_OthF","M_300_449_Tot","M_450_599_CFNC","M_450_599_CF_C_und15","M_450_599_CFNC_und15","M_450_599_1PF_C_und15","M_450_599_1PFNC_und15","M_450_599_OthF","M_450_599_Tot","M_600_799_CFNC","M_600_799_CF_C_und15","M_600_799_CFNC_und15","M_600_799_1PF_C_und15","M_600_799_1PFNC_und15","M_600_799_OthF","M_600_799_Tot","M_800_999_CFNC","M_800_999_CF_C_und15","M_800_999_CFNC_und15","M_800_999_1PF_C_und15","M_800_999_1PFNC_und15","M_800_999_OthF","M_800_999_Tot","M_1000_1199_CFNC","M_1000_1199_CF_C_und15","M_1000_1199_CFNC_und15","M_1000_1199_1PF_C_und15","M_1000_1199_1PFNC_und15","M_1000_1199_OthF","M_1000_1199_Tot","M_1200_1399_CFNC","M_1200_1399_CF_C_und15","M_1200_1399_CFNC_und15","M_1200_1399_1PF_C_und15","M_1200_1399_1PFNC_und15","M_1200_1399_OthF","M_1200_1399_Tot","M_1400_1599_CFNC","M_1400_1599_CF_C_und15","M_1400_1599_CFNC_und15","M_1400_1599_1PF_C_und15","M_1400_1599_1PFNC_und15","M_1400_1599_OthF","M_1400_1599_Tot","M_1600_1799_CFNC","M_1600_1799_CF_C_und15","M_1600_1799_CFNC_und15","M_1600_1799_1PF_C_und15","M_1600_1799_1PFNC_und15","M_1600_1799_OthF","M_1600_1799_Tot","M_1800_1999_CFNC","M_1800_1999_CF_C_und15","M_1800_1999_CFNC_und15","M_1800_1999_1PF_C_und15","M_1800_1999_1PFNC_und15","M_1800_1999_OthF","M_1800_1999_Tot","M_2000_2199_CFNC","M_2000_2199_CF_C_und15","M_2000_2199_CFNC_und15","M_2000_2199_1PF_C_und15","M_2000_2199_1PFNC_und15","M_2000_2199_OthF","M_2000_2199_Tot","M_2200_2399_CFNC","M_2200_2399_CF_C_und15","M_2200_2399_CFNC_und15","M_2200_2399_1PF_C_und15","M_2200_2399_1PFNC_und15","M_2200_2399_OthF","M_2200_2399_Tot","M_2400_2599_CFNC","M_2400_2599_CF_C_und15","M_2400_2599_CFNC_und15","M_2400_2599_1PF_C_und15","M_2400_2599_1PFNC_und15","M_2400_2599_OthF","M_2400_2599_Tot","M_2600_2999_CFNC","M_2600_2999_CF_C_und15","M_2600_2999_CFNC_und15","M_2600_2999_1PF_C_und15","M_2600_2999_1PFNC_und15","M_2600_2999_OthF","M_2600_2999_Tot","M_3000_3999_CFNC","M_3000_3999_CF_C_und15","M_3000_3999_CFNC_und15","M_3000_3999_1PF_C_und15","M_3000_3999_1PFNC_und15","M_3000_3999_OthF","M_3000_3999_Tot","M_4000_4999_CFNC","M_4000_4999_CF_C_und15","M_4000_4999_CFNC_und15","M_4000_4999_1PF_C_und15","M_4000_4999_1PFNC_und15","M_4000_4999_OthF","M_4000_4999_Tot","M_5000over_CFNC","M_5000over_CF_C_und15","M_5000over_CFNC_und15","M_5000over_1PF_C_und15","M_5000over_1PFNC_und15","M_5000over_OthF","M_5000over_Tot","M_NS_CFNC","M_NS_CF_C_und15","M_NS_CFNC_und15","M_NS_1PF_C_und15","M_NS_1PFNC_und15","M_NS_OthF","M_NS_Tot","Tot_CFNC","Tot_CF_C_und15","Tot_CFNC_und15","Tot_1PF_C_und15","Tot_1PFNC_und15","Tot_OthF","Tot_Tot"
"1","5000",24,4,0,0,6,3,33,0,0,3,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,4,10,7,3,0,3,0,19,7,3,0,3,0,0,18,17,7,0,0,0,0,26,31,5,3,6,3,0,42,24,8,0,4,3,3,41,27,18,0,0,0,4,43,21,6,3,0,4,0,31,42,15,9,0,3,3,77,11,7,0,0,3,0,26,9,3,0,3,0,0,17,30,13,8,0,3,4,52,36,3,3,3,3,0,50,12,4,0,0,0,0,18,13,8,5,0,0,0,25,0,7,5,0,0,0,15,326,105,42,24,35,18,549
"2","5005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","5006",10,3,5,0,0,0,28,3,0,0,0,0,0,4,3,0,0,0,0,0,4,3,0,0,0,0,0,3,10,3,3,0,0,0,14,5,0,4,0,0,0,8,4,3,0,0,0,0,12,5,4,3,0,0,0,14,7,8,0,0,0,0,11,11,0,7,0,0,0,18,9,0,0,0,0,0,7,12,5,3,0,0,0,25,3,0,0,0,0,0,13,3,5,3,0,0,0,14,10,0,3,0,3,0,12,19,11,3,0,0,0,31,11,6,9,0,0,0,31,12,15,9,3,3,0,46,7,7,3,0,0,0,15,157,78,54,11,18,3,319
"4","5007",3,3,5,3,3,0,16,0,3,0,0,0,0,5,3,8,3,0,0,0,14,5,3,0,0,0,0,13,8,5,9,0,0,0,27,12,3,6,0,8,0,26,12,14,5,4,3,0,36,14,22,0,0,0,0,40,24,16,0,3,0,0,47,21,15,5,4,0,3,49,16,17,0,3,0,0,41,25,19,7,3,3,0,56,14,11,3,0,3,0,25,10,9,0,0,3,0,21,19,24,4,3,0,3,51,14,19,4,0,0,0,39,5,10,0,0,0,0,17,6,0,0,0,0,0,11,4,0,9,0,0,0,17,209,201,69,36,36,10,552
"5","5008",9,11,10,0,10,0,48,8,6,4,0,0,0,14,7,11,12,0,4,0,32,3,19,6,0,3,0,31,10,18,11,7,10,0,56,15,20,19,0,13,0,70,27,28,17,6,7,7,91,28,60,9,4,4,0,102,31,42,7,6,9,0,92,31,52,16,7,9,3,116,19,39,11,5,0,0,80,42,67,20,3,7,0,136,19,33,0,0,3,0,58,9,19,3,0,3,0,34,25,50,7,0,3,3,81,24,40,9,3,6,0,76,9,10,0,0,0,0,19,3,3,0,0,0,0,5,10,9,9,7,12,3,51,339,514,168,63,109,15,1205
"6","5009",4,14,7,0,0,0,24,5,0,3,0,3,0,8,5,3,4,0,3,0,22,0,3,3,0,3,0,12,3,3,3,8,7,0,22,15,3,3,0,3,0,26,15,8,9,0,4,3,35,11,21,14,0,4,0,45,7,15,6,3,0,0,32,14,22,5,3,5,0,44,12,20,0,0,0,0,35,11,26,7,3,0,0,50,7,18,3,0,0,0,33,3,11,0,0,0,0,15,13,17,3,0,5,0,45,6,11,0,0,0,0,23,0,4,4,0,0,0,4,7,4,0,0,0,0,10,3,8,3,4,0,0,18,146,206,77,25,40,8,509
"7","5010",5,7,4,3,0,0,28,0,0,3,0,0,0,7,0,3,3,0,0,0,12,7,0,3,0,0,0,7,8,10,3,0,4,0,20,6,10,3,0,4,0,33,9,21,12,8,8,0,54,19,30,5,4,0,3,59,17,27,11,3,0,0,67,8,37,5,3,3,0,59,9,31,4,3,0,0,42,15,36,16,11,0,0,81,5,11,3,0,0,0,29,0,11,4,3,0,0,19,4,17,0,0,0,0,18,9,11,4,0,0,0,20,6,4,0,0,0,0,14,0,4,0,0,0,0,3,0,12,3,0,3,0,16,131,268,99,41,35,14,584
"8","5011",7,7,11,0,5,0,37,3,3,5,0,0,0,15,12,8,13,0,3,0,30,14,5,7,0,0,0,32,12,14,8,0,7,3,49,20,23,10,4,0,0,58,18,23,17,7,6,0,75,31,31,12,5,6,0,86,29,45,14,14,9,0,113,35,55,20,3,7,3,119,24,47,17,5,0,0,91,53,81,17,4,4,0,162,23,30,7,0,0,0,62,13,24,10,7,0,0,56,37,51,20,0,3,0,115,44,65,22,3,4,0,132,8,12,7,3,3,0,30,9,13,4,0,0,0,29,12,17,7,0,3,0,34,400,563,213,57,71,16,1326
"9","5012",10,17,11,7,5,5,45,3,0,0,0,0,0,3,4,3,7,0,0,0,19,3,10,8,3,4,0,24,7,14,9,5,10,0,37,17,15,10,8,7,3,62,16,24,12,3,11,0,66,30,48,14,8,4,3,106,23,54,15,8,3,3,106,29,57,26,7,10,4,128,23,48,13,11,3,3,96,24,62,15,0,8,0,108,8,18,9,3,0,3,39,6,11,0,3,0,0,18,7,29,10,0,0,0,51,11,22,3,0,0,0,31,3,6,0,0,0,0,6,0,0,0,0,0,0,4,8,18,10,0,5,3,41,230,450,164,68,63,27,998
"10","5013",12,8,8,3,12,0,46,3,6,0,0,3,0,9,4,3,9,4,3,0,28,7,3,11,5,8,0,40,8,9,12,7,13,0,50,15,18,19,10,17,0,76,31,32,11,10,9,3,88,32,47,14,18,14,3,136,30,29,4,20,11,5,104,39,42,17,10,14,3,127,26,38,9,8,9,3,96,31,44,13,4,3,0,104,9,19,3,3,3,0,44,7,13,0,0,0,0,17,4,12,0,0,4,0,27,0,17,3,0,0,0,28,3,3,4,0,0,0,9,3,3,0,0,0,0,3,15,8,9,4,3,3,45,288,380,151,103,134,18,1079
"11","5014",20,6,6,4,8,0,46,4,5,3,0,4,0,19,14,3,9,0,4,3,36,14,9,5,0,7,0,42,22,13,12,3,14,0,59,21,16,18,6,5,0,72,32,32,18,11,5,0,104,33,42,22,16,20,0,130,40,43,22,8,14,0,123,52,60,20,6,10,0,147,35,58,12,3,3,0,116,60,78,24,6,9,6,177,31,30,9,0,0,0,74,7,14,5,0,3,0,29,28,44,15,0,3,0,92,22,31,11,4,3,0,63,6,11,3,0,0,0,18,0,3,0,0,0,0,3,4,12,9,3,4,0,37,439,508,219,87,114,8,1384
"12","5015",3,3,3,0,3,0,14,0,0,3,0,0,0,6,5,4,0,0,3,0,18,3,4,9,0,3,0,16,13,10,3,0,4,0,33,13,9,7,4,8,0,45,18,10,8,0,4,0,42,34,22,10,6,12,0,82,25,29,8,11,3,0,74,29,28,5,7,4,3,78,20,8,3,3,0,0,41,25,17,7,5,0,3,52,15,12,0,0,0,0,28,3,10,0,0,0,0,16,10,19,3,0,0,0,34,9,13,7,0,0,0,29,3,3,3,0,0,0,9,0,3,0,0,0,0,5,7,0,9,0,0,0,15,245,198,83,46,48,12,632
"13","5016",12,12,3,0,3,0,31,9,0,0,0,3,0,11,14,15,7,0,3,0,34,5,0,3,0,6,0,20,15,18,5,3,8,0,51,20,11,17,3,5,0,55,31,18,19,7,14,0,84,21,28,18,7,6,0,86,17,36,12,4,8,0,85,28,40,21,11,12,0,113,30,41,12,8,9,0,95,50,51,6,0,0,7,120,14,26,5,0,3,0,44,9,12,3,0,0,0,26,40,56,9,10,0,0,111,23,32,17,3,4,0,84,12,14,0,0,0,0,24,8,3,5,0,0,0,16,9,6,6,0,3,0,33,366,410,181,63,92,7,1118
"14","5017",3,0,3,0,0,0,12,4,0,0,0,0,0,3,12,4,3,0,0,0,21,5,0,3,0,3,0,14,12,8,5,3,3,0,24,12,10,13,6,6,0,44,13,18,11,8,4,0,46,17,10,15,8,8,0,55,14,22,6,8,9,0,63,19,35,9,7,4,0,72,12,19,6,3,3,3,48,20,15,7,3,9,0,46,0,6,0,0,0,0,8,0,4,0,0,0,0,7,4,5,3,3,0,0,14,3,9,0,0,0,0,13,5,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,12,151,174,78,44,46,9,507
"15","5018",17,3,7,0,0,0,30,3,0,0,0,0,0,7,16,3,3,0,0,0,21,8,3,7,0,3,0,18,16,6,9,3,3,0,34,11,12,11,4,4,0,38,9,14,17,0,7,0,49,13,14,16,5,8,3,54,22,20,10,3,6,0,55,22,29,19,5,3,0,79,13,27,13,0,5,0,56,24,36,18,7,7,0,91,13,21,12,0,0,0,42,8,3,3,0,0,0,16,21,18,10,0,0,0,51,19,11,0,3,0,0,41,4,6,0,0,0,0,15,3,0,3,0,0,0,7,5,3,5,0,0,0,21,244,221,155,33,55,9,729
"16","5019",17,10,6,0,3,0,37,4,0,6,0,4,0,17,6,3,7,0,3,0,13,3,5,0,0,3,0,14,14,11,8,0,7,0,48,16,6,8,3,0,3,38,10,19,8,3,5,0,52,27,27,14,6,4,4,73,20,22,15,9,9,0,70,22,43,8,8,7,0,88,20,33,3,7,4,0,64,39,50,15,3,3,0,115,15,20,0,3,0,0,36,8,13,3,3,0,0,23,19,37,6,3,0,0,61,23,52,14,4,4,0,99,7,6,3,0,0,0,20,9,6,0,0,0,0,12,7,13,3,0,3,0,36,292,371,131,50,60,11,914
"17","5020",5,0,4,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,9,7,3,3,0,0,0,10,3,4,5,0,0,0,16,7,3,8,0,5,0,21,6,12,6,4,3,0,35,0,4,4,3,0,0,21,7,10,5,0,4,0,22,7,9,4,3,0,0,26,5,7,3,0,0,0,12,10,12,5,0,3,0,27,9,14,4,0,3,0,31,4,10,3,0,0,0,15,10,16,0,0,0,0,23,12,13,8,0,0,0,34,0,3,0,0,0,0,11,3,3,0,0,0,0,7,4,3,8,0,0,0,16,99,138,74,15,17,3,344
"18","5021",16,3,5,0,0,0,28,5,0,3,0,0,0,9,3,0,5,0,0,0,14,3,0,0,0,0,0,8,10,5,4,3,0,0,15,9,9,3,3,0,0,28,11,5,5,0,3,0,28,6,15,3,0,0,0,25,7,7,11,3,0,0,31,14,9,4,0,0,0,30,12,8,3,5,0,0,26,27,27,9,0,3,0,67,4,4,6,0,0,0,14,9,14,3,0,3,0,25,10,15,9,3,3,0,38,17,28,18,0,3,0,66,6,7,3,0,0,0,21,3,7,7,0,0,0,19,3,3,3,0,0,0,10,168,183,103,21,22,4,511
"19","5022",22,14,10,3,6,0,52,11,3,3,0,0,0,22,11,15,16,0,5,0,48,20,9,11,0,4,0,37,14,23,16,4,9,0,71,29,28,17,0,8,0,80,27,35,23,4,4,0,94,26,35,19,3,8,0,95,33,40,24,3,12,0,118,20,50,17,3,4,0,94,30,33,10,0,0,0,79,36,58,29,7,9,3,144,12,31,11,3,3,0,61,12,45,8,5,0,0,73,34,86,28,7,0,0,155,57,122,35,5,11,0,223,27,51,12,4,4,0,101,11,34,9,0,3,0,61,11,14,12,0,0,4,40,434,725,322,65,79,20,1638
"20","5023",10,14,8,0,4,0,42,3,0,7,0,0,0,12,14,9,14,3,3,0,47,17,11,8,0,9,0,44,22,11,21,6,11,0,71,27,22,12,6,19,0,91,21,44,18,12,9,0,103,30,55,12,5,10,0,113,40,40,19,15,7,0,127,42,58,16,12,9,4,136,42,47,14,8,4,5,120,54,98,24,11,7,3,194,24,57,8,5,0,0,94,16,16,10,0,0,0,41,33,55,9,0,5,0,110,19,48,15,5,0,0,88,0,11,3,0,0,0,12,0,3,0,0,0,0,7,9,18,6,6,6,5,53,426,607,229,94,119,16,1493
"21","5024",17,11,16,3,4,0,55,3,3,6,0,4,0,13,10,9,8,0,3,0,31,4,6,9,3,0,0,24,16,12,16,3,3,0,46,15,26,21,7,9,0,72,20,21,19,3,4,0,63,15,32,26,7,7,0,95,25,34,21,4,8,3,82,28,35,18,7,6,0,105,15,20,16,3,5,0,60,36,86,13,5,5,0,148,5,32,3,0,0,0,51,16,31,7,0,0,0,56,26,69,14,3,0,0,119,29,80,28,3,6,0,150,8,29,7,0,0,0,45,3,10,6,0,3,0,30,22,18,20,3,3,0,64,313,581,268,58,77,10,1312
"22","5025",12,9,10,0,3,0,39,0,5,4,0,0,0,10,3,8,3,0,0,0,11,3,3,11,0,3,0,18,10,14,11,4,6,0,39,6,17,13,6,3,0,45,14,14,10,3,4,0,52,16,25,12,0,7,0,58,11,23,8,0,0,0,49,10,33,9,3,4,0,62,14,22,9,3,4,0,53,33,60,19,0,5,0,113,20,20,9,0,0,0,51,6,19,0,3,0,0,34,25,26,13,0,0,0,61,23,39,18,4,0,4,84,6,11,0,0,0,0,12,4,3,4,0,0,0,18,9,3,3,4,0,0,24,211,358,168,37,48,8,827
"23","5031",12,9,11,0,3,0,33,6,4,0,0,0,0,12,8,8,5,0,3,0,25,5,4,0,4,0,0,10,3,7,6,5,3,0,30,4,8,7,0,4,0,27,11,22,9,3,3,0,43,17,29,13,4,3,0,64,17,21,12,7,6,0,68,23,29,6,4,8,3,75,17,35,9,6,0,3,66,39,60,8,9,4,0,117,21,13,4,0,0,0,42,16,11,5,0,0,0,40,16,32,4,3,0,0,64,21,41,5,0,0,0,70,3,15,0,0,0,0,26,6,0,0,0,0,0,11,7,10,7,0,0,3,27,252,374,107,44,44,18,839
"24","5032",17,17,12,0,0,3,45,6,9,8,0,0,0,24,8,4,7,0,3,0,23,8,9,9,3,3,0,29,23,9,12,3,3,0,47,19,16,12,7,9,0,56,25,32,15,0,10,0,84,31,42,15,0,5,0,91,30,28,17,7,10,0,90,21,40,14,4,10,0,90,6,35,14,0,3,0,63,37,69,26,6,4,0,151,15,23,7,0,4,0,52,19,31,6,0,0,0,50,24,41,14,4,0,0,88,30,56,20,0,3,0,114,9,18,11,0,0,0,42,7,17,3,0,0,0,28,10,17,18,0,3,0,52,342,524,239,44,68,12,1226
"25","5033",7,9,11,0,7,0,24,0,5,4,0,0,0,10,11,3,0,0,3,0,15,9,0,0,0,3,0,15,4,4,9,6,6,0,34,6,14,10,4,4,0,30,16,12,8,3,3,0,48,13,24,6,3,7,3,53,15,26,8,3,3,0,48,20,40,7,4,3,0,72,17,30,7,0,4,0,58,30,49,10,3,3,3,91,20,25,3,0,0,0,49,6,7,0,0,0,0,14,24,30,3,4,0,0,57,3,23,7,0,0,0,36,4,3,3,0,0,0,14,0,3,0,0,0,0,6,5,4,3,0,0,0,19,208,306,96,39,45,7,700
"26","5034",12,11,4,0,0,0,34,6,4,3,3,0,0,17,7,3,8,0,0,0,24,4,0,0,0,0,0,7,7,5,8,0,3,0,35,14,12,9,0,3,0,37,13,17,14,6,0,0,53,20,24,12,7,8,0,65,14,17,12,5,3,0,47,19,29,7,4,0,0,60,16,17,12,3,0,0,46,23,61,20,0,10,0,113,10,25,6,0,0,0,44,5,26,3,0,0,0,42,15,52,10,0,3,0,85,31,89,20,8,4,0,149,8,44,9,0,3,0,68,11,28,4,0,0,0,43,12,17,7,0,3,0,33,252,500,173,41,44,3,1011
"27","5035",14,12,8,0,4,0,33,3,0,0,0,0,0,7,3,4,3,0,0,0,11,0,7,0,0,0,0,13,5,10,6,3,0,0,25,0,7,4,3,0,0,23,9,7,3,4,3,0,29,7,16,10,0,3,0,41,12,18,6,6,0,0,42,13,19,6,4,0,0,39,8,17,3,3,0,0,29,8,29,6,3,3,0,47,11,6,7,0,0,0,20,4,19,0,0,0,0,21,13,22,3,0,0,0,40,11,41,8,0,0,0,58,6,7,3,5,0,0,19,0,3,0,0,0,0,8,3,4,3,0,0,0,12,136,257,75,27,21,3,517
"28","5037",10,8,10,3,4,0,34,4,3,0,0,0,0,15,5,10,11,0,3,0,28,3,4,5,0,4,0,19,8,12,9,0,3,0,40,18,16,5,0,9,0,43,14,31,10,8,8,0,66,25,33,21,8,11,0,106,17,33,11,3,6,0,76,18,41,6,4,9,0,79,19,34,12,7,9,0,77,33,64,17,3,3,4,121,12,29,3,3,7,0,59,14,19,0,0,0,0,40,14,36,7,0,0,0,65,22,34,11,0,0,0,64,14,17,5,0,0,0,29,3,10,0,0,0,0,15,7,8,3,3,3,0,27,264,453,159,50,76,15,1016
"29","5038",14,9,11,3,8,0,43,6,0,9,4,0,0,21,15,14,9,0,8,0,46,15,13,9,3,4,0,42,7,12,15,0,10,0,50,29,30,13,5,12,0,88,30,48,18,7,9,3,113,32,50,17,8,11,0,118,47,52,8,11,6,3,132,46,65,13,13,8,0,141,41,60,7,3,3,4,121,56,86,21,8,3,0,176,26,38,5,6,3,0,82,26,28,4,3,0,0,62,40,57,14,3,3,0,116,25,43,11,3,3,0,89,9,18,4,0,3,0,34,3,0,4,0,0,0,4,17,22,7,0,3,0,42,485,649,191,75,94,15,1513
"30","5039",10,8,3,0,4,0,26,0,0,3,0,3,0,4,6,4,4,0,3,0,24,0,0,3,0,6,0,13,5,18,8,3,4,0,37,11,18,11,0,9,0,57,9,24,12,3,5,0,57,19,39,8,3,3,0,73,12,30,10,11,8,0,64,17,49,10,3,3,4,85,19,44,8,0,7,0,75,44,81,16,7,3,0,146,17,39,7,0,4,0,69,18,18,3,0,0,0,41,24,48,6,3,0,0,82,16,48,6,3,3,4,76,4,12,0,0,0,0,21,0,9,0,0,0,0,8,5,11,3,0,0,3,21,243,485,127,41,67,11,973
"31","5040",9,0,3,0,0,0,13,0,0,0,0,0,0,3,3,3,0,0,0,0,9,3,0,0,0,0,0,3,3,0,0,0,0,0,8,3,3,4,3,0,0,14,8,0,0,0,0,0,10,4,9,0,3,4,0,17,3,9,0,0,0,0,18,8,6,0,0,0,0,16,0,13,3,0,0,0,14,5,15,5,4,0,0,23,4,9,3,3,0,0,15,5,8,3,0,0,0,14,10,16,3,0,0,0,30,14,11,3,0,0,0,31,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,3,0,3,74,97,38,15,9,0,250
"32","5041",11,19,25,0,7,0,64,3,3,4,0,0,0,16,9,10,5,3,3,0,33,3,9,6,3,0,0,30,17,18,16,3,9,0,56,13,24,12,7,10,0,72,21,34,32,3,4,0,96,21,54,22,10,10,0,115,13,62,13,4,12,0,104,19,59,14,10,6,0,107,24,61,9,7,10,0,104,36,95,28,6,0,0,171,13,51,13,7,3,0,90,21,39,17,8,0,3,79,28,103,28,3,3,0,161,41,139,25,8,11,0,221,10,31,8,0,0,0,47,7,21,6,3,0,0,35,9,30,7,3,0,0,58,313,856,311,85,87,4,1657
"33","5042",18,11,5,0,3,0,41,4,0,3,0,0,0,11,3,9,7,0,0,0,25,5,3,3,0,3,0,20,21,3,9,0,0,0,38,17,17,14,9,7,0,60,10,13,11,9,11,3,61,15,25,15,4,6,3,75,31,44,13,7,3,3,97,34,49,15,5,3,0,106,17,39,8,5,3,0,77,28,66,22,5,3,0,121,14,34,0,0,4,0,53,13,16,3,0,0,0,33,11,35,7,0,0,0,53,7,28,8,0,0,0,47,5,3,3,0,0,0,10,3,8,0,0,0,0,10,5,8,0,0,3,0,23,274,419,149,44,61,8,961
"34","5043",29,15,10,0,0,0,59,8,3,3,0,0,0,16,7,10,8,3,7,0,39,3,6,3,0,8,0,28,20,11,12,3,13,4,62,28,28,16,9,11,0,102,28,44,15,10,10,3,116,34,40,22,12,11,0,123,51,54,17,10,17,3,153,67,86,20,10,18,3,198,47,67,8,6,9,0,143,71,100,24,6,12,3,212,29,39,7,4,0,0,85,14,26,6,0,0,0,47,33,50,14,4,0,0,99,25,41,6,3,5,0,74,11,10,3,0,4,0,23,0,5,0,0,0,0,8,14,13,15,0,7,3,54,528,655,211,91,124,28,1639
"35","5044",24,15,7,0,3,4,50,9,5,3,0,0,0,14,5,8,8,0,3,0,28,3,11,9,0,3,0,25,11,11,13,0,7,0,43,21,12,3,0,3,0,43,18,21,12,3,8,0,64,13,17,8,3,7,0,58,18,40,16,7,3,0,88,25,27,11,3,5,0,71,10,39,8,4,0,0,69,33,57,28,0,3,0,125,15,24,10,0,6,0,49,16,21,9,0,0,0,49,27,64,21,5,0,0,114,29,80,25,0,4,3,138,14,20,10,3,0,0,45,5,24,12,0,0,0,43,7,15,6,3,0,0,33,312,501,211,42,59,12,1140
"36","5045",33,13,12,4,5,3,64,6,3,9,3,3,0,24,18,3,3,0,5,0,25,17,3,3,0,3,0,30,23,9,13,0,0,0,42,20,15,13,6,11,0,70,37,20,23,5,11,3,98,25,11,12,3,11,3,70,31,24,19,0,9,0,76,25,22,14,3,8,3,78,27,28,8,0,0,0,66,42,64,28,3,12,0,148,12,29,8,0,0,0,49,17,21,8,0,0,0,43,36,70,15,11,5,0,139,57,86,28,3,5,3,181,18,35,18,4,3,0,75,14,18,10,0,3,0,43,16,18,9,0,3,0,48,466,508,239,57,95,15,1379
"37","5046",5,9,12,0,4,3,30,4,0,3,0,3,0,14,8,4,4,0,5,0,23,6,4,3,0,3,0,18,15,5,8,3,8,0,33,13,11,14,7,8,0,51,27,19,9,6,9,0,64,22,23,6,5,8,0,65,18,28,9,7,8,3,74,27,37,9,7,6,0,90,18,37,11,3,11,0,80,30,57,15,6,5,0,111,12,26,0,4,0,0,40,9,16,0,0,3,0,32,25,29,9,3,0,0,74,19,32,8,0,3,0,55,0,5,3,0,0,0,6,0,0,0,0,0,0,3,11,8,7,3,0,0,31,264,357,133,50,79,14,891
"38","5047",10,10,0,3,0,0,29,0,0,0,0,0,0,5,8,0,3,0,3,0,15,10,4,3,0,0,3,20,15,15,10,0,3,0,44,10,5,6,4,4,0,27,17,22,7,3,12,0,69,16,30,13,6,9,0,72,23,24,16,3,8,0,73,25,28,8,3,5,0,78,13,35,12,11,0,0,76,31,46,10,9,0,3,100,16,34,3,3,0,0,59,3,15,0,0,0,0,20,12,28,6,0,0,0,47,9,32,7,3,0,0,48,3,6,8,0,0,0,12,3,7,3,0,0,0,9,8,12,4,0,5,0,29,241,342,124,50,64,10,831
"39","5048",38,12,21,0,6,0,77,10,6,8,0,0,0,28,17,11,7,0,3,0,34,15,9,10,0,6,0,34,18,4,15,5,6,0,53,20,15,15,3,3,3,57,22,26,20,14,11,0,89,27,34,25,11,8,3,108,22,35,14,13,3,0,90,31,53,24,12,6,0,128,28,35,13,0,11,0,86,41,99,36,7,10,3,191,16,42,7,7,0,0,75,11,24,8,0,5,0,50,33,79,17,3,3,0,131,33,80,20,3,3,0,136,11,33,3,3,3,0,62,13,28,6,3,0,0,48,10,14,9,3,7,3,39,408,633,279,80,96,14,1513
"40","5049",29,7,9,0,3,0,51,4,4,3,0,3,0,16,13,3,12,3,4,0,32,11,3,7,3,0,0,24,17,13,14,0,9,0,49,25,17,16,3,4,0,59,26,21,17,5,5,3,75,17,43,12,10,7,0,86,30,42,13,8,8,0,96,29,49,13,3,7,0,106,25,36,4,3,9,0,76,41,75,29,3,9,0,152,18,37,3,0,3,0,71,10,24,4,0,0,0,45,30,56,23,7,0,0,112,32,61,22,4,5,0,129,14,20,10,3,0,0,50,9,15,6,0,0,0,26,16,14,11,4,3,3,50,395,542,220,57,73,6,1293
"41","5050",10,3,9,0,0,0,26,0,0,3,0,0,0,8,9,3,10,0,3,3,23,7,3,4,4,0,0,17,7,5,3,0,3,0,25,7,15,17,3,8,0,47,10,16,14,0,0,0,42,16,23,12,4,8,0,65,9,16,10,3,0,0,43,13,26,16,3,3,0,59,10,26,6,0,3,0,42,14,45,11,6,3,0,83,12,20,6,4,7,0,40,7,10,3,3,0,0,26,15,23,8,0,4,0,57,22,37,6,0,6,0,66,11,10,0,0,0,0,21,0,4,0,0,0,0,7,3,6,3,0,3,0,17,174,303,139,38,48,4,715
"42","5051",30,12,12,0,0,0,58,14,4,3,0,0,0,29,15,9,11,0,3,0,41,18,12,10,4,6,0,47,24,20,19,6,11,0,83,25,19,16,10,9,0,82,27,43,31,13,15,0,132,24,68,44,11,7,0,160,38,81,27,11,17,3,171,34,110,24,12,15,0,194,29,89,27,0,4,0,154,54,143,42,14,17,0,265,33,83,15,5,9,0,138,23,57,15,3,0,3,101,42,120,25,3,3,0,199,50,130,30,5,5,0,222,10,41,11,4,0,0,63,6,24,10,0,0,0,39,14,26,19,3,3,0,63,510,1100,397,97,131,15,2250
