"","POA_CODE_2016","M_0_149_CFNC","M_0_149_CF_C_und15","M_0_149_CFNC_und15","M_0_149_1PF_C_und15","M_0_149_1PFNC_und15","M_0_149_OthF","M_0_149_Tot","M_150_299_CFNC","M_150_299_CF_C_und15","M_150_299_CFNC_und15","M_150_299_1PF_C_und15","M_150_299_1PFNC_und15","M_150_299_OthF","M_150_299_Tot","M_300_449_CFNC","M_300_449_CF_C_und15","M_300_449_CFNC_und15","M_300_449_1PF_C_und15","M_300_449_1PFNC_und15","M_300_449_OthF","M_300_449_Tot","M_450_599_CFNC","M_450_599_CF_C_und15","M_450_599_CFNC_und15","M_450_599_1PF_C_und15","M_450_599_1PFNC_und15","M_450_599_OthF","M_450_599_Tot","M_600_799_CFNC","M_600_799_CF_C_und15","M_600_799_CFNC_und15","M_600_799_1PF_C_und15","M_600_799_1PFNC_und15","M_600_799_OthF","M_600_799_Tot","M_800_999_CFNC","M_800_999_CF_C_und15","M_800_999_CFNC_und15","M_800_999_1PF_C_und15","M_800_999_1PFNC_und15","M_800_999_OthF","M_800_999_Tot","M_1000_1199_CFNC","M_1000_1199_CF_C_und15","M_1000_1199_CFNC_und15","M_1000_1199_1PF_C_und15","M_1000_1199_1PFNC_und15","M_1000_1199_OthF","M_1000_1199_Tot","M_1200_1399_CFNC","M_1200_1399_CF_C_und15","M_1200_1399_CFNC_und15","M_1200_1399_1PF_C_und15","M_1200_1399_1PFNC_und15","M_1200_1399_OthF","M_1200_1399_Tot","M_1400_1599_CFNC","M_1400_1599_CF_C_und15","M_1400_1599_CFNC_und15","M_1400_1599_1PF_C_und15","M_1400_1599_1PFNC_und15","M_1400_1599_OthF","M_1400_1599_Tot","M_1600_1799_CFNC","M_1600_1799_CF_C_und15","M_1600_1799_CFNC_und15","M_1600_1799_1PF_C_und15","M_1600_1799_1PFNC_und15","M_1600_1799_OthF","M_1600_1799_Tot","M_1800_1999_CFNC","M_1800_1999_CF_C_und15","M_1800_1999_CFNC_und15","M_1800_1999_1PF_C_und15","M_1800_1999_1PFNC_und15","M_1800_1999_OthF","M_1800_1999_Tot","M_2000_2199_CFNC","M_2000_2199_CF_C_und15","M_2000_2199_CFNC_und15","M_2000_2199_1PF_C_und15","M_2000_2199_1PFNC_und15","M_2000_2199_OthF","M_2000_2199_Tot","M_2200_2399_CFNC","M_2200_2399_CF_C_und15","M_2200_2399_CFNC_und15","M_2200_2399_1PF_C_und15","M_2200_2399_1PFNC_und15","M_2200_2399_OthF","M_2200_2399_Tot","M_2400_2599_CFNC","M_2400_2599_CF_C_und15","M_2400_2599_CFNC_und15","M_2400_2599_1PF_C_und15","M_2400_2599_1PFNC_und15","M_2400_2599_OthF","M_2400_2599_Tot","M_2600_2999_CFNC","M_2600_2999_CF_C_und15","M_2600_2999_CFNC_und15","M_2600_2999_1PF_C_und15","M_2600_2999_1PFNC_und15","M_2600_2999_OthF","M_2600_2999_Tot","M_3000_3999_CFNC","M_3000_3999_CF_C_und15","M_3000_3999_CFNC_und15","M_3000_3999_1PF_C_und15","M_3000_3999_1PFNC_und15","M_3000_3999_OthF","M_3000_3999_Tot","M_4000_4999_CFNC","M_4000_4999_CF_C_und15","M_4000_4999_CFNC_und15","M_4000_4999_1PF_C_und15","M_4000_4999_1PFNC_und15","M_4000_4999_OthF","M_4000_4999_Tot","M_5000over_CFNC","M_5000over_CF_C_und15","M_5000over_CFNC_und15","M_5000over_1PF_C_und15","M_5000over_1PFNC_und15","M_5000over_OthF","M_5000over_Tot","M_NS_CFNC","M_NS_CF_C_und15","M_NS_CFNC_und15","M_NS_1PF_C_und15","M_NS_1PFNC_und15","M_NS_OthF","M_NS_Tot","Tot_CFNC","Tot_CF_C_und15","Tot_CFNC_und15","Tot_1PF_C_und15","Tot_1PFNC_und15","Tot_OthF","Tot_Tot"
"43","5052",13,4,11,0,4,0,31,8,0,3,0,0,0,15,5,3,4,0,3,0,14,0,3,0,3,0,0,10,8,11,10,3,0,0,37,11,14,6,3,3,0,45,12,18,17,3,0,0,46,14,21,12,3,3,0,64,13,33,8,4,3,0,76,18,42,16,5,5,0,84,11,41,9,0,0,0,63,27,54,18,4,5,0,103,15,44,9,4,0,0,73,3,19,12,0,0,0,36,24,50,22,0,0,0,89,22,47,22,3,5,0,94,8,16,9,0,0,0,31,5,8,3,0,0,0,19,13,6,6,0,0,0,25,235,438,188,46,45,4,955
"44","5061",23,17,11,4,7,0,64,0,0,3,0,0,0,3,15,4,6,3,4,0,30,7,0,3,0,0,0,18,3,9,7,0,3,0,27,9,5,7,4,0,0,29,17,13,11,0,4,0,58,6,10,15,3,3,0,37,12,11,4,0,3,0,37,10,11,12,0,3,0,36,8,7,5,3,7,0,32,17,38,13,3,6,0,85,14,4,5,3,0,0,29,4,30,7,3,0,0,41,17,34,5,0,3,0,64,39,80,13,3,4,3,141,8,61,12,8,3,0,93,23,73,23,11,5,0,128,9,24,11,0,8,0,49,247,446,175,44,66,12,985
"45","5062",39,25,19,0,10,0,93,7,6,3,0,3,0,17,16,13,8,3,5,0,36,16,13,7,0,3,0,43,11,18,15,0,4,0,48,17,26,17,3,8,0,63,22,34,20,6,5,0,85,26,31,23,6,8,0,95,27,38,20,7,8,3,101,26,44,27,8,0,0,103,15,30,15,8,7,3,74,36,85,44,9,10,0,179,15,37,14,8,3,0,74,9,41,13,0,0,0,62,27,84,22,4,0,0,140,48,172,38,3,12,0,273,17,78,24,3,3,0,123,15,72,21,8,0,0,115,6,22,14,3,3,3,55,387,853,352,78,93,19,1779
"46","5063",19,22,10,5,7,0,58,8,6,3,0,0,0,11,6,10,6,0,0,0,26,3,0,8,0,0,0,15,16,9,4,3,10,0,42,15,14,9,0,10,0,49,15,19,7,7,3,0,52,19,31,15,7,9,0,80,11,22,16,3,5,0,55,28,27,8,10,0,0,74,22,25,7,9,0,0,61,33,55,8,9,6,0,109,14,36,4,0,0,0,56,14,34,3,3,3,0,56,20,60,3,5,3,0,95,37,100,24,0,6,0,164,21,41,12,0,3,0,74,7,26,6,0,3,0,38,13,19,5,3,4,0,38,317,553,143,65,69,12,1163
"47","5064",19,15,25,3,5,0,66,3,3,0,0,0,0,8,10,10,3,0,0,0,29,9,3,10,3,0,0,21,11,14,3,0,0,0,28,14,19,4,0,0,0,38,21,12,7,0,3,0,42,10,12,14,3,0,0,44,19,18,20,0,9,0,61,22,17,3,3,0,0,49,3,14,12,0,4,0,29,19,47,22,5,6,0,94,5,18,13,0,0,0,42,4,31,7,3,3,0,46,12,52,13,8,3,0,80,41,103,32,5,7,0,187,19,48,27,0,7,0,93,9,57,13,0,3,0,80,4,17,7,0,0,3,33,261,498,234,41,51,13,1092
"48","5065",16,17,17,0,0,3,52,4,3,3,0,0,0,8,9,9,6,0,3,0,21,3,6,3,0,0,0,10,9,9,3,0,3,0,22,8,14,8,3,3,0,37,15,17,7,7,5,0,46,10,20,3,0,6,0,48,11,24,8,0,0,0,51,10,16,5,8,3,0,43,7,16,4,0,0,0,26,19,37,12,3,3,3,79,7,19,6,0,0,0,29,3,22,3,0,0,4,33,10,29,3,0,3,0,52,17,88,21,7,0,0,133,15,40,13,0,0,0,68,9,53,12,0,3,0,82,12,16,6,0,5,0,33,195,447,155,33,42,9,891
"49","5066",30,30,15,7,11,0,93,4,8,3,0,5,0,18,11,8,5,0,3,0,29,10,4,6,0,3,0,26,9,16,6,0,3,0,40,9,17,14,0,7,0,51,9,27,24,3,0,0,64,7,23,19,3,0,0,59,19,37,13,0,4,0,65,16,32,22,3,7,0,86,16,37,13,5,4,0,74,23,65,31,8,3,0,132,10,24,12,3,3,0,55,13,34,10,4,0,0,56,28,70,17,3,3,0,120,37,123,48,9,7,0,213,17,75,26,3,8,0,133,14,63,22,12,3,0,114,12,23,13,0,0,0,48,298,714,333,59,66,4,1477
"50","5067",20,12,6,0,4,4,45,0,3,3,0,0,0,6,6,3,0,0,0,0,15,7,3,0,0,3,0,16,9,8,7,4,3,0,29,11,10,8,3,4,0,33,15,5,8,0,6,0,35,19,9,10,0,8,0,42,24,12,3,8,3,0,42,14,16,7,0,0,0,44,9,12,9,0,3,0,37,26,21,15,3,3,0,75,15,19,3,0,3,0,40,15,10,3,3,0,0,34,19,16,7,0,0,0,46,31,45,13,4,3,0,86,16,32,0,3,3,0,54,10,31,9,0,3,0,53,3,9,6,0,0,0,21,265,279,104,38,49,13,739
"51","5068",18,13,14,3,3,0,55,9,3,0,0,0,0,17,6,5,5,0,4,0,22,3,9,0,0,4,0,18,6,10,8,0,3,0,31,14,8,9,3,3,3,46,17,19,19,3,4,0,62,16,24,12,3,3,0,59,14,17,11,4,5,0,52,22,26,14,0,8,3,73,12,30,8,3,0,0,55,14,42,26,7,13,0,101,11,17,7,3,0,0,43,4,21,9,0,4,0,40,24,46,11,5,6,0,91,23,81,33,4,10,0,145,10,49,17,3,0,0,79,10,48,13,0,3,0,70,5,12,8,0,0,0,34,239,492,222,43,71,15,1079
"52","5069",19,18,8,0,5,0,48,3,0,0,0,0,0,7,3,5,8,0,0,0,16,8,0,4,3,0,0,12,5,14,3,3,3,0,28,9,9,5,0,3,0,26,9,14,12,0,3,0,42,13,22,5,0,3,0,49,6,18,3,3,4,0,31,12,24,8,0,4,0,47,6,14,4,3,0,0,32,20,31,19,3,3,0,74,4,12,3,0,0,0,24,6,17,5,4,3,0,35,16,27,3,4,0,0,49,30,66,18,3,3,3,121,14,37,16,0,0,0,69,16,45,15,0,0,0,79,7,9,11,3,3,0,34,209,388,141,33,48,5,822
"53","5070",20,10,15,4,3,0,51,5,0,3,0,3,0,13,7,7,0,3,0,0,24,3,8,9,0,11,0,25,16,8,8,9,5,0,44,17,18,10,3,3,0,64,19,24,18,0,11,0,70,33,36,14,3,4,3,94,22,39,12,6,7,0,78,22,45,16,4,7,0,85,21,38,8,0,5,0,71,28,72,23,10,3,0,137,9,37,9,5,0,0,61,6,24,6,0,0,0,35,25,52,7,0,6,0,91,22,85,21,0,5,0,127,16,20,8,4,0,0,41,6,21,3,0,0,0,31,6,15,13,0,3,0,38,310,548,206,45,73,7,1191
"54","5072",14,13,16,5,8,0,56,3,8,6,0,0,0,16,10,7,5,0,4,0,28,9,4,7,4,4,0,25,15,5,7,4,8,0,34,16,11,17,3,6,0,53,14,27,13,3,6,0,66,20,30,22,9,10,3,89,20,28,19,3,6,0,72,29,58,19,6,12,0,122,20,26,12,3,7,0,67,32,77,27,4,9,0,151,12,51,8,0,3,0,73,9,30,11,3,0,0,53,31,60,17,3,6,0,115,23,91,22,3,0,0,140,16,40,8,0,0,0,66,8,28,10,3,0,0,50,13,19,4,3,0,0,42,306,621,238,56,85,13,1319
"55","5073",29,22,18,7,11,0,77,4,7,8,4,0,0,17,5,7,4,5,5,0,31,8,4,4,0,3,0,26,17,22,20,0,0,0,62,16,28,11,0,14,3,71,22,28,25,6,9,0,81,26,59,31,6,8,0,134,15,52,20,4,5,0,98,29,53,27,7,11,0,121,18,54,17,9,3,0,102,44,79,38,8,9,0,173,14,45,12,0,3,0,78,18,40,12,0,0,0,74,33,77,24,3,3,0,138,25,75,21,5,3,3,132,7,23,11,0,0,0,45,7,17,7,0,0,0,33,13,24,13,3,7,0,58,350,706,321,65,94,18,1556
"56","5074",15,28,3,3,3,3,50,9,0,9,0,0,0,23,14,6,13,0,7,0,38,10,6,10,0,4,0,34,5,10,7,3,12,0,45,16,22,21,0,4,0,60,17,35,19,3,8,0,84,25,47,16,10,3,3,97,29,40,22,4,10,0,100,16,52,23,8,3,0,109,18,48,16,3,3,0,89,23,75,23,3,5,3,138,10,30,8,0,4,0,60,8,20,4,0,0,0,37,13,39,11,0,4,0,71,16,34,7,0,4,0,69,4,14,0,3,0,0,21,3,15,0,0,0,0,16,9,15,10,0,0,0,27,270,545,223,52,70,14,1170
"57","5075",18,18,7,4,0,0,43,5,0,0,0,0,0,11,9,14,6,0,4,0,40,7,9,10,0,3,0,30,13,19,11,0,7,0,50,22,20,19,3,10,0,77,24,23,24,6,6,0,87,26,35,24,3,15,0,102,16,49,20,6,0,0,92,29,63,10,8,3,0,116,25,50,11,3,0,0,92,27,62,22,4,4,0,122,11,24,4,0,0,0,48,8,25,5,3,4,0,41,25,34,11,0,3,0,72,20,30,7,0,0,0,60,3,10,3,0,0,0,21,0,5,0,0,0,0,10,9,22,10,5,0,0,42,305,498,212,52,68,7,1146
"58","5076",19,6,10,0,3,0,39,0,4,3,0,0,0,8,10,7,11,0,3,0,32,8,12,11,3,3,0,35,16,14,9,4,9,0,59,13,19,18,3,3,0,66,20,44,21,7,6,3,104,21,33,31,3,9,0,106,21,46,20,7,3,0,93,35,42,25,7,11,0,107,17,53,13,5,3,0,93,30,69,32,3,5,0,137,15,32,7,3,0,0,55,5,34,5,0,0,0,49,18,53,20,0,3,0,95,24,41,12,0,3,0,79,0,11,5,0,5,0,19,6,5,3,0,0,0,8,10,12,11,0,5,0,36,285,526,295,45,77,6,1229
"59","5081",17,14,10,3,4,0,49,0,3,3,0,0,0,3,4,11,0,0,0,0,18,9,6,3,0,0,0,21,3,3,6,0,0,0,20,12,6,7,0,0,0,27,14,12,3,3,3,3,37,17,22,14,0,3,0,54,13,14,7,0,0,0,38,19,11,6,0,0,0,41,9,7,6,0,0,0,25,17,42,17,7,3,3,84,3,13,8,5,0,0,26,17,18,3,3,0,0,36,13,22,14,3,0,0,53,29,51,27,0,4,0,112,11,36,7,0,3,0,54,7,51,15,4,3,0,78,12,18,4,3,0,0,48,217,367,158,34,32,6,824
"60","5082",19,23,25,4,4,0,71,8,3,3,3,0,0,15,15,14,13,0,6,0,48,3,10,3,3,5,0,28,14,11,10,3,7,0,52,20,17,15,0,6,0,62,28,31,17,7,7,0,90,18,44,24,0,11,0,102,26,45,16,4,7,0,102,32,52,15,6,5,4,112,24,34,12,4,3,0,75,50,110,31,3,7,0,201,22,49,6,0,0,0,78,20,49,7,0,0,0,78,37,75,9,0,9,0,122,57,127,19,0,0,0,204,19,44,15,0,4,0,78,15,36,8,0,0,0,56,13,20,11,0,3,0,48,438,783,255,51,84,10,1614
"61","5083",9,6,4,0,0,0,24,3,3,0,0,0,0,12,4,15,3,0,3,0,22,3,0,3,0,0,3,12,9,13,9,0,3,0,36,16,7,5,0,4,0,35,13,21,12,0,7,0,54,10,17,15,0,4,3,54,17,27,7,3,0,3,58,13,39,11,9,4,0,74,12,23,7,4,3,0,50,22,45,18,0,0,4,92,11,18,0,0,0,0,36,16,26,0,0,0,0,43,12,38,5,0,3,0,61,17,47,3,5,3,5,81,7,15,3,0,0,0,20,4,9,0,0,0,0,13,0,4,3,0,0,0,15,213,369,114,31,30,18,784
"62","5084",9,13,7,3,0,0,31,0,3,0,0,0,0,3,10,7,10,0,6,0,27,3,7,5,0,0,0,19,6,7,0,0,7,0,24,9,17,8,9,3,0,40,11,27,12,7,11,0,62,20,35,8,3,7,0,74,9,46,10,5,3,0,84,20,43,3,3,5,0,84,20,29,3,7,0,0,53,15,30,7,0,5,3,62,12,17,0,0,0,0,25,8,3,3,0,0,0,13,3,15,3,3,0,0,25,7,13,5,0,0,0,30,0,6,0,0,3,0,15,0,3,0,0,0,0,7,5,10,5,4,0,0,24,167,326,89,49,52,6,684
"63","5085",22,23,8,0,3,0,59,8,4,0,0,6,0,21,14,3,5,0,9,0,29,12,15,4,0,6,0,38,32,20,16,8,9,0,80,23,37,12,3,11,0,89,27,70,18,4,9,4,129,46,94,19,6,10,3,182,74,111,27,16,10,3,236,86,132,18,18,12,9,276,60,114,20,14,3,0,209,79,146,19,7,0,4,251,35,49,8,3,0,0,97,27,44,6,5,0,0,75,40,67,11,4,3,0,129,48,90,22,4,3,0,163,9,23,4,0,0,0,43,5,15,3,0,3,0,16,21,18,8,0,4,3,59,651,1070,243,90,100,31,2185
"64","5086",30,20,9,0,9,0,67,13,4,3,0,0,0,20,17,16,13,0,5,4,62,14,8,3,0,5,0,34,23,25,11,10,9,0,75,23,30,16,9,10,3,95,37,50,17,12,18,0,136,36,64,29,15,20,0,164,44,78,27,10,13,3,175,65,95,13,20,12,0,203,49,90,18,6,3,0,164,56,110,28,8,6,3,214,22,46,5,3,3,0,82,16,31,0,3,3,0,57,27,55,10,0,0,0,100,25,49,12,5,0,0,95,11,21,4,0,4,0,38,4,5,3,0,0,0,14,6,13,12,3,9,0,36,523,827,247,104,122,19,1830
"65","5087",10,11,6,3,0,0,27,3,3,3,0,3,0,17,5,14,6,3,3,0,29,9,10,3,0,0,0,30,10,17,6,5,7,0,41,22,16,13,12,10,0,64,30,31,7,4,10,0,83,29,42,6,6,10,0,96,29,34,10,6,4,0,84,44,55,12,3,3,0,124,31,60,6,8,3,0,113,46,70,14,5,6,6,145,14,28,3,0,0,0,50,7,20,6,0,0,0,28,25,37,11,3,0,3,77,28,48,4,0,3,3,88,7,6,0,0,0,0,15,3,16,0,0,0,0,17,9,12,5,0,0,0,34,357,532,119,62,76,20,1162
"66","5088",5,3,0,0,0,0,7,0,0,0,0,0,0,3,3,6,0,0,0,0,7,5,4,0,0,0,0,8,4,3,3,0,0,0,11,8,4,5,0,3,0,16,7,3,9,0,5,0,29,11,21,12,4,7,0,51,8,22,4,4,4,0,42,3,25,5,0,0,0,37,10,19,0,0,0,0,36,12,15,5,0,0,0,28,8,10,0,0,0,0,12,0,5,0,0,0,0,11,8,5,5,0,0,0,9,0,11,0,0,0,0,13,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,8,0,0,0,0,15,94,149,44,20,20,3,337
"67","5089",14,7,12,0,3,0,37,6,4,3,3,0,0,14,9,8,6,0,3,0,29,4,3,5,0,0,0,16,12,7,11,3,3,0,38,18,18,6,4,3,0,56,13,22,19,7,8,0,60,17,36,25,3,11,0,94,18,43,15,9,5,0,80,19,40,18,6,3,0,85,18,30,7,3,0,0,64,21,63,19,9,3,3,114,10,28,8,3,3,0,40,8,16,0,0,0,0,29,14,29,8,0,0,0,57,19,36,15,3,0,0,63,11,4,3,0,0,0,18,0,4,3,0,0,0,6,5,13,4,0,0,0,25,231,413,188,46,52,4,926
"68","5090",12,8,4,0,0,0,22,7,0,0,0,0,0,9,8,12,3,0,4,0,29,9,4,11,0,0,0,21,15,12,4,0,0,0,40,12,16,7,0,4,0,42,18,16,9,10,7,3,61,23,38,14,4,12,0,89,25,46,24,12,11,0,113,28,51,14,3,0,3,97,12,37,4,7,3,0,64,26,46,16,3,7,0,95,11,11,6,0,0,0,38,8,14,0,0,0,0,22,8,17,9,0,0,0,31,6,15,4,0,0,0,34,3,5,0,0,0,0,5,0,0,6,0,0,0,4,3,6,5,3,0,0,20,234,354,144,50,50,14,842
"69","5091",19,9,12,0,5,0,42,0,0,4,0,0,0,10,10,11,7,0,0,0,33,10,7,4,4,5,0,25,11,13,12,4,3,0,43,24,25,11,3,3,0,74,30,21,17,3,4,3,80,21,49,23,9,6,0,103,19,57,14,3,16,0,115,25,68,19,8,4,0,126,35,66,20,4,0,0,121,34,50,22,0,7,0,118,18,28,5,3,0,0,52,4,15,6,0,0,0,28,7,27,18,3,0,0,55,12,20,6,0,0,0,44,4,9,3,0,0,0,15,0,0,0,0,3,0,3,7,18,13,3,3,0,53,298,487,207,46,69,8,1130
"70","5092",34,13,12,3,3,3,70,7,4,3,3,3,0,25,32,18,11,3,10,0,79,21,17,13,0,4,0,62,43,44,33,8,20,0,139,46,52,35,10,21,0,165,46,73,39,16,25,0,200,67,126,32,18,28,3,265,61,137,44,11,23,6,281,97,174,34,16,14,5,338,47,101,17,10,4,0,184,49,111,39,8,7,0,215,29,49,10,4,0,0,87,16,24,3,3,0,0,39,24,36,10,0,3,0,68,12,24,9,0,0,0,48,3,7,5,0,0,0,17,3,4,0,0,0,0,7,6,29,11,3,10,0,69,642,1029,368,129,183,22,2373
"71","5093",20,9,5,4,0,0,40,3,3,0,0,5,0,7,14,14,4,0,0,0,36,4,10,8,3,6,0,32,18,12,22,0,8,0,59,22,18,9,8,14,3,77,29,35,21,14,10,3,116,28,56,22,16,14,0,137,47,80,28,12,13,4,178,46,75,8,17,9,0,149,12,58,9,3,6,0,83,26,53,17,4,3,0,104,12,14,4,0,3,0,25,4,6,0,0,0,0,18,13,13,4,3,3,0,35,8,15,5,0,0,3,30,3,5,0,0,0,0,6,0,4,0,0,0,0,10,5,5,3,3,0,0,19,307,480,181,77,91,22,1162
"72","5094",0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,3,4,0,0,0,0,10,0,3,0,0,3,0,12,4,5,0,0,0,0,13,0,0,5,0,0,0,4,0,4,0,0,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,30,12,4,13,0,76
"73","5095",28,21,12,4,6,4,70,14,9,3,0,3,0,34,15,12,6,0,9,0,41,15,10,3,0,4,0,37,33,28,17,3,5,0,87,31,39,34,8,9,3,134,56,70,25,15,10,0,172,68,89,32,11,17,7,232,71,97,31,13,7,5,230,76,133,41,19,18,5,294,49,98,17,10,11,0,194,64,155,41,12,17,3,292,31,58,19,3,3,0,118,21,52,12,4,5,0,96,43,69,22,5,3,0,144,37,84,33,4,5,0,169,8,21,8,0,3,0,38,5,14,9,0,0,0,31,23,23,13,0,3,3,68,675,1096,388,124,150,35,2463
"74","5096",21,13,10,3,5,3,55,11,4,0,0,0,0,23,13,10,11,5,12,0,51,26,9,12,3,6,0,54,26,26,29,13,17,0,107,33,49,25,9,12,0,139,54,57,34,18,22,0,197,57,110,30,26,14,3,246,62,128,38,16,15,0,252,62,87,27,13,3,0,190,30,50,22,10,3,0,112,37,52,13,3,3,0,109,3,11,6,0,3,0,24,4,11,5,0,4,0,21,20,30,9,5,0,0,64,17,29,17,3,4,0,63,3,3,0,0,0,0,14,0,4,0,0,0,0,9,17,23,16,6,4,0,60,489,706,307,125,141,16,1789
"75","5097",17,7,11,4,6,0,50,7,0,4,0,0,0,18,25,4,17,0,3,0,56,27,16,8,3,9,0,69,32,25,28,3,18,0,109,37,36,32,10,16,4,138,32,49,40,9,10,0,144,49,83,42,22,14,0,215,66,111,28,10,23,0,242,75,145,30,14,17,0,276,56,119,21,11,12,0,216,55,78,22,12,6,0,174,11,41,4,0,0,0,63,12,12,5,0,0,0,27,22,31,15,0,0,0,73,14,11,4,0,3,0,31,3,3,0,0,0,0,8,0,3,0,0,0,0,5,10,13,11,5,4,0,44,555,782,344,118,148,11,1954
"76","5098",18,15,7,3,3,0,43,9,0,0,0,0,0,9,10,3,8,0,9,0,32,10,10,6,0,6,3,36,10,23,17,9,10,0,71,28,32,25,9,11,0,101,34,55,22,5,15,4,138,53,77,22,15,21,3,193,52,105,17,9,17,0,197,44,81,25,10,3,3,164,28,54,10,8,4,0,100,32,56,22,5,5,0,121,4,33,5,0,3,0,49,9,14,3,0,3,0,34,13,32,6,3,3,0,60,12,31,10,3,3,0,59,8,4,3,4,0,0,16,0,10,3,0,0,0,14,18,25,10,0,9,3,62,392,658,230,84,120,23,1505
"77","5106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","5107",22,28,15,3,3,0,79,6,3,4,0,0,0,18,14,14,18,5,9,0,66,18,17,13,4,17,0,78,26,33,32,13,14,0,112,36,66,46,19,11,3,178,49,98,55,18,27,0,238,54,129,43,19,18,0,271,59,148,43,19,13,3,277,54,141,42,22,15,4,277,40,102,22,8,7,3,176,47,109,12,7,3,0,179,15,32,9,0,0,3,52,8,10,4,0,0,0,25,13,27,5,0,3,0,55,0,34,9,0,6,0,51,5,12,5,0,0,0,19,3,4,3,0,3,0,12,9,23,15,3,8,0,64,486,1016,403,136,166,23,2230
"79","5108",43,26,23,18,17,3,125,15,8,11,5,13,0,53,39,17,39,6,20,4,126,46,24,39,6,24,0,147,63,68,65,28,54,3,285,98,137,79,64,72,3,444,162,221,96,70,64,3,611,182,371,133,65,75,7,827,160,335,92,58,43,6,690,125,241,84,36,40,6,531,63,139,43,16,14,4,288,64,113,34,16,19,8,251,15,18,7,7,3,0,48,6,17,5,0,0,0,34,16,41,10,5,5,0,73,17,38,18,3,3,0,69,3,10,4,0,0,0,21,3,5,3,0,0,0,19,36,47,26,15,18,0,143,1148,1872,814,422,476,49,4785
"80","5109",31,14,11,5,12,0,74,21,6,5,0,3,0,34,36,7,20,3,8,3,85,38,15,17,5,15,0,87,48,38,32,17,29,0,164,59,55,35,18,36,3,208,67,93,53,25,24,3,267,92,159,54,36,35,7,384,94,167,52,24,27,3,367,83,154,50,26,12,6,332,46,93,35,11,4,0,187,46,93,32,10,6,0,190,9,23,12,0,0,0,39,3,15,3,0,0,0,24,15,34,18,4,3,0,78,15,43,18,5,0,0,80,3,7,3,0,0,0,16,3,4,4,0,0,0,14,24,22,16,11,8,0,87,719,1042,485,201,230,38,2714
"81","5110",9,9,5,0,4,0,34,3,0,3,0,0,0,7,13,0,4,0,4,0,26,6,4,4,4,5,0,31,15,9,10,3,8,0,45,24,14,21,9,12,3,82,26,37,10,8,13,0,98,32,82,25,20,10,3,172,54,79,14,16,6,3,170,44,81,14,6,11,0,158,31,68,5,6,4,0,117,26,49,14,4,4,0,102,6,14,7,0,0,0,30,6,6,3,0,0,0,20,11,18,5,3,3,0,42,5,19,4,0,0,0,35,4,0,0,0,0,0,6,0,0,0,0,0,0,0,9,15,6,0,4,0,39,328,524,161,87,86,11,1195
"82","5111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","5112",15,12,10,8,5,0,53,12,3,3,3,9,0,24,19,8,14,0,11,3,62,20,6,19,3,6,3,59,32,40,23,13,33,3,149,51,63,38,35,32,3,219,61,105,43,24,25,3,261,81,125,50,28,29,7,316,51,93,30,15,14,0,204,39,65,34,10,15,0,159,15,39,20,5,5,0,85,14,30,12,0,6,0,69,7,15,8,0,0,0,31,7,9,3,0,0,0,17,0,9,4,0,3,0,28,4,8,5,0,0,0,25,4,5,3,0,0,0,11,0,3,0,0,0,0,4,26,22,15,7,8,0,72,459,669,334,165,201,31,1861
"84","5113",3,3,8,3,4,3,24,10,3,4,0,7,0,29,16,5,16,8,19,0,68,41,6,12,10,19,0,92,54,39,32,38,25,0,192,75,77,32,57,40,3,275,71,125,37,53,30,4,326,50,102,28,25,23,4,231,23,58,17,15,6,0,121,17,35,9,11,4,0,80,7,18,3,3,0,0,36,0,10,3,3,0,0,17,3,0,0,0,3,0,7,0,0,0,0,0,0,5,0,3,3,0,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,10,12,7,5,9,3,49,391,501,211,231,185,27,1558
