"","POA_CODE_2016","class","total"
"6043","5410","CF_no_ChU15_a_no_DSs_a_NdCh_P",22
"6044","5411","CF_no_ChU15_a_no_DSs_a_NdCh_P",19
"6045","5412","CF_no_ChU15_a_no_DSs_a_NdCh_P",66
"6046","5413","CF_no_ChU15_a_no_DSs_a_NdCh_P",40
"6047","5414","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6048","5415","CF_no_ChU15_a_no_DSs_a_NdCh_P",17
"6049","5416","CF_no_ChU15_a_no_DSs_a_NdCh_P",9
"6050","5417","CF_no_ChU15_a_no_DSs_a_NdCh_P",55
"6051","5418","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6052","5419","CF_no_ChU15_a_no_DSs_a_NdCh_P",13
"6053","5420","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6054","5421","CF_no_ChU15_a_no_DSs_a_NdCh_P",7
"6055","5422","CF_no_ChU15_a_no_DSs_a_NdCh_P",75
"6056","5431","CF_no_ChU15_a_no_DSs_a_NdCh_P",37
"6057","5432","CF_no_ChU15_a_no_DSs_a_NdCh_P",8
"6058","5433","CF_no_ChU15_a_no_DSs_a_NdCh_P",57
"6059","5434","CF_no_ChU15_a_no_DSs_a_NdCh_P",13
"6060","5440","CF_no_ChU15_a_no_DSs_a_NdCh_P",5
"6061","5451","CF_no_ChU15_a_no_DSs_a_NdCh_P",30
"6062","5452","CF_no_ChU15_a_no_DSs_a_NdCh_P",27
"6063","5453","CF_no_ChU15_a_no_DSs_a_NdCh_P",215
"6064","5454","CF_no_ChU15_a_no_DSs_a_NdCh_P",33
"6065","5455","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6066","5460","CF_no_ChU15_a_no_DSs_a_NdCh_P",40
"6067","5461","CF_no_ChU15_a_no_DSs_a_NdCh_P",135
"6068","5462","CF_no_ChU15_a_no_DSs_a_NdCh_P",16
"6069","5464","CF_no_ChU15_a_no_DSs_a_NdCh_P",21
"6070","5470","CF_no_ChU15_a_no_DSs_a_NdCh_P",18
"6071","5471","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6072","5472","CF_no_ChU15_a_no_DSs_a_NdCh_P",15
"6073","5473","CF_no_ChU15_a_no_DSs_a_NdCh_P",42
"6074","5480","CF_no_ChU15_a_no_DSs_a_NdCh_P",48
"6075","5481","CF_no_ChU15_a_no_DSs_a_NdCh_P",28
"6076","5482","CF_no_ChU15_a_no_DSs_a_NdCh_P",18
"6077","5483","CF_no_ChU15_a_no_DSs_a_NdCh_P",15
"6078","5485","CF_no_ChU15_a_no_DSs_a_NdCh_P",26
"6079","5490","CF_no_ChU15_a_no_DSs_a_NdCh_P",8
"6080","5491","CF_no_ChU15_a_no_DSs_a_NdCh_P",79
"6081","5493","CF_no_ChU15_a_no_DSs_a_NdCh_P",8
"6082","5495","CF_no_ChU15_a_no_DSs_a_NdCh_P",32
"6083","5501","CF_no_ChU15_a_no_DSs_a_NdCh_P",735
"6084","5502","CF_no_ChU15_a_no_DSs_a_NdCh_P",119
"6085","5510","CF_no_ChU15_a_no_DSs_a_NdCh_P",6
"6086","5520","CF_no_ChU15_a_no_DSs_a_NdCh_P",21
"6087","5521","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6088","5522","CF_no_ChU15_a_no_DSs_a_NdCh_P",49
"6089","5523","CF_no_ChU15_a_no_DSs_a_NdCh_P",129
"6090","5540","CF_no_ChU15_a_no_DSs_a_NdCh_P",986
"6091","5550","CF_no_ChU15_a_no_DSs_a_NdCh_P",68
"6092","5552","CF_no_ChU15_a_no_DSs_a_NdCh_P",37
"6093","5554","CF_no_ChU15_a_no_DSs_a_NdCh_P",280
"6094","5555","CF_no_ChU15_a_no_DSs_a_NdCh_P",35
"6095","5556","CF_no_ChU15_a_no_DSs_a_NdCh_P",195
"6096","5558","CF_no_ChU15_a_no_DSs_a_NdCh_P",238
"6097","5560","CF_no_ChU15_a_no_DSs_a_NdCh_P",29
"6098","5570","CF_no_ChU15_a_no_DSs_a_NdCh_P",24
"6099","5571","CF_no_ChU15_a_no_DSs_a_NdCh_P",60
"6100","5572","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6101","5573","CF_no_ChU15_a_no_DSs_a_NdCh_P",82
"6102","5575","CF_no_ChU15_a_no_DSs_a_NdCh_P",92
"6103","5576","CF_no_ChU15_a_no_DSs_a_NdCh_P",61
"6104","5577","CF_no_ChU15_a_no_DSs_a_NdCh_P",43
"6105","5580","CF_no_ChU15_a_no_DSs_a_NdCh_P",34
"6106","5581","CF_no_ChU15_a_no_DSs_a_NdCh_P",21
"6107","5582","CF_no_ChU15_a_no_DSs_a_NdCh_P",19
"6108","5583","CF_no_ChU15_a_no_DSs_a_NdCh_P",41
"6109","5600","CF_no_ChU15_a_no_DSs_a_NdCh_P",428
"6110","5601","CF_no_ChU15_a_no_DSs_a_NdCh_P",36
"6111","5602","CF_no_ChU15_a_no_DSs_a_NdCh_P",70
"6112","5603","CF_no_ChU15_a_no_DSs_a_NdCh_P",13
"6113","5604","CF_no_ChU15_a_no_DSs_a_NdCh_P",13
"6114","5605","CF_no_ChU15_a_no_DSs_a_NdCh_P",38
"6115","5606","CF_no_ChU15_a_no_DSs_a_NdCh_P",568
"6116","5607","CF_no_ChU15_a_no_DSs_a_NdCh_P",226
"6117","5608","CF_no_ChU15_a_no_DSs_a_NdCh_P",633
"6118","5609","CF_no_ChU15_a_no_DSs_a_NdCh_P",89
"6119","5630","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6120","5631","CF_no_ChU15_a_no_DSs_a_NdCh_P",30
"6121","5632","CF_no_ChU15_a_no_DSs_a_NdCh_P",7
"6122","5633","CF_no_ChU15_a_no_DSs_a_NdCh_P",16
"6123","5640","CF_no_ChU15_a_no_DSs_a_NdCh_P",17
"6124","5641","CF_no_ChU15_a_no_DSs_a_NdCh_P",18
"6125","5642","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6126","5650","CF_no_ChU15_a_no_DSs_a_NdCh_P",6
"6127","5651","CF_no_ChU15_a_no_DSs_a_NdCh_P",14
"6128","5652","CF_no_ChU15_a_no_DSs_a_NdCh_P",29
"6129","5653","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6130","5654","CF_no_ChU15_a_no_DSs_a_NdCh_P",11
"6131","5655","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6132","5660","CF_no_ChU15_a_no_DSs_a_NdCh_P",6
"6133","5661","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6134","5670","CF_no_ChU15_a_no_DSs_a_NdCh_P",17
"6135","5671","CF_no_ChU15_a_no_DSs_a_NdCh_P",7
"6136","5680","CF_no_ChU15_a_no_DSs_a_NdCh_P",98
"6137","5690","CF_no_ChU15_a_no_DSs_a_NdCh_P",167
"6138","5700","CF_no_ChU15_a_no_DSs_a_NdCh_P",585
"6139","5701","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6140","5710","CF_no_ChU15_a_no_DSs_a_NdCh_P",140
"6141","5713","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6142","5715","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6143","5717","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6144","5719","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6145","5720","CF_no_ChU15_a_no_DSs_a_NdCh_P",6
"6146","5722","CF_no_ChU15_a_no_DSs_a_NdCh_P",20
"6147","5723","CF_no_ChU15_a_no_DSs_a_NdCh_P",62
"6148","5724","CF_no_ChU15_a_no_DSs_a_NdCh_P",18
"6149","5725","CF_no_ChU15_a_no_DSs_a_NdCh_P",130
"6150","5730","CF_no_ChU15_a_no_DSs_a_NdCh_P",3
"6151","5731","CF_no_ChU15_a_no_DSs_a_NdCh_P",18
"6152","5732","CF_no_ChU15_a_no_DSs_a_NdCh_P",14
"6153","5733","CF_no_ChU15_a_no_DSs_a_NdCh_P",11
"6154","5734","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6155","5950","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6156","5960","CF_no_ChU15_a_no_DSs_a_NdCh_P",0
"6157","5000","CF_no_ChU15_a_Total_F",104
"6158","5005","CF_no_ChU15_a_Total_F",0
"6159","5006","CF_no_ChU15_a_Total_F",144
"6160","5007","CF_no_ChU15_a_Total_F",149
"6161","5008","CF_no_ChU15_a_Total_F",512
"6162","5009","CF_no_ChU15_a_Total_F",196
"6163","5010","CF_no_ChU15_a_Total_F",202
"6164","5011","CF_no_ChU15_a_Total_F",446
"6165","5012","CF_no_ChU15_a_Total_F",390
"6166","5013","CF_no_ChU15_a_Total_F",361
"6167","5014","CF_no_ChU15_a_Total_F",468
"6168","5015","CF_no_ChU15_a_Total_F",151
"6169","5016","CF_no_ChU15_a_Total_F",338
"6170","5017","CF_no_ChU15_a_Total_F",173
"6171","5018","CF_no_ChU15_a_Total_F",340
"6172","5019","CF_no_ChU15_a_Total_F",309
"6173","5020","CF_no_ChU15_a_Total_F",167
"6174","5021","CF_no_ChU15_a_Total_F",296
"6175","5022","CF_no_ChU15_a_Total_F",688
"6176","5023","CF_no_ChU15_a_Total_F",601
"6177","5024","CF_no_ChU15_a_Total_F",682
"6178","5025","CF_no_ChU15_a_Total_F",419
"6179","5031","CF_no_ChU15_a_Total_F",303
"6180","5032","CF_no_ChU15_a_Total_F",536
"6181","5033","CF_no_ChU15_a_Total_F",234
"6182","5034","CF_no_ChU15_a_Total_F",386
"6183","5035","CF_no_ChU15_a_Total_F",178
"6184","5037","CF_no_ChU15_a_Total_F",351
"6185","5038","CF_no_ChU15_a_Total_F",450
"6186","5039","CF_no_ChU15_a_Total_F",289
"6187","5040","CF_no_ChU15_a_Total_F",113
"6188","5041","CF_no_ChU15_a_Total_F",617
"6189","5042","CF_no_ChU15_a_Total_F",326
"6190","5043","CF_no_ChU15_a_Total_F",504
"6191","5044","CF_no_ChU15_a_Total_F",408
"6192","5045","CF_no_ChU15_a_Total_F",473
"6193","5046","CF_no_ChU15_a_Total_F",277
"6194","5047","CF_no_ChU15_a_Total_F",253
"6195","5048","CF_no_ChU15_a_Total_F",504
"6196","5049","CF_no_ChU15_a_Total_F",432
"6197","5050","CF_no_ChU15_a_Total_F",273
"6198","5051","CF_no_ChU15_a_Total_F",643
"6199","5052","CF_no_ChU15_a_Total_F",339
"6200","5061","CF_no_ChU15_a_Total_F",402
"6201","5062","CF_no_ChU15_a_Total_F",712
"6202","5063","CF_no_ChU15_a_Total_F",383
"6203","5064","CF_no_ChU15_a_Total_F",468
"6204","5065","CF_no_ChU15_a_Total_F",388
"6205","5066","CF_no_ChU15_a_Total_F",643
"6206","5067","CF_no_ChU15_a_Total_F",257
"6207","5068","CF_no_ChU15_a_Total_F",473
"6208","5069","CF_no_ChU15_a_Total_F",316
"6209","5070","CF_no_ChU15_a_Total_F",487
"6210","5072","CF_no_ChU15_a_Total_F",559
"6211","5073","CF_no_ChU15_a_Total_F",716
"6212","5074","CF_no_ChU15_a_Total_F",546
"6213","5075","CF_no_ChU15_a_Total_F",484
"6214","5076","CF_no_ChU15_a_Total_F",639
"6215","5081","CF_no_ChU15_a_Total_F",383
"6216","5082","CF_no_ChU15_a_Total_F",592
"6217","5083","CF_no_ChU15_a_Total_F",270
"6218","5084","CF_no_ChU15_a_Total_F",260
"6219","5085","CF_no_ChU15_a_Total_F",506
"6220","5086","CF_no_ChU15_a_Total_F",497
"6221","5087","CF_no_ChU15_a_Total_F",302
"6222","5088","CF_no_ChU15_a_Total_F",110
"6223","5089","CF_no_ChU15_a_Total_F",368
"6224","5090","CF_no_ChU15_a_Total_F",278
"6225","5091","CF_no_ChU15_a_Total_F",369
"6226","5092","CF_no_ChU15_a_Total_F",692
"6227","5093","CF_no_ChU15_a_Total_F",346
"6228","5094","CF_no_ChU15_a_Total_F",32
"6229","5095","CF_no_ChU15_a_Total_F",724
"6230","5096","CF_no_ChU15_a_Total_F",585
"6231","5097","CF_no_ChU15_a_Total_F",598
"6232","5098","CF_no_ChU15_a_Total_F",453
"6233","5106","CF_no_ChU15_a_Total_F",0
"6234","5107","CF_no_ChU15_a_Total_F",750
"6235","5108","CF_no_ChU15_a_Total_F",1475
"6236","5109","CF_no_ChU15_a_Total_F",856
"6237","5110","CF_no_ChU15_a_Total_F",280
"6238","5111","CF_no_ChU15_a_Total_F",0
"6239","5112","CF_no_ChU15_a_Total_F",586
"6240","5113","CF_no_ChU15_a_Total_F",415
"6241","5114","CF_no_ChU15_a_Total_F",1124
"6242","5115","CF_no_ChU15_a_Total_F",250
"6243","5116","CF_no_ChU15_a_Total_F",326
"6244","5117","CF_no_ChU15_a_Total_F",163
"6245","5118","CF_no_ChU15_a_Total_F",778
"6246","5120","CF_no_ChU15_a_Total_F",105
"6247","5121","CF_no_ChU15_a_Total_F",69
"6248","5125","CF_no_ChU15_a_Total_F",958
"6249","5126","CF_no_ChU15_a_Total_F",293
"6250","5127","CF_no_ChU15_a_Total_F",440
"6251","5131","CF_no_ChU15_a_Total_F",67
"6252","5132","CF_no_ChU15_a_Total_F",24
"6253","5133","CF_no_ChU15_a_Total_F",21
"6254","5134","CF_no_ChU15_a_Total_F",16
"6255","5136","CF_no_ChU15_a_Total_F",20
"6256","5137","CF_no_ChU15_a_Total_F",39
"6257","5138","CF_no_ChU15_a_Total_F",14
"6258","5139","CF_no_ChU15_a_Total_F",7
"6259","5140","CF_no_ChU15_a_Total_F",22
"6260","5141","CF_no_ChU15_a_Total_F",46
"6261","5142","CF_no_ChU15_a_Total_F",24
"6262","5144","CF_no_ChU15_a_Total_F",27
"6263","5150","CF_no_ChU15_a_Total_F",3
"6264","5151","CF_no_ChU15_a_Total_F",21
"6265","5152","CF_no_ChU15_a_Total_F",274
"6266","5153","CF_no_ChU15_a_Total_F",371
"6267","5154","CF_no_ChU15_a_Total_F",165
"6268","5155","CF_no_ChU15_a_Total_F",154
"6269","5156","CF_no_ChU15_a_Total_F",42
"6270","5157","CF_no_ChU15_a_Total_F",175
"6271","5158","CF_no_ChU15_a_Total_F",1306
"6272","5159","CF_no_ChU15_a_Total_F",1797
"6273","5160","CF_no_ChU15_a_Total_F",0
"6274","5161","CF_no_ChU15_a_Total_F",393
"6275","5162","CF_no_ChU15_a_Total_F",1315
"6276","5163","CF_no_ChU15_a_Total_F",547
"6277","5164","CF_no_ChU15_a_Total_F",145
"6278","5165","CF_no_ChU15_a_Total_F",141
"6279","5166","CF_no_ChU15_a_Total_F",56
"6280","5167","CF_no_ChU15_a_Total_F",225
"6281","5168","CF_no_ChU15_a_Total_F",187
"6282","5169","CF_no_ChU15_a_Total_F",572
"6283","5170","CF_no_ChU15_a_Total_F",47
"6284","5171","CF_no_ChU15_a_Total_F",255
"6285","5172","CF_no_ChU15_a_Total_F",187
"6286","5173","CF_no_ChU15_a_Total_F",332
"6287","5174","CF_no_ChU15_a_Total_F",116
"6288","5201","CF_no_ChU15_a_Total_F",79
"6289","5202","CF_no_ChU15_a_Total_F",31
"6290","5203","CF_no_ChU15_a_Total_F",40
"6291","5204","CF_no_ChU15_a_Total_F",55
"6292","5210","CF_no_ChU15_a_Total_F",64
"6293","5211","CF_no_ChU15_a_Total_F",364
"6294","5212","CF_no_ChU15_a_Total_F",60
"6295","5213","CF_no_ChU15_a_Total_F",33
"6296","5214","CF_no_ChU15_a_Total_F",176
"6297","5220","CF_no_ChU15_a_Total_F",0
"6298","5221","CF_no_ChU15_a_Total_F",7
"6299","5222","CF_no_ChU15_a_Total_F",10
"6300","5223","CF_no_ChU15_a_Total_F",83
"6301","5231","CF_no_ChU15_a_Total_F",70
"6302","5232","CF_no_ChU15_a_Total_F",30
"6303","5233","CF_no_ChU15_a_Total_F",80
"6304","5234","CF_no_ChU15_a_Total_F",55
"6305","5235","CF_no_ChU15_a_Total_F",73
"6306","5236","CF_no_ChU15_a_Total_F",16
"6307","5237","CF_no_ChU15_a_Total_F",5
"6308","5238","CF_no_ChU15_a_Total_F",85
"6309","5240","CF_no_ChU15_a_Total_F",24
"6310","5241","CF_no_ChU15_a_Total_F",93
"6311","5242","CF_no_ChU15_a_Total_F",77
"6312","5243","CF_no_ChU15_a_Total_F",50
"6313","5244","CF_no_ChU15_a_Total_F",197
"6314","5245","CF_no_ChU15_a_Total_F",106
"6315","5250","CF_no_ChU15_a_Total_F",174
"6316","5251","CF_no_ChU15_a_Total_F",524
"6317","5252","CF_no_ChU15_a_Total_F",253
"6318","5253","CF_no_ChU15_a_Total_F",553
"6319","5254","CF_no_ChU15_a_Total_F",84
"6320","5255","CF_no_ChU15_a_Total_F",325
"6321","5256","CF_no_ChU15_a_Total_F",40
"6322","5259","CF_no_ChU15_a_Total_F",30
"6323","5260","CF_no_ChU15_a_Total_F",51
"6324","5261","CF_no_ChU15_a_Total_F",13
"6325","5262","CF_no_ChU15_a_Total_F",15
"6326","5263","CF_no_ChU15_a_Total_F",11
"6327","5264","CF_no_ChU15_a_Total_F",29
"6328","5265","CF_no_ChU15_a_Total_F",7
"6329","5266","CF_no_ChU15_a_Total_F",11
"6330","5267","CF_no_ChU15_a_Total_F",48
"6331","5268","CF_no_ChU15_a_Total_F",97
"6332","5269","CF_no_ChU15_a_Total_F",9
"6333","5270","CF_no_ChU15_a_Total_F",23
"6334","5271","CF_no_ChU15_a_Total_F",194
"6335","5272","CF_no_ChU15_a_Total_F",21
"6336","5273","CF_no_ChU15_a_Total_F",0
"6337","5275","CF_no_ChU15_a_Total_F",62
"6338","5276","CF_no_ChU15_a_Total_F",29
"6339","5277","CF_no_ChU15_a_Total_F",85
"6340","5278","CF_no_ChU15_a_Total_F",20
"6341","5279","CF_no_ChU15_a_Total_F",11
"6342","5280","CF_no_ChU15_a_Total_F",220
"6343","5290","CF_no_ChU15_a_Total_F",682
"6344","5291","CF_no_ChU15_a_Total_F",358
"6345","5301","CF_no_ChU15_a_Total_F",12
"6346","5302","CF_no_ChU15_a_Total_F",20
"6347","5303","CF_no_ChU15_a_Total_F",10
"6348","5304","CF_no_ChU15_a_Total_F",25
"6349","5306","CF_no_ChU15_a_Total_F",3
"6350","5307","CF_no_ChU15_a_Total_F",14
"6351","5308","CF_no_ChU15_a_Total_F",3
"6352","5309","CF_no_ChU15_a_Total_F",4
"6353","5310","CF_no_ChU15_a_Total_F",3
"6354","5311","CF_no_ChU15_a_Total_F",23
"6355","5320","CF_no_ChU15_a_Total_F",20
"6356","5321","CF_no_ChU15_a_Total_F",9
"6357","5322","CF_no_ChU15_a_Total_F",44
"6358","5330","CF_no_ChU15_a_Total_F",95
"6359","5331","CF_no_ChU15_a_Total_F",6
"6360","5332","CF_no_ChU15_a_Total_F",10
"6361","5333","CF_no_ChU15_a_Total_F",172
"6362","5340","CF_no_ChU15_a_Total_F",40
"6363","5341","CF_no_ChU15_a_Total_F",240
"6364","5342","CF_no_ChU15_a_Total_F",52
"6365","5343","CF_no_ChU15_a_Total_F",117
"6366","5344","CF_no_ChU15_a_Total_F",43
"6367","5345","CF_no_ChU15_a_Total_F",106
"6368","5346","CF_no_ChU15_a_Total_F",16
"6369","5350","CF_no_ChU15_a_Total_F",26
"6370","5351","CF_no_ChU15_a_Total_F",264
"6371","5352","CF_no_ChU15_a_Total_F",195
"6372","5353","CF_no_ChU15_a_Total_F",150
"6373","5354","CF_no_ChU15_a_Total_F",17
"6374","5355","CF_no_ChU15_a_Total_F",261
"6375","5356","CF_no_ChU15_a_Total_F",42
"6376","5357","CF_no_ChU15_a_Total_F",8
"6377","5360","CF_no_ChU15_a_Total_F",52
"6378","5371","CF_no_ChU15_a_Total_F",76
"6379","5372","CF_no_ChU15_a_Total_F",68
"6380","5373","CF_no_ChU15_a_Total_F",106
"6381","5374","CF_no_ChU15_a_Total_F",43
"6382","5381","CF_no_ChU15_a_Total_F",14
"6383","5400","CF_no_ChU15_a_Total_F",31
"6384","5401","CF_no_ChU15_a_Total_F",32
"6385","5410","CF_no_ChU15_a_Total_F",12
"6386","5411","CF_no_ChU15_a_Total_F",10
"6387","5412","CF_no_ChU15_a_Total_F",31
"6388","5413","CF_no_ChU15_a_Total_F",22
"6389","5414","CF_no_ChU15_a_Total_F",6
"6390","5415","CF_no_ChU15_a_Total_F",10
"6391","5416","CF_no_ChU15_a_Total_F",11
"6392","5417","CF_no_ChU15_a_Total_F",28
"6393","5418","CF_no_ChU15_a_Total_F",0
"6394","5419","CF_no_ChU15_a_Total_F",6
"6395","5420","CF_no_ChU15_a_Total_F",0
"6396","5421","CF_no_ChU15_a_Total_F",3
"6397","5422","CF_no_ChU15_a_Total_F",36
"6398","5431","CF_no_ChU15_a_Total_F",26
"6399","5432","CF_no_ChU15_a_Total_F",4
"6400","5433","CF_no_ChU15_a_Total_F",31
"6401","5434","CF_no_ChU15_a_Total_F",5
"6402","5440","CF_no_ChU15_a_Total_F",3
"6403","5451","CF_no_ChU15_a_Total_F",22
"6404","5452","CF_no_ChU15_a_Total_F",17
"6405","5453","CF_no_ChU15_a_Total_F",124
"6406","5454","CF_no_ChU15_a_Total_F",13
"6407","5455","CF_no_ChU15_a_Total_F",0
"6408","5460","CF_no_ChU15_a_Total_F",33
"6409","5461","CF_no_ChU15_a_Total_F",74
"6410","5462","CF_no_ChU15_a_Total_F",15
"6411","5464","CF_no_ChU15_a_Total_F",20
"6412","5470","CF_no_ChU15_a_Total_F",11
"6413","5471","CF_no_ChU15_a_Total_F",0
"6414","5472","CF_no_ChU15_a_Total_F",9
"6415","5473","CF_no_ChU15_a_Total_F",21
"6416","5480","CF_no_ChU15_a_Total_F",16
"6417","5481","CF_no_ChU15_a_Total_F",18
"6418","5482","CF_no_ChU15_a_Total_F",16
"6419","5483","CF_no_ChU15_a_Total_F",11
"6420","5485","CF_no_ChU15_a_Total_F",12
"6421","5490","CF_no_ChU15_a_Total_F",3
"6422","5491","CF_no_ChU15_a_Total_F",51
"6423","5493","CF_no_ChU15_a_Total_F",4
"6424","5495","CF_no_ChU15_a_Total_F",19
"6425","5501","CF_no_ChU15_a_Total_F",355
"6426","5502","CF_no_ChU15_a_Total_F",68
"6427","5510","CF_no_ChU15_a_Total_F",3
"6428","5520","CF_no_ChU15_a_Total_F",12
"6429","5521","CF_no_ChU15_a_Total_F",0
"6430","5522","CF_no_ChU15_a_Total_F",24
"6431","5523","CF_no_ChU15_a_Total_F",66
"6432","5540","CF_no_ChU15_a_Total_F",506
"6433","5550","CF_no_ChU15_a_Total_F",24
"6434","5552","CF_no_ChU15_a_Total_F",15
"6435","5554","CF_no_ChU15_a_Total_F",154
"6436","5555","CF_no_ChU15_a_Total_F",16
"6437","5556","CF_no_ChU15_a_Total_F",109
"6438","5558","CF_no_ChU15_a_Total_F",118
"6439","5560","CF_no_ChU15_a_Total_F",10
"6440","5570","CF_no_ChU15_a_Total_F",11
"6441","5571","CF_no_ChU15_a_Total_F",34
"6442","5572","CF_no_ChU15_a_Total_F",3
"6443","5573","CF_no_ChU15_a_Total_F",48
"6444","5575","CF_no_ChU15_a_Total_F",50
"6445","5576","CF_no_ChU15_a_Total_F",34
"6446","5577","CF_no_ChU15_a_Total_F",21
"6447","5580","CF_no_ChU15_a_Total_F",16
"6448","5581","CF_no_ChU15_a_Total_F",11
"6449","5582","CF_no_ChU15_a_Total_F",15
"6450","5583","CF_no_ChU15_a_Total_F",19
"6451","5600","CF_no_ChU15_a_Total_F",223
"6452","5601","CF_no_ChU15_a_Total_F",12
"6453","5602","CF_no_ChU15_a_Total_F",35
"6454","5603","CF_no_ChU15_a_Total_F",14
"6455","5604","CF_no_ChU15_a_Total_F",5
"6456","5605","CF_no_ChU15_a_Total_F",27
"6457","5606","CF_no_ChU15_a_Total_F",319
"6458","5607","CF_no_ChU15_a_Total_F",134
"6459","5608","CF_no_ChU15_a_Total_F",332
"6460","5609","CF_no_ChU15_a_Total_F",55
"6461","5630","CF_no_ChU15_a_Total_F",8
"6462","5631","CF_no_ChU15_a_Total_F",25
"6463","5632","CF_no_ChU15_a_Total_F",7
"6464","5633","CF_no_ChU15_a_Total_F",10
"6465","5640","CF_no_ChU15_a_Total_F",19
"6466","5641","CF_no_ChU15_a_Total_F",16
"6467","5642","CF_no_ChU15_a_Total_F",0
"6468","5650","CF_no_ChU15_a_Total_F",3
"6469","5651","CF_no_ChU15_a_Total_F",3
"6470","5652","CF_no_ChU15_a_Total_F",10
"6471","5653","CF_no_ChU15_a_Total_F",0
"6472","5654","CF_no_ChU15_a_Total_F",4
"6473","5655","CF_no_ChU15_a_Total_F",0
"6474","5660","CF_no_ChU15_a_Total_F",3
"6475","5661","CF_no_ChU15_a_Total_F",3
"6476","5670","CF_no_ChU15_a_Total_F",5
"6477","5671","CF_no_ChU15_a_Total_F",3
"6478","5680","CF_no_ChU15_a_Total_F",52
"6479","5690","CF_no_ChU15_a_Total_F",82
"6480","5700","CF_no_ChU15_a_Total_F",282
"6481","5701","CF_no_ChU15_a_Total_F",0
"6482","5710","CF_no_ChU15_a_Total_F",73
"6483","5713","CF_no_ChU15_a_Total_F",0
"6484","5715","CF_no_ChU15_a_Total_F",0
"6485","5717","CF_no_ChU15_a_Total_F",0
"6486","5719","CF_no_ChU15_a_Total_F",0
"6487","5720","CF_no_ChU15_a_Total_F",3
"6488","5722","CF_no_ChU15_a_Total_F",8
"6489","5723","CF_no_ChU15_a_Total_F",27
"6490","5724","CF_no_ChU15_a_Total_F",8
"6491","5725","CF_no_ChU15_a_Total_F",68
"6492","5730","CF_no_ChU15_a_Total_F",0
"6493","5731","CF_no_ChU15_a_Total_F",7
"6494","5732","CF_no_ChU15_a_Total_F",3
"6495","5733","CF_no_ChU15_a_Total_F",3
"6496","5734","CF_no_ChU15_a_Total_F",0
"6497","5950","CF_no_ChU15_a_Total_F",0
"6498","5960","CF_no_ChU15_a_Total_F",0
"6499","5000","CF_no_ChU15_a_Total_P",321
"6500","5005","CF_no_ChU15_a_Total_P",0
"6501","5006","CF_no_ChU15_a_Total_P",469
"6502","5007","CF_no_ChU15_a_Total_P",522
"6503","5008","CF_no_ChU15_a_Total_P",1777
"6504","5009","CF_no_ChU15_a_Total_P",694
"6505","5010","CF_no_ChU15_a_Total_P",710
"6506","5011","CF_no_ChU15_a_Total_P",1532
"6507","5012","CF_no_ChU15_a_Total_P",1380
"6508","5013","CF_no_ChU15_a_Total_P",1266
"6509","5014","CF_no_ChU15_a_Total_P",1580
"6510","5015","CF_no_ChU15_a_Total_P",507
"6511","5016","CF_no_ChU15_a_Total_P",1128
"6512","5017","CF_no_ChU15_a_Total_P",588
"6513","5018","CF_no_ChU15_a_Total_P",1138
"6514","5019","CF_no_ChU15_a_Total_P",1026
"6515","5020","CF_no_ChU15_a_Total_P",568
"6516","5021","CF_no_ChU15_a_Total_P",966
"6517","5022","CF_no_ChU15_a_Total_P",2319
"6518","5023","CF_no_ChU15_a_Total_P",2070
"6519","5024","CF_no_ChU15_a_Total_P",2377
"6520","5025","CF_no_ChU15_a_Total_P",1454
"6521","5031","CF_no_ChU15_a_Total_P",1043
"6522","5032","CF_no_ChU15_a_Total_P",1859
"6523","5033","CF_no_ChU15_a_Total_P",819
"6524","5034","CF_no_ChU15_a_Total_P",1317
"6525","5035","CF_no_ChU15_a_Total_P",625
"6526","5037","CF_no_ChU15_a_Total_P",1215
"6527","5038","CF_no_ChU15_a_Total_P",1567
"6528","5039","CF_no_ChU15_a_Total_P",982
"6529","5040","CF_no_ChU15_a_Total_P",378
"6530","5041","CF_no_ChU15_a_Total_P",2114
"6531","5042","CF_no_ChU15_a_Total_P",1091
"6532","5043","CF_no_ChU15_a_Total_P",1745
"6533","5044","CF_no_ChU15_a_Total_P",1408
"6534","5045","CF_no_ChU15_a_Total_P",1583
